"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Panel","Frame","GRTS_Order","Location_Status","Location_Notes","Event_Count","Event_Earliest","Event_Latest","UTM_ZONE_NAD83_X","UTM_ZONE_NAD83_Y","Latitude","Longitude","UTM_Zone","Aspect"
"COLO-341","COLO","COLO_YORK","Yorktown","1","MIDN",25,"Active","Center tag #12347. Plot is on what looks to be an old road bed. Microstegium covers most of the plot. Mixed hardwood canopy. Steep ravine drops off south of plot.",3,20110913,20190806,367839,4119313,37.2109488209355,-76.4894338272024,18,150
"COLO-342","COLO","COLO_YORK","Yorktown","1","MIDN",14,"Active","Center Tag #14168",3,20110912,20190809,366111,4121046,37.2263183726628,-76.5092131382777,18,290
"COLO-344","COLO","COLO_YORK","Yorktown","2","MIDN",30,"Active","low-flow stream running through plot.  A bit mucky throughout.  Boots may be helpful, but didn't need them when plot was established.",2,20120816,20160815,364854,4122302,37.2374546565319,-76.5236054146121,18,0
"COLO-345","COLO","COLO_YORK","Yorktown","2","MIDN",29,"Active","Mixed woods forest with minimal understory.  Originally recorded as GRTS point 80, but GRTS point 29 is the correct GRTS value for the sampled plot.",2,20120816,20160815,364100,4120050,37.2170525571385,-76.5316925039363,18,0
"COLO-346","COLO","COLO_YORK","Yorktown","2","MIDN",34,"Active","Microstegeum ground cover.  Some large fallen tulip poplars",2,20120816,20160811,367343,4120558,37.2220971324119,-76.4952433853858,18,0
"COLO-347","COLO","COLO_YORK","Yorktown","2","MIDN",36,"Active","Mixed forest with dense sapling regeneration.",2,20120816,20160815,362877,4121564,37.2305158763365,-76.5457505127078,18,0
"COLO-348","COLO","COLO_YORK","Yorktown","2","MIDN",26,"Active","Ilex/Oxydendron understory - zilch in the herbaceous layer.",2,20120820,20160811,367595,4120314,37.219934262901,-76.4923605197336,18,270
"COLO-349","COLO","COLO_YORK","Yorktown","2","MIDN",28,"Active","Tulip poplar/Loblolly woods.  Sparse understory.",2,20120820,20160817,367359,4119565,37.2131514644044,-76.4948864836611,18,0
"COLO-350","COLO","COLO_YORK","Yorktown","2","MIDN",35,"Active","Mixed hardwood forest with Asimina triloba understory.",2,20120821,20160811,365597,4119046,37.2082225280712,-76.5146447298539,18,0
"COLO-351","COLO","COLO_YORK","Yorktown","2","MIDN",27,"Active","Mixed forest overstory; plot located in moderate gap allowing pine regeneration on forest floor.",2,20120821,20160811,365602,4118308,37.2015731600161,-76.5144554862794,18,0
"COLO-352","COLO","COLO_YORK","Yorktown","2","MIDN",33,"Active","Decent amount of holly regeneration, bare herbaceous layer.",2,20120821,20160815,364086,4122300,37.2373249347934,-76.5322604904333,18,70
"COLO-353","COLO","COLO_YORK","Yorktown","2","MIDN",32,"Active","Pinus taeda canopy with red maple coming in. sparse understory. Not as open as crown closure indicates, subcanopy provides shade. Center tag #12810",2,20120821,20160811,364596,4118542,37.2035362659969,-76.5258303355397,18,0
"COLO-354","COLO","COLO_JAMES","Jamestown","2","MIDN",8,"Active","center stake tagged with 15833.",2,20120822,20160816,343597,4119555,37.2093795985631,-76.7625793179483,18,0
"COLO-355","COLO","COLO_JAMES","Jamestown","2","MIDN",11,"Active","Some loblolly pine regen, partial canopy gap as well..",2,20120822,20160816,343099,4120048,37.2137378017808,-76.7682927657314,18,0
"COLO-357","COLO","COLO_YORK","Yorktown","3","MIDN",39,"Active","Tulip poplar canopy with ferns in understory.  Interesting donut hole pit dug into the ground abouut 4m in diameter.
* Plot Marked as #356 in 2013, will need to update Tag to #357",2,20130808,20170807,364599,4120797,37.2238562775172,-76.5262058754405,18,0
"COLO-358","COLO","COLO_YORK","Yorktown","3","MIDN",52,"Active","Sycamore, sweet gum, and tulip poplar canopy with paw paw understory. Stream runs through plot. Much evidence of flooding in 2013.  A bunch of trash has also been deposited with the flooding.",2,20130808,20170807,364854,4121057,37.2262361092308,-76.5233796413048,18,0
"COLO-359","COLO","COLO_YORK","Yorktown","3","MIDN",46,"Active","loblolly pine and red maple dominated; temporary stream through plot (possibly permanent?) 2017 - visited plot after heavy rain, stream very full.",2,20130812,20170808,365860,4117796,37.1969966650186,-76.5114571438728,18,0
"COLO-360","COLO","COLO_YORK","Yorktown","3","MIDN",43,"Active"," Plot is in a small ravine.  Steepish slopes with some large CWD.  Plot aspect is down slope of ravine. Lots of large trees just outside of the plot.",2,20130812,20170807,365344,4121797,37.2329750890786,-76.5179917761157,18,140
"COLO-361","COLO","COLO_YORK","Yorktown","3","MIDN",40,"Active","Mixed hardwood canopy with dense Asimina triloba sapling understory. Sparse ground cover. Plot center marked with tree tag #13499. 361 is written on the back in sharpie.",2,20130812,20170807,365855,4120547,37.2217851099552,-76.5120080994579,18,0
"COLO-362","COLO","COLO_YORK","Yorktown","3","MIDN",41,"Active","A bit of a thicket with pawpaw and privet with sweet gum and pine overstory.  UR corner stake is set under large log.  Trees were mapped with compass and sonin.",2,20130812,20170810,366596,4119552,37.212925496464,-76.5034806044168,18,0
"COLO-363","COLO","COLO_JAMES","Jamestown","3","MIDN",25,"Active","Sweet gum canopy with very shrubby Myrica mid and understory; adjacent to marsh",2,20130813,20170809,344353,4119046,37.2049200188898,-76.7539570759116,18,0
"COLO-364","COLO","COLO_JAMES","Jamestown","3","MIDN",19,"Active","Oak/Loblolly pine forest adjacent to tidal marsh. Yellow jacket nest encoutered on upper ceter line at ~9m.",2,20130813,20170809,344349,4119549,37.2094513206066,-76.7541070547357,18,0
"COLO-365","COLO","COLO_YORK","Yorktown","3","MIDN",38,"Active","Lobolly pine and mixed hardwood canopy with sparse understory.",2,20130813,20170808,363630,4118549,37.2034586463845,-76.5367136433697,18,0
"COLO-366","COLO","COLO_YORK","Yorktown","3","MIDN",47,"Active","Open wet plot along Beaver Dam Creek tributary. Bring boots and sun protection.",2,20130814,20170810,365342,4119542,37.2126551779447,-76.5176070421582,18,0
"COLO-367","COLO","COLO_YORK","Yorktown","3","MIDN",48,"Active","loblolly pine and mixed hardwood, vaccinium understory",2,20130814,20170808,362853,4121053,37.2259078305866,-76.5459269468134,18,0
"COLO-368","COLO","COLO_YORK","Yorktown","3","MIDN",42,"Active","Oak canopy with holly midstory and sparse understory.",2,20130814,20170808,363851,4119553,37.2125378383831,-76.5344072786378,18,0
"COLO-370","COLO","COLO_YORK","Yorktown","4","MIDN",66,"Active","Plot very close to the road and borders on a small clearing. The upper half of the plot is dense Asi tri regen, the bottom half of the plot is on a slope. Trash heap in plot. Tree sized ligustrum on plot.",2,20140807,20180815,366595,4120051,37.2174218374056,-76.5035811227741,18,115
"COLO-371","COLO","COLO_YORK","Yorktown","4","MIDN",63,"Active","Mixed hardwood canopy, paw paw understory. Not much ground cover.",2,20140811,20180814,365085,4119560,37.2127802338863,-76.520505779838,18,0
"COLO-372","COLO","COLO_YORK","Yorktown","4","MIDN",64,"Active","Quercus canopy with sparse understory and Ilex midstory",2,20140811,20180814,364104,4121049,37.2260549915792,-76.5318295109005,18,0
"COLO-373","COLO","COLO_YORK","Yorktown","4","MIDN",60,"Active","Loblolly/Tulip Poplar canopy, paw paw regen.",2,20140811,20180815,365846,4120054,37.2173414177413,-76.5120208174876,18,0
"COLO-374","COLO","COLO_JAMES","Jamestown","4","MIDN",26,"Active","loblolly pine regeneration, large red oak dominated canopy; directly adjacent to marsh (plot is in narrow strip of forest between marsh and loop road). Plot id tag is 14619",2,20140812,20180813,345349,4118559,37.2006978078174,-76.7426371771382,18,0
"COLO-375","COLO","COLO_JAMES","Jamestown","4","MIDN",27,"Active","GRTS 26 original location did not work, rejected North and East alternates. Plot set at southern alternate location. Half of plot mostly shrub cover, other half Nyssa  and Pinus taeda, sparse canopy.",2,20140812,20180813,344349,4118785,37.2025677717325,-76.7539476980899,18,0
"COLO-376","COLO","COLO_YORK","Yorktown","4","MIDN",61,"Active","mostly Pinus taeda canopy, also liriodendron and sycamore; dense asimina triloba midstory. Plot ID-tag is 14647",2,20140812,20180814,363855,4121787,37.2326686585983,-76.5347701432668,18,0
"COLO-377","COLO","COLO_YORK","Yorktown","4","MIDN",59,"Active","White oak canopy, ilex sub canopy, sparse groundcover.",2,20140813,20180814,365589,4118048,37.1992284360621,-76.5145551089434,18,0
"COLO-378","COLO","COLO_YORK","Yorktown","4","MIDN",57,"Active","Mixed hardwood canopy, ilex subcanopy, sparse ground cover. Decent amount of cwd. UTM E value corrected, mjj.",2,20140813,20180814,364849,4117800,37.1968868382149,-76.5228459155927,18,0
"COLO-379","COLO","COLO_YORK","Yorktown","4","MIDN",58,"Active","Loblolly/Tulip Poplar canopy, Carpinus subcanopy, sparse ground cover.",2,20140813,20180815,364842,4121794,37.2328753913484,-76.5236485101998,18,0
"COLO-380","COLO","COLO_YORK","Yorktown","4","MIDN",54,"Active","Very wet plot, 6in of standing water in 2014. In Beaver dam creek wetland/flood zone. Bring boots! Ash, red maple, and sweet gum canopy.",2,20140814,20180815,365087,4118549,37.2036704725899,-76.520300437404,18,0
"COLO-381","COLO","COLO_YORK","Yorktown","4","MIDN",67,"Active","plot id tag 14785; flat, dry mixed hardwoods with very sparse understory",2,20140814,20180813,364854,4118549,37.2036367505287,-76.5229252100677,18,0
"FRSP-001","FRSP","FRSP_FRED","FRED","1","MIDN",6,"Active","Fairly open site, mixed hardwood forest.",4,20070515,20190903,284595,4237044,38.2556244259217,-77.4618266977242,18,340
"FRSP-002","FRSP","FRSP_FRED","FRED","1","MIDN",8,"Active","sparse groundcover, Oak canopy, ilex subcanopy. UL micro is set at 313 degrees for some reason. 2015 crew decided not to move it.",4,20070516,20190826,285600,4237050,38.2559187840871,-77.4503522686949,18,0
"FRSP-003","FRSP","FRSP_FRED","FRED","1","MIDN",3,"Active","Center tag #12347. Sparse groundcover, Quercus alba canopy. Temporary stream running along left side of plot.",4,20070516,20190903,285604,4237299,38.2581617949165,-77.4503819339954,18,0
"FRSP-008","FRSP","FRSP_FRED","FRED","1","MIDN",5,"Active","Sparse understory, Quercus/carya canopy.",4,20070822,20190826,286355,4236051,38.2471032893668,-77.4414295780155,18,198
"FRSP-013","FRSP","FRSP_FRED","FRED","1","MIDN",1,"Active","Pinus virginiana/liq sty fairly open canopy. Some microstegium and cyperaceae groundcover. Liq sty regen.",4,20070605,20190826,287101,4236049,38.2472622703083,-77.4329111702919,18,250
"FRSP-014","FRSP","FRSP_FRED","FRED","1","MIDN",4,"Active","Updated orientation from 360 to 8 degrees. Mixed harwood canopy, comparitively dense mid-story of seedlings and viburnum acerifolium in decent sized canopy gap. Still quite a pleasant plot if not too sunny.",4,20070605,20190826,285093,4236293,38.2489814931416,-77.4559122534221,18,300
"FRSP-017","FRSP","FRSP_SPOT","SPOT","1","MIDN",6,"Active","Mixed hardwood canopy with sparse groundcover",4,20070612,20190822,273350,4233052,38.216917676596,-77.588950059794,18,240
"FRSP-018","FRSP","FRSP_SPOT","SPOT","1","MIDN",1,"Active","Mixed hardwood canopy, sparse ground cover. Left side of plot is washed out from culvert.",4,20070612,20190820,273601,4232788,38.2146039672503,-77.5860014888736,18,0
"FRSP-043","FRSP","FRSP_CHWILD","CHWILD","1","MIDN",1,"Active","Mostly Pinus virginiana canopy with oak coming in. Vaccinium/gaylussacia groundcover.",4,20070807,20190916,267854,4243801,38.3122879463562,-77.6551904128397,18,310
"FRSP-044","FRSP","FRSP_CHWILD","CHWILD","1","MIDN",4,"Active","changed orientation from 360 to 7 degrees. KMO 2015 Fairly open canopy, mostly oak.",4,20070807,20190827,268341,4243814,38.31253090073,-77.6496300815323,18,0
"FRSP-045","FRSP","FRSP_CHWILD","CHWILD","1","MIDN",9,"Active","Sedge groundcover. Floodzone/temporary stream thoughout plot. Could have water in wet weather. Dry in 2015. Maple/sweet gum canopy.",4,20070809,20190827,268634,4243563,38.31034683273,-77.6461999875431,18,0
"FRSP-046","FRSP","FRSP_CHWILD","CHWILD","1","MIDN",2,"Active","Bring boots if it<U+0092>s a wet year.  Ferns and carex understory with an oak canopy.",4,20070809,20190827,268849,4243551,38.3102942312162,-77.6437394667796,18,0
"FRSP-047","FRSP","FRSP_CHWILD","CHWILD","1","MIDN",8,"Active",NA,4,20070910,20190916,268850,4244550,38.3192882839419,-77.6440548527943,18,356
"FRSP-048","FRSP","FRSP_CHWILD","CHWILD","1","MIDN",10,"Active","Quercus alba canopy, nyssa sylvatica and liquidambar subcanopy. Moderately dense kalmia latifolia midstory. Gaylussacia ground cover. Downed pinus crown just to the left of plot center.",4,20070810,20190916,268850,4244051,38.3147958898532,-77.6438915921359,18,136
"FRSP-049","FRSP","FRSP_CHWILD","CHWILD","1","MIDN",6,"Active","Gaylussacia cover, oak canopy, fairly open, probably better as a morning plot.",4,20070810,20190827,268851,4242796,38.3034976234629,-77.6434697223295,18,300
"FRSP-054","FRSP","FRSP_FRED","FRED","1","MIDN",2,"Active","Plot center in dry vernal pool. Vaccinium understory, oak canopy.",4,20070822,20190826,286103,4236048,38.2470163495373,-77.4443059848781,18,0
"FRSP-055","FRSP","FRSP_CHWILD","CHWILD","1","MIDN",7,"Active","Oak/hickory, sparse understory.",4,20070913,20190828,258349,4245549,38.325512878427,-77.7643879281224,18,120
"FRSP-056","FRSP","FRSP_SPOT","SPOT","1","MIDN",3,"Active","Mixed hardwood canopy with ilex understory, lots of quercus alba seedlings.",4,20070911,20190820,270598,4232800,38.213951604436,-77.62027367978,18,302
"FRSP-057","FRSP","FRSP_SPOT","SPOT","1","MIDN",7,"Active","Giant hornets nest in ur microplot.  Bee careful!",4,20070911,20190820,271598,4233300,38.218707529228,-77.6090232874369,18,260
"FRSP-058","FRSP","FRSP_SPOT","SPOT","1","MIDN",4,"Active","Mixed mostly hardwood canopy (Beech and Tulip Poplar). Sparse ground cover. Ground hornet nest near tree 1884.",4,20070912,20190820,272602,4234309,38.2280460973806,-77.5978888249759,18,0
"FRSP-059","FRSP","FRSP_SPOT","SPOT","1","MIDN",2,"Active","Quercus alba canopy, ilex opaca subcanopy, sparse groundcover. Changed orientation to 9 from 360.",4,20070912,20190822,272602,4232552,38.2122273395864,-77.597326009051,18,360
"FRSP-060","FRSP","FRSP_SPOT","SPOT","1","MIDN",5,"Active","sparse understory, virginia pine and tulip poplar canopy, lots of trees.",4,20070912,20190822,273102,4232296,38.2100486665136,-77.5915386531417,18,292
"FRSP-061","FRSP","FRSP_CHWILD","CHWILD","1","MIDN",11,"Active","White oak canopy, with carpinus and ilex subcanopy. Vaccinium and lycopodium groundcover.",4,20070913,20190828,261100,4243550,38.3082549159422,-77.7322749778389,18,260
"FRSP-062","FRSP","FRSP_CHWILD","CHWILD","1","MIDN",13,"Active","Shrubby plot, lots of Kalmia latifolia and Gaylussacia. Short canopy, mostly Quercus montana.",4,20070913,20190828,263091,4243286,38.3064063333333,-77.7094392698069,18,0
"FRSP-074","FRSP","FRSP_CHWILD","CHWILD","1","MIDN",5,"Active","Oak/hickory canopy, ilex subcanopy, sparse ground cover.",4,20070926,20190828,259101,4242546,38.2986823325867,-77.7547709107721,18,45
"FRSP-075","FRSP","FRSP_CHWILD","CHWILD","1","MIDN",12,"Active","Sparse groundcover, Short oak and virginia pine canopy. Probably pretty open on a hot sunny day.",4,20070926,20190827,270354,4242551,38.3016778781059,-77.6262182583662,18,90
"FRSP-106","FRSP","FRSP_FRED","FRED","2","MIDN",14,"Active","Flat mixed hardwoods evidence of earthworks and vernal pools",3,20080827,20160830,285095,4237292,38.2579771771694,-77.4561923574298,18,0
"FRSP-112","FRSP","FRSP_FRED","FRED","2","MIDN",9,"Active","Trash and what looks like earthworks in and surrounding the plot. Plot center is under a piece of CWD near Tree 13264",3,20080826,20160818,284351,4236549,38.2511088517478,-77.4644623256553,18,30
"FRSP-113","FRSP","FRSP_FRED","FRED","2","MIDN",10,"Active","Lots of jun vir. sparse ground cover. Old road at top of plot.",3,20080826,20160830,286596,4235807,38.2449634758947,-77.438604406949,18,0
"FRSP-114","FRSP","FRSP_FRED","FRED","2","MIDN",11,"Active","Some huckleberry understory, pretty open mid-story. Changed plot orientation from 187 to 170.",3,20080826,20160818,285603,4236549,38.251408371108,-77.4501664435311,18,10
"FRSP-115","FRSP","FRSP_FRED","FRED","2","MIDN",13,"Active",NA,3,20080827,20160830,283849,4239061,38.2736065625199,-77.4709608164767,18,142
