"Event_ID","Plot_Name","Event_Year","Event_Date","Event_Date_Txt","Unit_Code","Unit_Group","Subunit_Code","Protocol_Name","Panel","Frame","Cycle","numHerbPlots","numSapPlots","numSeedPlots","excludeEvent","Stand_Structure_ID","Crown_Closure_ID","Deer_Browse_Line_ID","Groundstory_Cover_Class_Low","Groundstory_Cover_Class_Mid","Groundstory_Cover_Class_High","Forest_Floor_Bare_Soil_Cover_Class_ID","Forest_Floor_Rock_Cover_Class_ID","Forest_Floor_Trampled_Cover_Class_ID","Plot_Slope_Degree","Live_BA_m2ha","Dead_BA_m2ha"
"03A09255-5823-45DE-8477-DDDE5E9098A4","FRSP-290","2018",2018-08-20,20180820,"FRSP","FRSP_SPOT","SPOT","2018","4","MIDN","3",12,3,12,0,3,5,4,1,3,5,1,1,1,2,34.5467195,3.9399695
"03A6035E-52C1-43C4-8B7A-A693677A8011","VAFO-076","2016",2016-07-28,20160728,"VAFO","VAFO",NA,"2016","2","MIDN","3",12,3,12,0,3,5,5,2,2,3,1,1,1,12.7000007629395,27.629365,0.501791
"042F15BE-703C-4C7D-8811-B9E2C3F227D4","COLO-370","2018",2018-08-15,20180815,"COLO","COLO_YORK","Yorktown","2018","4","MIDN","2",12,3,12,0,3,4,4,4,3,5,2,2,2,5.85000038146973,20.49260925,0
"0441C609-E3DD-473E-AD9B-086D684238C1","ASIS-385","2019",2019-09-10,20190910,"ASIS","ASIS",NA,"2019","1","MIDN","1",12,3,12,0,3,4,4,3,4,5,1,1,1,6.40000009536743,32.47703875,0.6841015
"04522595-C667-4DAE-BF98-D9EC888A3D8F","VAFO-079","2016",2016-07-28,20160728,"VAFO","VAFO",NA,"2016","2","MIDN","3",12,3,12,0,3,5,5,6,4,3,1,1,2,3.70000004768372,37.43433425,0
"0468C07C-6DC6-41EF-AD14-76423966AB11","FRSP-121","2016",2016-08-22,20160822,"FRSP","FRSP_SPOT","SPOT","2016","2","MIDN","3",12,3,12,0,3,5,4,2,2,3,1,1,1,5.05000019073486,25.09152775,0.5345615
"0493ADA8-EB6E-4B33-9907-30568CB86442","FRSP-210","2017",2017-09-05,20170905,"FRSP","FRSP_CHWILD","CHWILD","2017","3","MIDN","3",12,3,12,0,3,4,4,5,4,4,1,1,1,2.09999990463257,19.73051725,2.49507275
"04AC8B04-2BAA-400A-814D-3955A2C77A28","COLO-336","2019",2019-08-08,20190808,"COLO","COLO_JAMES","Jamestown","2019","1","MIDN","3",12,3,12,0,3,3,4,5,4,4,1,1,1,1.70000004768372,41.2992985,0
"04DDEA87-DB4E-4872-83AE-715B58674701","FRSP-061","2019",2019-08-28,20190828,"FRSP","FRSP_CHWILD","CHWILD","2019","1","MIDN","4",12,3,12,0,3,4,3,4,3,4,1,1,1,0.649999976158142,18.40800525,5.89606275
"0516D2B0-B533-4EBC-BBC6-564D66DB8FAE","PETE-186","2017",2017-08-15,20170815,"PETE","PETE_EAST","EAST","2017","3","MIDN","3",12,3,12,0,3,5,4,2,2,3,1,1,1,4.65000009536743,29.304914,1.48071125
"0535B3EA-7EC6-4B1D-84F8-F9A854B4BB9E","HOFU-052","2019",2019-07-18,20190718,"HOFU","HOFU",NA,"2019","1","MIDN","4",12,3,12,0,3,5,3,5,2,3,1,1,1,7.75,29.415714,3.5298935
"053A8516-6F9F-4525-A03E-C8E420919B57","RICH-131","2008",2008-09-04,20080904,"RICH","RICH",NA,"2008","2","MIDN","1",12,3,12,0,3,5,NA,4,3,3,1,1,1,12.3000001907349,19.275713,4.8688795
"05C0CE52-28B7-47CA-BF74-BB3F672DF6B2","FRSP-060","2015",2015-08-25,20150825,"FRSP","FRSP_SPOT","SPOT","2015","1","MIDN","3",12,3,12,0,3,4,5,1,4,4,1,1,1,0.75,34.40819525,5.3272185
"05DAA203-EC3A-4D79-853A-B3E5962A54D4","BOWA-095","2008",2008-08-18,20080818,"BOWA","BOWA",NA,"2008","2","MIDN","1",12,3,12,0,3,5,NA,3,3,3,1,1,1,6,18.24617375,5.11747775
"05E38C88-3661-448A-A180-25C8A32703C8","FRSP-001","2007",2007-05-15,20070515,"FRSP","FRSP_FRED","FRED","2007","1","MIDN","1",12,3,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2372745,1.689961
"05EB3085-A85A-445F-883C-7AE97674DCC6","PETE-301","2014",2014-09-09,20140909,"PETE","PETE_EAST","EAST","2014","4","MIDN","2",12,3,12,0,3,3,5,6,3,4,1,1,1,3.30000019073486,20.9148,8.97515725
"06575C31-1D1D-4750-A04A-B6C1F8D15D28","FRSP-232","2017",2017-08-21,20170821,"FRSP","FRSP_SPOT","SPOT","2017","3","MIDN","3",12,3,12,0,3,5,4,3,3,4,1,1,1,3.54999995231628,49.6966175,4.48807925
"066A10B5-86DF-4A88-9628-6D5D153DBDFE","COLO-371","2014",2014-08-11,20140811,"COLO","COLO_YORK","Yorktown","2014","4","MIDN","1",12,3,12,0,3,5,3,4,5,6,1,1,1,0.950000047683716,29.9163265,0
"06B55527-C187-4382-A48F-5490E4EBC7C1","RICH-019","2019",2019-08-19,20190819,"RICH","RICH",NA,"2019","1","MIDN","4",12,3,12,0,3,5,3,5,4,4,1,1,1,1.14999997615814,43.25682475,1.3629995
"06FDB1BB-1BFC-4842-9C2C-FF21A1C13FD7","GETT-169","2013",2013-07-30,20130730,"GETT","GETT",NA,"2013","3","MIDN","2",12,3,12,0,3,2,3,6,6,5,2,2,1,5.55000019073486,13.9680315,0.89920225
"070A8462-C038-4F51-AC07-144758E02BEA","COLO-337","2019",2019-08-07,20190807,"COLO","COLO_YORK","Yorktown","2019","1","MIDN","3",12,3,12,0,3,4,4,3,5,5,2,1,2,11.3500003814697,52.13072425,2.68802525
"074CA4F7-E0A4-4C14-A931-7CAF44AF1428","APCO-177","2017",2017-08-02,20170802,"APCO","APCO",NA,"2017","3","MIDN","3",12,3,12,0,3,4,4,7,5,3,1,1,1,5.15000009536743,17.45213625,0.28747525
"07668B77-6BC6-4DC7-81D1-43DC561AA4A1","THST-293","2018",2018-09-12,20180912,"THST","THST",NA,"2018","4","MIDN","3",12,3,12,0,3,5,4,4,3,3,2,2,1,10.0500001907349,8.55308425,9.78882975
"086C626A-9E3C-4F04-B821-F63393CF5E5C","COLO-371","2018",2018-08-14,20180814,"COLO","COLO_YORK","Yorktown","2018","4","MIDN","2",12,3,12,0,3,5,4,2,3,5,1,1,1,0.75,30.71812,0
"086CFD75-6501-4BF5-AC05-89979A5CC8ED","PETE-191","2017",2017-08-14,20170814,"PETE","PETE_EAST","EAST","2017","3","MIDN","3",12,3,12,0,3,5,5,2,3,4,1,1,1,2.34999990463257,37.90714375,0.92459025
"0872AED3-BF3C-454A-B22A-D69C43108F6C","GEWA-321","2015",2015-08-19,20150819,"GEWA","GEWA",NA,"2015","1","MIDN","2",12,3,12,0,3,5,4,7,5,2,1,1,1,0.5,53.683653,4.85001025
"088A2393-1F9A-4C2B-910B-1AE37A16DF73","FRSP-284","2014",2014-08-21,20140821,"FRSP","FRSP_CHWILD","CHWILD","2014","4","MIDN","2",12,3,12,0,3,3,5,3,4,5,1,1,1,1.10000002384186,17.18788925,0
"08C8AA6E-5A39-484B-B2EF-7C46AA79D38E","FRSP-060","2007",2007-09-12,20070912,"FRSP","FRSP_SPOT","SPOT","2007","1","MIDN","1",12,3,12,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,35.3887055,2.28427175
"08D2AC69-1428-43FC-B381-DEBDE40E5F8B","RICH-317","2018",2018-09-04,20180904,"RICH","RICH",NA,"2018","4","MIDN","3",12,3,12,0,3,5,4,1,2,4,1,1,1,1.75,19.857418,3.91460125
"09357153-91F2-49F3-BE59-071406194656","PETE-136","2012",2012-09-10,20120910,"PETE","PETE_EAST","EAST","2012","2","MIDN","2",12,3,12,0,3,4,4,2,3,5,1,1,1,1.5,37.261292,10.65380825
"0955C98D-6681-4744-BD1C-585257FAF1A7","GETT-173","2013",2013-07-31,20130731,"GETT","GETT",NA,"2013","3","MIDN","2",12,3,12,0,3,4,4,6,6,5,1,1,2,11.3500003814697,15.4839875,0
"0963F27B-0E2F-48F9-9C1D-D01A67DBB2C8","COLO-345","2016",2016-08-15,20160815,"COLO","COLO_YORK","Yorktown","2016","2","MIDN","2",12,3,12,0,3,4,4,2,2,3,1,1,1,1.89999997615814,25.61159825,7.47082525
"09AEDF52-7ACA-4C44-A780-87225984BF59","VAFO-036","2007",2007-07-24,20070724,"VAFO","VAFO",NA,"2007","1","MIDN","1",12,3,12,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,31.980549,0
"0A113F57-5CDE-4561-844B-6091F56AA8FE","FRSP-220","2009",2009-08-28,20090828,"FRSP","FRSP_CHWILD","CHWILD","2009","3","MIDN","1",12,3,12,0,3,5,4,5,5,3,1,1,1,2.40000009536743,21.120378,1.5481965
"0AFF9900-ABDA-46D7-A3F3-31EFD8FB63FE","PETE-137","2008",2008-09-09,20080909,"PETE","PETE_EAST","EAST","2008","2","MIDN","1",12,3,12,0,3,3,NA,2,2,3,1,1,1,4.69999980926514,17.92125425,22.6856565
"0B2D8A36-B7B1-47DE-A3F0-FC695793D947","PETE-308","2018",2018-08-28,20180828,"PETE","PETE_EAST","EAST","2018","4","MIDN","3",12,3,12,0,3,3,4,5,3,5,1,1,1,5,14.1430965,0
"0B2F5D75-F47E-4FB5-A329-BC7C230EC65A","FRSP-213","2009",2009-08-24,20090824,"FRSP","FRSP_FRED","FRED","2009","3","MIDN","1",12,3,12,0,3,5,3,2,2,5,1,1,1,6.19999980926514,21.017333,0
"0B3F1B70-365B-41F2-9A24-309C9BE3E3B6","HOFU-166","2013",2013-07-24,20130724,"HOFU","HOFU",NA,"2013","3","MIDN","2",12,3,12,0,3,3,4,7,6,2,1,1,1,0,9.01154025,3.398928
"0BBDDF15-0165-4B48-9956-A1E608940754","COLO-367","2017",2017-08-08,20170808,"COLO","COLO_YORK","Yorktown","2017","3","MIDN","2",12,3,12,0,3,3,4,5,4,4,1,1,1,0.5,41.21636075,1.3297185
"0BFFF79A-3A36-4E20-9DE5-B2A08FBA1DE4","APCO-265","2014",2014-08-05,20140805,"APCO","APCO",NA,"2014","4","MIDN","2",12,3,12,0,3,4,5,3,3,6,1,1,1,1.75,16.37616025,0.20830725
"0C86DDEF-735B-4A58-862C-65D7A663F4C9","FRSP-315","2014",2014-08-18,20140818,"FRSP","FRSP_SPOT","SPOT","2014","4","MIDN","2",12,3,12,0,3,5,5,3,4,4,1,1,1,2.44999980926514,18.05783575,3.16800175
"0CC91D68-BA94-457A-92D5-7A2D2861034D","RICH-303","2010",2010-09-15,20100915,"RICH","RICH",NA,"2010","4","MIDN","1",12,3,12,0,3,5,3,2,2,3,1,1,1,7,39.44556225,0
"0D0E5E86-16EB-46F1-A58F-464B8EB0B927","FRSP-288","2018",2018-09-11,20180911,"FRSP","FRSP_CHWILD","CHWILD","2018","4","MIDN","3",12,3,12,0,3,4,4,3,2,4,1,1,1,1.60000002384186,40.6563325,6.32964175
"0D1B22C8-EAC1-4EE1-B53A-4356EE082A14","PETE-024","2015",2015-09-02,20150902,"PETE","PETE_EAST","EAST","2015","1","MIDN","3",12,3,12,0,3,3,5,5,4,4,1,1,1,0.600000023841858,25.556208,7.19729075
"0D471440-6401-47D1-959C-830D8F457A37","RICH-133","2016",2016-08-31,20160831,"RICH","RICH",NA,"2016","2","MIDN","3",12,3,12,0,3,4,4,2,3,4,1,1,1,1.10000002384186,42.10476425,3.76146825
"0D53B791-88CE-4F0F-AE7E-57F55F61409A","PETE-140","2012",2012-09-11,20120911,"PETE","PETE_EAST","EAST","2012","2","MIDN","2",12,3,12,0,3,5,4,2,1,3,2,1,1,4.69999980926514,26.3273905,0
"0D74D39E-F53D-4BD6-BD98-8CEB60B08014","FRSP-151","2016",2016-09-01,20160901,"FRSP","FRSP_CHWILD","CHWILD","2016","2","MIDN","3",12,3,12,0,3,5,3,2,3,4,1,1,2,3.90000009536743,25.19360925,1.708732
"0E877964-850F-45AF-922B-D855F6453915","FRSP-055","2019",2019-08-28,20190828,"FRSP","FRSP_CHWILD","CHWILD","2019","1","MIDN","4",12,3,12,0,3,5,5,3,3,4,1,1,1,2.84999990463257,25.59571375,0.30679625
"0EB186DD-4242-40C5-BE93-6A7C116C23BF","APCO-187","2017",2017-08-02,20170802,"APCO","APCO",NA,"2017","3","MIDN","3",12,3,12,0,3,5,5,4,2,3,1,1,1,3,35.6107775,4.297149
"0EC699AB-7732-4384-A25A-C72491915474","APCO-263","2018",2018-08-08,20180808,"APCO","APCO",NA,"2018","4","MIDN","3",12,3,12,0,3,5,3,2,3,4,2,1,1,11.8500003814697,21.84504525,0
"0F5B706C-DADC-452D-B234-D028C3A2BF33","GETT-029","2019",2019-07-24,20190724,"GETT","GETT",NA,"2019","1","MIDN","4",12,3,12,0,3,5,4,7,4,4,1,1,1,3.75,13.54169775,2.769962
"0F86520C-89C3-474E-B3F2-CA00C57382F2","GEWA-321","2019",2019-08-29,20190829,"GEWA","GEWA",NA,"2019","1","MIDN","3",12,3,12,0,3,5,4,6,2,2,1,1,1,0.200000002980232,56.59657725,1.6173115
"0F86ECC7-0E6F-40D6-BA39-1E67B71ED25C","RICH-133","2012",2012-09-13,20120913,"RICH","RICH",NA,"2012","2","MIDN","2",12,3,12,0,3,3,3,2,3,4,1,1,1,1.39999997615814,40.061413,3.88740675
"0FB3DBC8-140F-4ED0-92B7-E977DFE686F6","RICH-134","2012",2012-09-13,20120913,"RICH","RICH",NA,"2012","2","MIDN","2",12,3,12,0,3,4,3,3,3,4,1,1,1,0.855000019073486,24.027077,0
"10072518-E7EB-4FE6-982C-A7499867ECB9","FRSP-059","2015",2015-08-18,20150818,"FRSP","FRSP_SPOT","SPOT","2015","1","MIDN","3",12,3,12,0,3,4,5,1,2,5,1,1,1,2.40000009536743,12.445517,0.3421195
"102225B8-26FF-4E85-A7DE-1BA3A4DC6A2B","GETT-175","2009",2009-08-05,20090805,"GETT","GETT",NA,"2009","3","MIDN","1",12,3,12,0,3,4,4,6,5,4,1,2,1,6.80000019073486,51.61780125,0.233283
"105D656B-EAB4-45E3-B995-E2F9CFD48665","APCO-184","2017",2017-07-31,20170731,"APCO","APCO",NA,"2017","3","MIDN","3",12,3,12,0,3,5,4,5,3,4,1,1,1,3.60000014305115,37.21326475,2.60383075
"10B62E06-BFBF-4FF1-A0A4-EB50A91C6706","APCO-010","2015",2015-08-05,20150805,"APCO","APCO",NA,"2015","1","MIDN","3",12,3,12,0,3,3,3,4,5,6,1,1,1,6.94999980926514,8.19912475,3.6228255
"10CB6CC0-714D-4740-B618-B3FFEEA57BFE","APCO-009","2011",2011-08-09,20110809,"APCO","APCO",NA,"2011","1","MIDN","2",12,3,12,0,3,4,4,2,3,3,1,1,1,15.25,23.68356425,1.30372175
"1113FD51-C8AD-4655-82BC-D5C36D82B036","HOFU-251","2018",2018-07-26,20180726,"HOFU","HOFU",NA,"2018","4","MIDN","3",12,3,12,0,3,4,3,3,3,4,1,4,1,5.5,32.61519025,10.2353875
"11593F8C-D36C-4F33-8056-73C0A78A729E","FRSP-061","2011",2011-08-31,20110831,"FRSP","FRSP_CHWILD","CHWILD","2011","1","MIDN","2",12,3,12,0,3,4,2,5,4,4,1,1,1,0.5,28.03117475,2.2494785
"11711868-8F01-470D-A8DB-F03C1502FEDB","PETE-305","2018",2018-08-29,20180829,"PETE","PETE_FIVE","FIVE","2018","4","MIDN","3",12,3,12,0,3,5,2,5,4,4,1,1,2,1.04999995231628,65.3783695,3.05109525
"1181668E-44A6-4DB8-A3AF-1998302F380B","APCO-102","2008",2008-08-20,20080820,"APCO","APCO",NA,"2008","2","MIDN","1",12,3,12,0,3,4,NA,4,4,4,2,1,2,2.79999995231628,24.4158105,2.20471075
"1184CBA9-9754-4CFA-BDDE-5262FDD805DC","FRSP-206","2009",2009-08-24,20090824,"FRSP","FRSP_FRED","FRED","2009","3","MIDN","1",12,3,12,0,3,4,3,2,3,3,1,1,1,5.94999980926514,4.815924,3.8186255
"1192415F-24DE-44A6-BD67-1DFF5FA5ECCF","COLO-353","2012",2012-08-21,20120821,"COLO","COLO_YORK","Yorktown","2012","2","MIDN","1",12,3,12,0,3,2,4,3,2,4,1,1,1,1.5,22.66413675,0
"11CBD6AF-3969-4447-BDEB-357310BD4AD0","RICH-203","2009",2009-09-03,20090903,"RICH","RICH",NA,"2009","3","MIDN","1",12,3,12,0,3,5,3,2,3,4,1,1,1,11.9499998092651,18.18668,1.01891675
"11D91CC1-0D12-421D-89EC-85E6929A9109","FRSP-284","2010",2010-08-29,20100829,"FRSP","FRSP_CHWILD","CHWILD","2010","4","MIDN","1",12,3,12,0,3,2,4,3,5,5,1,1,1,1.54999995231628,15.26409525,0
"12276452-4619-4F6D-9E3D-7E483234C581","RICH-203","2013",2013-08-15,20130815,"RICH","RICH",NA,"2013","3","MIDN","2",12,3,12,0,3,4,4,1,2,5,1,1,1,11.6000003814697,24.217968,0.3369555
"12E75C46-562F-4AEE-8A63-03D2DE97CC49","HOFU-085","2008",2008-08-07,20080807,"HOFU","HOFU",NA,"2008","2","MIDN","1",12,3,12,0,3,5,NA,2,1,2,1,2,1,2.75,24.398237,0.4359155
"13146244-0A88-4A48-8448-FD1D2DB4B0DF","FRSP-075","2015",2015-09-10,20150910,"FRSP","FRSP_CHWILD","CHWILD","2015","1","MIDN","3",12,3,12,0,3,5,5,2,2,4,1,1,1,2.25,21.761812,0.392699
"13158108-2616-418D-875A-FF1F8F7DC6E8","FRSP-125","2008",2008-09-03,20080903,"FRSP","FRSP_CHWILD","CHWILD","2008","2","MIDN","1",12,3,12,0,3,4,NA,5,4,4,1,1,1,7.55000019073486,10.462603,3.99374975
"132D14D2-AC3C-4D81-8090-964DE003FB66","RICH-134","2016",2016-08-31,20160831,"RICH","RICH",NA,"2016","2","MIDN","3",12,3,12,0,3,5,4,3,4,4,1,1,1,0.850000023841858,26.0256995,0
"13C80517-0F19-425C-A9AA-479FC18D9C45","FRSP-117","2012",2012-09-05,20120905,"FRSP","FRSP_FRED","FRED","2012","2","MIDN","2",12,3,12,0,3,4,3,2,4,4,1,1,1,4.55000019073486,16.6025515,4.5018435
"142ED751-7262-4031-995B-E1C1D1473744","PETE-070","2011",2011-08-15,20110815,"PETE","PETE_FIVE","FIVE","2011","1","MIDN","2",12,3,12,0,3,4,2,2,3,4,1,1,1,0.800000011920929,33.66566,0.233283
"14B5FB3D-E574-4997-A6AC-3B9366070EE1","COLO-365","2017",2017-08-08,20170808,"COLO","COLO_YORK","Yorktown","2017","3","MIDN","2",12,3,12,0,3,5,4,4,3,3,1,1,1,1.04999995231628,57.38570575,0.6013205
"14B67916-2939-4C8F-9E32-6661549A0CCE","RICH-016","2011",2011-09-08,20110908,"RICH","RICH",NA,"2011","1","MIDN","2",12,3,12,0,3,2,3,6,2,2,1,1,1,1.04999995231628,21.43363425,5.15285975
"14F3845E-B401-4CB6-AC02-5B03401FD932","PETE-067","2015",2015-08-31,20150831,"PETE","PETE_FIVE","FIVE","2015","1","MIDN","3",12,3,12,0,3,5,4,5,4,4,1,1,1,0.200000002980232,24.77552275,1.37766675
"14F52DDA-508B-4D77-9623-98EB2E6A414D","GETT-092","2008",2008-08-13,20080813,"GETT","GETT",NA,"2008","2","MIDN","1",12,3,12,0,3,4,NA,5,4,4,1,2,1,3.79999995231628,13.7745095,0.87917475
"150F07C0-DC45-44E2-A869-028F415CB1E6","PETE-188","2017",2017-08-03,20170803,"PETE","PETE_FIVE","FIVE","2017","3","MIDN","3",12,3,12,0,3,5,3,5,4,4,1,1,1,1.89999997615814,27.182336,0.29224675
"15489FE7-B9BF-4696-8860-96A8B85A5146","GETT-255","2018",2018-07-31,20180731,"GETT","GETT",NA,"2018","4","MIDN","3",12,3,12,0,3,3,3,6,5,3,1,2,1,1.75,17.82046825,1.309141
"157EA66E-E83B-4E8C-9678-7CC6296DED7B","FRSP-056","2007",2007-09-11,20070911,"FRSP","FRSP_SPOT","SPOT","2007","1","MIDN","1",12,3,12,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,32.46423675,0
"15E2E998-E319-4FCC-9D5A-0F4271B192E3","THST-132","2008",2008-09-10,20080910,"THST","THST",NA,"2008","2","MIDN","1",12,3,12,0,3,4,NA,4,3,3,1,2,1,1.44999992847443,31.4935045,0.20830725
"16FCD1CC-F56A-412A-A4DA-6B4C593921D2","HOFU-163","2013",2013-07-24,20130724,"HOFU","HOFU",NA,"2013","3","MIDN","2",12,3,12,0,3,5,4,3,2,3,1,3,2,3.29999995231628,38.34036925,0
"17157A8B-A2C6-49BF-85D0-7EC86C6FF8FB","RICH-020","2007",2007-06-14,20070614,"RICH","RICH",NA,"2007","1","MIDN","1",12,3,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.76186675,0
"17459FD0-FBF3-4E84-A496-459929F90638","COLO-349","2016",2016-08-17,20160817,"COLO","COLO_YORK","Yorktown","2016","2","MIDN","2",12,3,12,0,3,3,5,1,2,3,1,1,1,1.44999992847443,40.0480415,7.0055355
"1750781A-F44B-4069-B106-753F0BB57850","FRSP-001","2015",2015-08-13,20150813,"FRSP","FRSP_FRED","FRED","2015","1","MIDN","3",12,3,12,0,3,4,4,2,2,3,1,1,1,1.54999995231628,27.1587345,0.21237175
"17568D16-D311-4C30-BB39-B14384ACEFF1","RICH-226","2009",2009-09-16,20090916,"RICH","RICH",NA,"2009","3","MIDN","1",12,3,12,0,3,4,4,2,3,3,2,1,1,6,25.1804545,0.3685285
"17912E9A-C969-46DE-B493-58C734E088A2","COLO-377","2018",2018-08-14,20180814,"COLO","COLO_YORK","Yorktown","2018","4","MIDN","2",12,3,12,0,3,5,4,1,2,5,1,1,1,0.350000023841858,35.03987075,1.5336075
"17B64A4C-428B-417B-934A-C19D9E219DF4","BOWA-181","2017",2017-08-01,20170801,"BOWA","BOWA",NA,"2017","3","MIDN","3",12,3,12,0,3,4,4,6,4,5,1,1,1,7.80000019073486,16.51548975,13.87537425
"17D16565-8B6A-47F9-B9E4-7E050019F156","COLO-337","2011",2011-09-12,20110912,"COLO","COLO_YORK","Yorktown","2011","1","MIDN","1",12,3,12,0,3,3,4,5,4,4,1,1,1,11.9500007629395,45.77540075,0
"17D85AF4-E05B-4B50-9A45-AE2B9BAE0B8C","GETT-255","2014",2014-07-29,20140729,"GETT","GETT",NA,"2014","4","MIDN","2",12,3,12,0,3,4,4,6,5,3,1,2,1,1.85000002384186,17.8728935,0
"17ECBB7C-A6F5-494F-96BD-1C5EEF52314C","COLO-331","2011",2011-09-14,20110914,"COLO","COLO_YORK","Yorktown","2011","1","MIDN","1",12,3,12,0,3,4,5,2,3,3,1,1,1,0.25,48.28802625,1.62860175
"1854CE91-2BF1-45EF-9A79-19E0E143F3D1","RICH-238","2009",2009-09-16,20090916,"RICH","RICH",NA,"2009","3","MIDN","1",12,3,12,0,3,4,5,3,3,5,2,1,1,6.5,16.95996625,1.56145
"18B15978-52B0-4D54-9B8D-24B59E66BD9E","FRSP-285","2014",2014-08-21,20140821,"FRSP","FRSP_CHWILD","CHWILD","2014","4","MIDN","2",12,3,12,0,3,5,5,1,2,4,1,1,1,0.75,43.14551325,0.58767425
"18B78C46-6C8A-4E0A-A75B-A31701F90895","PETE-022","2011",2011-08-17,20110817,"PETE","PETE_EAST","EAST","2011","1","MIDN","2",12,3,12,0,3,4,4,6,3,4,1,1,1,0.449999988079071,61.528367,7.01425375
"18B7D50D-37AD-4060-B6D1-0952814834DA","HOFU-166","2017",2017-07-19,20170719,"HOFU","HOFU",NA,"2017","3","MIDN","3",12,3,12,0,3,3,4,7,3,3,1,1,1,1.29999995231628,8.15294325,1.88093075
"18C775AB-62E2-44A0-AFAD-5BB06FC65C50","COLO-344","2016",2016-08-15,20160815,"COLO","COLO_YORK","Yorktown","2016","2","MIDN","2",12,3,12,0,3,3,4,5,4,4,2,1,1,0.449999988079071,35.48578175,0
"18D589E7-EEC7-43F9-94D6-5634D4979A13","PETE-300","2018",2018-08-29,20180829,"PETE","PETE_FIVE","FIVE","2018","4","MIDN","3",12,3,12,0,3,5,3,3,4,4,2,1,1,2.15000009536743,40.33363125,0.20029625
"19006575-5DDD-4DB8-BFF9-53BD4DD4FA4C","FRSP-279","2010",2010-08-26,20100826,"FRSP","FRSP_CHWILD","CHWILD","2010","4","MIDN","1",12,3,12,0,3,5,3,3,2,3,1,1,1,0.350000023841858,33.52566325,0
"1907AC1D-BE2D-462F-8A85-706CC0C8098E","FRSP-003","2007",2007-05-16,20070516,"FRSP","FRSP_FRED","FRED","2007","1","MIDN","1",12,3,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.778087,0.657555
