"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Sample_Year","Date","Tag","TSN","TaxonCode","Latin_Name","Stems","SumLiveBasalArea_cm2","Equiv_Live_DBH_cm","SumDeadBasalArea_cm2","Equiv_Dead_DBH_cm","Condition","Status","Crown_Class","Crown_Description","DBH_Status"
"APCO-004","APCO","APCO",NA,"2",1,2011,"20110810",158,28728,NA,"Acer rubrum",1,98.5203,11.2,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,"3",1,2015,"20150804",158,28728,NA,"Acer rubrum",1,109.3588,11.8,0,0,NA,"Alive Standing",6,"Gap-exploiter",1
"APCO-004","APCO","APCO",NA,NA,1,2019,"20190731",158,28728,NA,"Acer rubrum",1,111.2202,11.9,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,"1",1,2007,"20070521",159,27821,NA,"Nyssa sylvatica",1,141.0261,13.4,0,0,NA,"Alive Standing",5,"Sub-Canopy",0
"APCO-004","APCO","APCO",NA,"2",1,2011,"20110810",159,27821,NA,"Nyssa sylvatica",1,149.5712,13.8,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,"3",1,2015,"20150804",159,27821,NA,"Nyssa sylvatica",1,153.938,14,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,NA,1,2019,"20190731",159,27821,NA,"Nyssa sylvatica",1,153.938,14,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,"1",1,2007,"20070521",164,18086,NA,"Liriodendron tulipifera",1,1213.0396,39.3,0,0,NA,"Alive Standing",3,"Co-dominant",0
"APCO-004","APCO","APCO",NA,"2",1,2011,"20110810",164,18086,NA,"Liriodendron tulipifera",1,1352.652,41.5,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-004","APCO","APCO",NA,"3",1,2015,"20150804",164,18086,NA,"Liriodendron tulipifera",1,1486.1697,43.5,0,0,NA,"Alive Standing",2,"Dominant",1
"APCO-004","APCO","APCO",NA,NA,1,2019,"20190731",164,18086,NA,"Liriodendron tulipifera",1,1611.7077,45.3,0,0,NA,"Alive Standing",2,"Dominant",1
"APCO-004","APCO","APCO",NA,"1",1,2007,"20070521",165,27821,NA,"Nyssa sylvatica",1,1063.6176,36.8,0,0,NA,"Alive Standing",3,"Co-dominant",0
"APCO-004","APCO","APCO",NA,"2",1,2011,"20110810",165,27821,NA,"Nyssa sylvatica",1,1052.088,36.6,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-004","APCO","APCO",NA,"3",1,2015,"20150804",165,27821,NA,"Nyssa sylvatica",1,1029.2172,36.2,0,0,NA,"Alive Standing",5,"Sub-Canopy",2
"APCO-004","APCO","APCO",NA,NA,1,2019,"20190731",165,27821,NA,"Nyssa sylvatica",1,1023.5387,36.1,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,"1",1,2007,"20070521",174,27821,NA,"Nyssa sylvatica",1,138.9291,13.3,0,0,NA,"Alive Standing",5,"Sub-Canopy",0
"APCO-004","APCO","APCO",NA,"2",1,2011,"20110810",174,27821,NA,"Nyssa sylvatica",1,149.5712,13.8,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,"3",1,2015,"20150804",174,27821,NA,"Nyssa sylvatica",1,153.938,14,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,NA,1,2019,"20190731",174,27821,NA,"Nyssa sylvatica",1,153.938,14,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,"1",1,2007,"20070521",178,19379,NA,"Quercus montana",1,81.7128,10.2,0,0,NA,"Alive Standing",5,"Sub-Canopy",0
"APCO-004","APCO","APCO",NA,"2",1,2011,"20110810",178,19379,NA,"Quercus montana",1,113.0973,12,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,"3",1,2015,"20150804",178,19379,NA,"Quercus montana",1,132.7323,13,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,NA,1,2019,"20190731",178,19379,NA,"Quercus montana",1,145.2672,13.6,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-004","APCO","APCO",NA,"1",1,2007,"20070521",194,183335,NA,"Pinus echinata",1,1398.6685,42.2,0,0,NA,"Alive Standing",2,"Dominant",0
"APCO-004","APCO","APCO",NA,"2",1,2011,"20110810",194,183335,NA,"Pinus echinata",1,1506.7393,43.8,0,0,NA,"Alive Standing",2,"Dominant",1
"APCO-004","APCO","APCO",NA,"3",1,2015,"20150804",194,183335,NA,"Pinus echinata",1,1493.0105,43.6,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-004","APCO","APCO",NA,NA,1,2019,"20190731",194,183335,NA,"Pinus echinata",1,1541.336,44.3,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-004","APCO","APCO",NA,"1",1,2007,"20070521",195,19422,NA,"Quercus stellata",1,995.3822,35.6,0,0,NA,"Alive Standing",2,"Dominant",0
"APCO-004","APCO","APCO",NA,"2",1,2011,"20110810",195,19422,NA,"Quercus stellata",1,1046.3467,36.5,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-004","APCO","APCO",NA,"3",1,2015,"20150804",195,19422,NA,"Quercus stellata",1,1110.3645,37.6,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-004","APCO","APCO",NA,NA,1,2019,"20190731",195,19422,NA,"Quercus stellata",1,1158.1167,38.4,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-004","APCO","APCO",NA,"1",1,2007,"20070521",196,27821,NA,"Nyssa sylvatica",1,102.0703,11.4,0,0,NA,"Alive Standing",5,"Sub-Canopy",0
"APCO-004","APCO","APCO",NA,"2",1,2011,"20110810",196,27821,NA,"Nyssa sylvatica",1,103.8689,11.5,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,"3",1,2015,"20150804",196,27821,NA,"Nyssa sylvatica",1,107.5132,11.7,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,NA,1,2019,"20190731",196,27821,NA,"Nyssa sylvatica",1,103.8689,11.5,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,"1",1,2007,"20070521",199,27821,NA,"Nyssa sylvatica",1,107.5132,11.7,0,0,NA,"Alive Standing",5,"Sub-Canopy",0
"APCO-004","APCO","APCO",NA,"2",1,2011,"20110810",199,27821,NA,"Nyssa sylvatica",1,109.3588,11.8,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,"3",1,2015,"20150804",199,27821,NA,"Nyssa sylvatica",1,113.0973,12,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,NA,1,2019,"20190731",199,27821,NA,"Nyssa sylvatica",1,109.3588,11.8,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,"2",1,2011,"20110810",12261,27821,NA,"Nyssa sylvatica",1,103.8689,11.5,0,0,NA,"Recruit Standing",5,"Sub-Canopy",0
"APCO-004","APCO","APCO",NA,"3",1,2015,"20150804",12261,27821,NA,"Nyssa sylvatica",1,107.5132,11.7,0,0,NA,"Alive Leaning",5,"Sub-Canopy",1
"APCO-004","APCO","APCO",NA,NA,1,2019,"20190731",12261,27821,NA,"Nyssa sylvatica",1,105.6832,11.6,0,0,NA,"Alive Leaning",5,"Sub-Canopy",1
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",192,18037,NA,"Pinus taeda",1,176.7146,15,0,0,NA,"Alive Standing",3,"Co-dominant",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",192,18037,NA,"Pinus taeda",1,219.0397,16.7,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,"3",1,2015,"20150804",192,18037,NA,"Pinus taeda",1,286.5211,19.1,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,NA,1,2019,"20190729",192,18037,NA,"Pinus taeda",1,349.6671,21.1,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",230,18037,NA,"Pinus taeda",1,383.5963,22.1,0,0,NA,"Alive Standing",2,"Dominant",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",230,18037,NA,"Pinus taeda",1,494.8087,25.1,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,"3",1,2015,"20150804",230,18037,NA,"Pinus taeda",1,624.58,28.2,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,NA,1,2019,"20190729",230,18037,NA,"Pinus taeda",1,759.645,31.1,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",231,18037,NA,"Pinus taeda",1,301.7186,19.6,0,0,NA,"Alive Standing",3,"Co-dominant",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",231,18037,NA,"Pinus taeda",1,380.1327,22,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,"3",1,2015,"20150804",231,18037,NA,"Pinus taeda",1,411.8707,22.9,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,NA,1,2019,"20190729",231,18037,NA,"Pinus taeda",1,452.3893,24,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",232,18037,NA,"Pinus taeda",1,475.2916,24.6,0,0,NA,"Alive Standing",3,"Co-dominant",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",232,18037,NA,"Pinus taeda",1,564.1044,26.8,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,"3",1,2015,"20150804",232,18037,NA,"Pinus taeda",1,615.7522,28,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,NA,1,2019,"20190729",232,18037,NA,"Pinus taeda",1,683.4928,29.5,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",233,18037,NA,"Pinus taeda",1,268.8025,18.5,0,0,NA,"Alive Standing",3,"Co-dominant",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",233,18037,NA,"Pinus taeda",1,280.5521,18.9,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-007","APCO","APCO",NA,"3",1,2015,"20150804",233,18037,NA,"Pinus taeda",1,295.5925,19.4,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,NA,1,2019,"20190729",233,18037,NA,"Pinus taeda",1,307.9075,19.8,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",235,18037,NA,"Pinus taeda",1,124.6898,12.6,0,0,NA,"Alive Standing",3,"Co-dominant",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",235,18037,NA,"Pinus taeda",1,0,0,114.9901,12.1,NA,"Dead Standing",NA,NA,0
"APCO-007","APCO","APCO",NA,"3",1,2015,"20150804",235,18037,NA,"Pinus taeda",1,0,0,96.7689,11.1,NA,"Dead Broken",NA,NA,0
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",236,18037,NA,"Pinus taeda",1,172.0336,14.8,0,0,NA,"Alive Standing",3,"Co-dominant",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",236,18037,NA,"Pinus taeda",1,0,0,130.6981,12.9,NA,"Dead Leaning",NA,NA,0
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",237,18037,NA,"Pinus taeda",1,145.2672,13.6,0,0,NA,"Alive Standing",3,"Co-dominant",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",237,18037,NA,"Pinus taeda",1,153.938,14,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,"3",1,2015,"20150804",237,18037,NA,"Pinus taeda",1,167.4155,14.6,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-007","APCO","APCO",NA,NA,1,2019,"20190729",237,18037,NA,"Pinus taeda",1,174.3662,14.9,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",242,183394,NA,"Pinus virginiana",1,169.7167,14.7,0,0,NA,"Alive Standing",3,"Co-dominant",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",242,183394,NA,"Pinus virginiana",1,211.2407,16.4,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-007","APCO","APCO",NA,"3",1,2015,"20150804",242,183394,NA,"Pinus virginiana",1,246.0574,17.7,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-007","APCO","APCO",NA,NA,1,2019,"20190729",242,183394,NA,"Pinus virginiana",1,271.7163,18.6,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",243,18037,NA,"Pinus taeda",1,111.2202,11.9,0,0,NA,"Alive Standing",3,"Co-dominant",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",243,18037,NA,"Pinus taeda",1,118.8229,12.3,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-007","APCO","APCO",NA,"3",1,2015,"20150804",243,18037,NA,"Pinus taeda",1,0,0,116.8987,12.2,NA,"Dead Leaning",NA,NA,0
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",244,18037,NA,"Pinus taeda",1,91.6088,10.8,0,0,NA,"Alive Standing",3,"Co-dominant",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",244,18037,NA,"Pinus taeda",1,0,0,88.2473,10.6,NA,"Dead Standing",NA,NA,0
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",245,18048,NA,"Juniperus virginiana",1,83.3229,10.3,0,0,NA,"Alive Standing",4,"Intermediate",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",245,18048,NA,"Juniperus virginiana",1,88.2473,10.6,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-007","APCO","APCO",NA,"3",1,2015,"20150804",245,18048,NA,"Juniperus virginiana",1,96.7689,11.1,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-007","APCO","APCO",NA,NA,1,2019,"20190729",245,18048,NA,"Juniperus virginiana",1,105.6832,11.6,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",246,19447,NA,"Quercus velutina",1,118.8229,12.3,0,0,NA,"Alive Standing",3,"Co-dominant",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",246,19447,NA,"Quercus velutina",1,149.5712,13.8,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-007","APCO","APCO",NA,"3",1,2015,"20150804",246,19447,NA,"Quercus velutina",1,181.4584,15.2,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-007","APCO","APCO",NA,NA,1,2019,"20190729",246,19447,NA,"Quercus velutina",1,219.0397,16.7,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",247,24764,NA,"Prunus serotina",1,585.3494,27.3,0,0,NA,"Alive Standing",3,"Co-dominant",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",247,24764,NA,"Prunus serotina",1,585.3494,27.3,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-007","APCO","APCO",NA,"3",1,2015,"20150804",247,24764,NA,"Prunus serotina",1,606.9871,27.8,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-007","APCO","APCO",NA,NA,1,2019,"20190729",247,24764,NA,"Prunus serotina",1,606.9871,27.8,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",248,18086,NA,"Liriodendron tulipifera",1,78.5398,10,0,0,NA,"Alive Standing",4,"Intermediate",0
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",250,18037,NA,"Pinus taeda",1,547.3911,26.4,0,0,NA,"Alive Standing",3,"Co-dominant",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",250,18037,NA,"Pinus taeda",1,660.5199,29,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,"3",1,2015,"20150804",250,18037,NA,"Pinus taeda",1,789.2388,31.7,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,NA,1,2019,"20190729",250,18037,NA,"Pinus taeda",1,956.6228,34.9,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",252,18048,NA,"Juniperus virginiana",1,102.0703,11.4,0,0,NA,"Alive Standing",4,"Intermediate",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",252,18048,NA,"Juniperus virginiana",1,109.3588,11.8,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-007","APCO","APCO",NA,"3",1,2015,"20150804",252,18048,NA,"Juniperus virginiana",1,113.0973,12,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-007","APCO","APCO",NA,NA,1,2019,"20190729",252,18048,NA,"Juniperus virginiana",1,114.9901,12.1,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",254,19247,NA,"Carya tomentosa",1,907.9203,34,0,0,NA,"Alive Standing",3,"Co-dominant",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",254,19247,NA,"Carya tomentosa",1,956.6228,34.9,0,0,NA,"Alive Standing",3,"Co-dominant",1
"APCO-007","APCO","APCO",NA,"3",1,2015,"20150804",254,19247,NA,"Carya tomentosa",1,989.798,35.5,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-007","APCO","APCO",NA,NA,1,2019,"20190729",254,19247,NA,"Carya tomentosa",1,1006.5977,35.8,0,0,NA,"Alive Standing",4,"Intermediate",1
"APCO-007","APCO","APCO",NA,"1",1,2007,"20070523",255,18048,NA,"Juniperus virginiana",1,107.5132,11.7,0,0,NA,"Alive Standing",4,"Intermediate",0
"APCO-007","APCO","APCO",NA,"2",1,2011,"20110809",255,18048,NA,"Juniperus virginiana",1,120.7628,12.4,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-007","APCO","APCO",NA,"3",1,2015,"20150804",255,18048,NA,"Juniperus virginiana",1,132.7323,13,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
"APCO-007","APCO","APCO",NA,NA,1,2019,"20190729",255,18048,NA,"Juniperus virginiana",1,145.2672,13.6,0,0,NA,"Alive Standing",5,"Sub-Canopy",1
