"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","TaxonCode","Latin_Name","Host_Tree_Tag","Host_TSN","Host_Latin_Name","Host_Status","Condition","Exotic"
"FRSP-013","FRSP","FRSP_FRED","FRED","1",1,"MIDN",2007,"20070605",NA,"Unknown species",13874,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"BOWA-006","BOWA","BOWA",NA,"1",1,"MIDN",2007,"20070522",NA,"Unknown species",205,183394,"Pinus virginiana","Alive Standing","Vines in the crown",0
"VAFO-079","VAFO","VAFO",NA,"1",2,"MIDN",2008,"20080806",NA,"Unknown species",4938,24764,"Prunus serotina","Alive Leaning","Vines in the crown",0
"GETT-093","GETT","GETT",NA,"1",2,"MIDN",2008,"20080813",NA,"Unknown species",3179,19242,"Carya ovata","Alive Standing","Vines in the crown",0
"VAFO-079","VAFO","VAFO",NA,"1",2,"MIDN",2008,"20080806",NA,"Unknown species",4939,28827,"Ailanthus altissima","Alive Standing","Vines in the crown",1
"VAFO-079","VAFO","VAFO",NA,"1",2,"MIDN",2008,"20080806",NA,"Unknown species",4930,24764,"Prunus serotina","Alive Standing","Vines in the crown",0
"VAFO-079","VAFO","VAFO",NA,"1",2,"MIDN",2008,"20080806",NA,"Unknown species",4927,28827,"Ailanthus altissima","Alive Standing","Vines in the crown",1
"VAFO-039","VAFO","VAFO",NA,"1",1,"MIDN",2007,"20070724",NA,"Unknown species",15559,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"APCO-107","APCO","APCO",NA,"1",2,"MIDN",2008,"20080820",NA,"Unknown species",3647,183394,"Pinus virginiana","Alive Standing","Vines in the crown",0
"VAFO-079","VAFO","VAFO",NA,"1",2,"MIDN",2008,"20080806",NA,"Unknown species",4931,24764,"Prunus serotina","Alive Standing","Vines in the crown",0
"RICH-309","RICH","RICH",NA,"2",4,"MIDN",2014,"20140911",NA,"Unknown species",11822,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"APCO-100","APCO","APCO",NA,"1",2,"MIDN",2008,"20080818",NA,"Unknown species",2888,26714,"Gleditsia triacanthos","Alive Standing","Vines in the crown",1
"GETT-173","GETT","GETT",NA,"3",3,"MIDN",2017,"20170725",NA,"Unknown species",15916,24764,"Prunus serotina","Recruit Standing","Vines in the crown",0
"FRSP-013","FRSP","FRSP_FRED","FRED","1",1,"MIDN",2007,"20070605",NA,"Unknown species",13873,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"APCO-267","APCO","APCO",NA,"2",4,"MIDN",2014,"20140805",NA,"Unknown species",9252,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"GETT-087","GETT","GETT",NA,"1",2,"MIDN",2008,"20080811",NA,"Unknown species",13097,19300,"Quercus bicolor","Alive Standing","Vines in the crown",0
"APCO-100","APCO","APCO",NA,"1",2,"MIDN",2008,"20080818",NA,"Unknown species",2885,19254,"Juglans nigra","Alive Standing","Vines in the crown",0
"APCO-100","APCO","APCO",NA,"1",2,"MIDN",2008,"20080818",NA,"Unknown species",2887,26714,"Gleditsia triacanthos","Alive Standing","Vines in the crown",1
"APCO-098","APCO","APCO",NA,"1",2,"MIDN",2008,"20080819",NA,"Unknown species",3091,19282,"Quercus phellos","Alive Standing","Vines in the crown",0
"VAFO-080","VAFO","VAFO",NA,"1",2,"MIDN",2008,"20080806",NA,"Unknown species",4954,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"VAFO-078","VAFO","VAFO",NA,"1",2,"MIDN",2008,"20080806",NA,"Unknown species",11502,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"VAFO-038","VAFO","VAFO",NA,"3",1,"MIDN",2015,"20150722",NA,"Unknown species",1337,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"VAFO-080","VAFO","VAFO",NA,"1",2,"MIDN",2008,"20080806",NA,"Unknown species",4953,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"APCO-100","APCO","APCO",NA,"1",2,"MIDN",2008,"20080818",NA,"Unknown species",2889,19254,"Juglans nigra","Alive Standing","Vines in the crown",0
"VAFO-079","VAFO","VAFO",NA,"1",2,"MIDN",2008,"20080806",NA,"Unknown species",4926,19049,"Ulmus americana","Alive Standing","Vines in the crown",0
"VAFO-080","VAFO","VAFO",NA,"1",2,"MIDN",2008,"20080806",NA,"Unknown species",4957,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"APCO-098","APCO","APCO",NA,"1",2,"MIDN",2008,"20080819",NA,"Unknown species",16717,28728,"Acer rubrum","Alive Leaning","Vines in the crown",0
"APCO-100","APCO","APCO",NA,"1",2,"MIDN",2008,"20080818",NA,"Unknown species",2891,19254,"Juglans nigra","Alive Standing","Vines in the crown",0
"VAFO-080","VAFO","VAFO",NA,"1",2,"MIDN",2008,"20080806",NA,"Unknown species",12498,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"COLO-375","COLO","COLO_JAMES","Jamestown","1",4,"MIDN",2014,"20140812",NA,"Clematis virginiana",14745,195925,"Nyssa biflora","Alive Standing","Vines in the crown",0
"COLO-344","COLO","COLO_YORK","Yorktown","1",2,"MIDN",2012,"20120816",NA,"Decumaria barbara",12743,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"GEWA-321","GEWA","GEWA",NA,"1",1,"MIDN",2011,"20110919",NA,"Parthenocissus",11691,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"GEWA-321","GEWA","GEWA",NA,"1",1,"MIDN",2011,"20110919",NA,"Parthenocissus",11694,18037,"Pinus taeda","Alive Standing","Vines in the crown",0
"GETT-093","GETT","GETT",NA,"2",2,"MIDN",2012,"20120808",NA,"Parthenocissus quinquefolia",3179,19242,"Carya ovata","Alive Standing","Vines in the crown",0
"GEWA-320","GEWA","GEWA",NA,"3",1,"MIDN",2019,"20190829",NA,"Parthenocissus quinquefolia",11664,18048,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"VAFO-041","VAFO","VAFO",NA,"1",1,"MIDN",2007,"20070724",NA,"Parthenocissus quinquefolia",11505,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"VAFO-156","VAFO","VAFO",NA,"3",3,"MIDN",2017,"20170720",NA,"Parthenocissus quinquefolia",6112,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"GETT-030","GETT","GETT",NA,"2",1,"MIDN",2011,"20110804",NA,"Parthenocissus quinquefolia",1173,19447,"Quercus velutina","Alive Standing","Vines in the crown",0
"BOWA-005","BOWA","BOWA",NA,"2",1,"MIDN",2011,"20110810",NA,"Parthenocissus quinquefolia",184,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"PETE-022","PETE","PETE_EAST","EAST",NA,1,"MIDN",2019,"20190812",NA,"Parthenocissus quinquefolia",850,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"PETE-141","PETE","PETE_EAST","EAST","3",2,"MIDN",2016,"20160914",NA,"Parthenocissus quinquefolia",5188,19020,"Platanus occidentalis","Alive Standing","Vines in the crown",0
"GEWA-320","GEWA","GEWA",NA,"2",1,"MIDN",2015,"20150819",NA,"Parthenocissus quinquefolia",11652,18048,"Juniperus virginiana","Alive Leaning","Vines in the crown",0
"FRSP-276","FRSP","FRSP_FRED","FRED","2",4,"MIDN",2014,"20140915",NA,"Parthenocissus quinquefolia",9467,18048,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"APCO-266","APCO","APCO",NA,"3",4,"MIDN",2018,"20180808",NA,"Parthenocissus quinquefolia",9210,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"GETT-089","GETT","GETT",NA,"3",2,"MIDN",2016,"20160802",NA,"Parthenocissus quinquefolia",2980,24764,"Prunus serotina","Alive Standing","Vines in the crown",0
"APCO-266","APCO","APCO",NA,"3",4,"MIDN",2018,"20180808",NA,"Parthenocissus quinquefolia",9211,24764,"Prunus serotina","Alive Standing","Vines in the crown",0
"RICH-148","RICH","RICH",NA,"3",2,"MIDN",2016,"20160824",NA,"Parthenocissus quinquefolia",13407,24764,"Prunus serotina","Alive Standing","Vines in the crown",0
"FRSP-113","FRSP","FRSP_FRED","FRED","2",2,"MIDN",2012,"20120920",NA,"Parthenocissus quinquefolia",4179,18048,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"HOFU-050","HOFU","HOFU",NA,"1",1,"MIDN",2007,"20070813",NA,"Parthenocissus quinquefolia",17420,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"RICH-148","RICH","RICH",NA,"3",2,"MIDN",2016,"20160824",NA,"Parthenocissus quinquefolia",5571,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"GETT-087","GETT","GETT",NA,"3",2,"MIDN",2016,"20160802",NA,"Parthenocissus quinquefolia",13097,19300,"Quercus bicolor","Alive Standing","Vines in the crown",0
"FRSP-276","FRSP","FRSP_FRED","FRED","3",4,"MIDN",2018,"20180911",NA,"Parthenocissus quinquefolia",14966,18048,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"GETT-030","GETT","GETT",NA,NA,1,"MIDN",2019,"20190723",NA,"Parthenocissus quinquefolia",1183,19050,"Ulmus rubra","Alive Standing","Vines in the crown",0
"RICH-148","RICH","RICH",NA,"1",2,"MIDN",2008,"20080923",NA,"Parthenocissus quinquefolia",13407,24764,"Prunus serotina","Alive Standing","Vines in the crown",0
"APCO-266","APCO","APCO",NA,"3",4,"MIDN",2018,"20180808",NA,"Parthenocissus quinquefolia",9214,32929,"Fraxinus pennsylvanica","Alive Standing","Vines in the crown",0
"HOFU-050","HOFU","HOFU",NA,"2",1,"MIDN",2011,"20110728",NA,"Parthenocissus quinquefolia",17420,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"GETT-252","GETT","GETT",NA,"2",4,"MIDN",2014,"20140730",NA,"Parthenocissus quinquefolia",7876,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"VAFO-036","VAFO","VAFO",NA,"1",1,"MIDN",2007,"20070724",NA,"Parthenocissus quinquefolia",1380,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"RICH-072","RICH","RICH",NA,"3",1,"MIDN",2015,"20150824",NA,"Parthenocissus quinquefolia",2619,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"APCO-184","APCO","APCO",NA,"3",3,"MIDN",2017,"20170731",NA,"Parthenocissus quinquefolia",6392,183394,"Pinus virginiana","Alive Standing","Vines in the crown",0
"GEWA-321","GEWA","GEWA",NA,"2",1,"MIDN",2015,"20150819",NA,"Parthenocissus quinquefolia",11692,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"VAFO-156","VAFO","VAFO",NA,"2",3,"MIDN",2013,"20130725",NA,"Parthenocissus quinquefolia",6111,19254,"Juglans nigra","Alive Standing","Vines in the crown",0
"GETT-252","GETT","GETT",NA,"3",4,"MIDN",2018,"20180731",NA,"Parthenocissus quinquefolia",7876,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"GETT-030","GETT","GETT",NA,"1",1,"MIDN",2007,"20070710",NA,"Parthenocissus quinquefolia",1161,27821,"Nyssa sylvatica","Alive Standing","Vines in the crown",0
"GETT-032","GETT","GETT",NA,NA,1,"MIDN",2019,"20190723",NA,"Parthenocissus quinquefolia",17012,24764,"Prunus serotina","Alive Standing","Vines in the crown",0
"FRSP-225","FRSP","FRSP_CHWILD","CHWILD","1",3,"MIDN",2009,"20090826",NA,"Parthenocissus quinquefolia",11126,183394,"Pinus virginiana","Alive Standing","Vines in the crown",0
"FRSP-113","FRSP","FRSP_FRED","FRED","3",2,"MIDN",2016,"20160830",NA,"Parthenocissus quinquefolia",4181,18048,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"GEWA-320","GEWA","GEWA",NA,"1",1,"MIDN",2011,"20110919",NA,"Parthenocissus quinquefolia",11648,18048,"Juniperus virginiana","Alive Fallen","Vines in the crown",0
"PETE-022","PETE","PETE_EAST","EAST","2",1,"MIDN",2011,"20110817",NA,"Parthenocissus quinquefolia",849,19050,"Ulmus rubra","Alive Standing","Vines in the crown",0
"GETT-033","GETT","GETT",NA,"3",1,"MIDN",2015,"20150727",NA,"Parthenocissus quinquefolia",1253,19247,"Carya tomentosa","Alive Standing","Vines in the crown",0
"VAFO-079","VAFO","VAFO",NA,"3",2,"MIDN",2016,"20160728",NA,"Parthenocissus quinquefolia",4939,28827,"Ailanthus altissima","Alive Standing","Vines in the crown",1
"VAFO-156","VAFO","VAFO",NA,"3",3,"MIDN",2017,"20170720",NA,"Parthenocissus quinquefolia",6110,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"APCO-184","APCO","APCO",NA,"2",3,"MIDN",2013,"20130805",NA,"Parthenocissus quinquefolia",6390,183394,"Pinus virginiana","Alive Standing","Vines in the crown",0
"THST-130","THST","THST",NA,"1",2,"MIDN",2008,"20080910",NA,"Parthenocissus quinquefolia",3916,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"GEWA-320","GEWA","GEWA",NA,"3",1,"MIDN",2019,"20190829",NA,"Parthenocissus quinquefolia",11651,18048,"Juniperus virginiana","Alive Leaning","Vines in the crown",0
"RICH-309","RICH","RICH",NA,"2",4,"MIDN",2014,"20140911",NA,"Parthenocissus quinquefolia",11823,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"GEWA-320","GEWA","GEWA",NA,"3",1,"MIDN",2019,"20190829",NA,"Parthenocissus quinquefolia",11648,18048,"Juniperus virginiana","Alive Fallen","Vines in the crown",0
"APCO-268","APCO","APCO",NA,"3",4,"MIDN",2018,"20180807",NA,"Parthenocissus quinquefolia",9729,18048,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"GETT-028","GETT","GETT",NA,"1",1,"MIDN",2007,"20070709",NA,"Parthenocissus quinquefolia",11548,25782,"Cercis canadensis","Alive Broken","Vines in the crown",0
"GETT-256","GETT","GETT",NA,"3",4,"MIDN",2018,"20180731",NA,"Parthenocissus quinquefolia",9017,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"VAFO-156","VAFO","VAFO",NA,"1",3,"MIDN",2009,"20090728",NA,"Parthenocissus quinquefolia",6111,19254,"Juglans nigra","Alive Standing","Vines in the crown",0
"GETT-089","GETT","GETT",NA,"2",2,"MIDN",2012,"20120806",NA,"Parthenocissus quinquefolia",2980,24764,"Prunus serotina","Alive Standing","Vines in the crown",0
"PETE-141","PETE","PETE_EAST","EAST","2",2,"MIDN",2012,"20120910",NA,"Parthenocissus quinquefolia",5188,19020,"Platanus occidentalis","Alive Standing","Vines in the crown",0
"VAFO-038","VAFO","VAFO",NA,"1",1,"MIDN",2007,"20070723",NA,"Parthenocissus quinquefolia",1329,19231,"Carya glabra","Alive Standing","Vines in the crown",0
"PETE-022","PETE","PETE_EAST","EAST","1",1,"MIDN",2007,"20070618",NA,"Parthenocissus quinquefolia",850,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"BOWA-006","BOWA","BOWA",NA,"2",1,"MIDN",2011,"20110809",NA,"Parthenocissus quinquefolia",182,183394,"Pinus virginiana","Alive Standing","Vines in the crown",0
"FRSP-113","FRSP","FRSP_FRED","FRED","3",2,"MIDN",2016,"20160830",NA,"Parthenocissus quinquefolia",4188,18048,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"BOWA-261","BOWA","BOWA",NA,"2",4,"MIDN",2014,"20140804",NA,"Parthenocissus quinquefolia",9515,23690,"Oxydendrum arboreum","Alive Leaning","Vines in the crown",0
"BOWA-006","BOWA","BOWA",NA,NA,1,"MIDN",2019,"20190730",NA,"Parthenocissus quinquefolia",182,183394,"Pinus virginiana","Alive Standing","Vines in the crown",0
"GETT-170","GETT","GETT",NA,"1",3,"MIDN",2009,"20090804",NA,"Parthenocissus quinquefolia",6627,24764,"Prunus serotina","Alive Standing","Vines in the crown",0
"BOWA-005","BOWA","BOWA",NA,"3",1,"MIDN",2015,"20150803",NA,"Parthenocissus quinquefolia",184,18086,"Liriodendron tulipifera","Alive Broken","Vines in the crown",0
"GETT-029","GETT","GETT",NA,"3",1,"MIDN",2015,"20150728",NA,"Parthenocissus quinquefolia",1095,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"GEWA-320","GEWA","GEWA",NA,"2",1,"MIDN",2015,"20150819",NA,"Parthenocissus quinquefolia",11648,18048,"Juniperus virginiana","Alive Fallen","Vines in the crown",0
"FRSP-113","FRSP","FRSP_FRED","FRED","3",2,"MIDN",2016,"20160830",NA,"Parthenocissus quinquefolia",13793,18048,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"VAFO-079","VAFO","VAFO",NA,"2",2,"MIDN",2012,"20120730",NA,"Parthenocissus quinquefolia",4926,19049,"Ulmus americana","Alive Standing","Vines in the crown",0
"COLO-357","COLO","COLO_YORK","Yorktown","1",3,"MIDN",2013,"20130808",NA,"Parthenocissus quinquefolia",8449,24764,"Prunus serotina","Alive Broken","Vines in the crown",0
"HOFU-051","HOFU","HOFU",NA,"1",1,"MIDN",2007,"20070814",NA,"Parthenocissus quinquefolia",14296,19231,"Carya glabra","Alive Standing","Vines in the crown",0
"RICH-148","RICH","RICH",NA,"2",2,"MIDN",2012,"20120919",NA,"Parthenocissus quinquefolia",13407,24764,"Prunus serotina","Alive Standing","Vines in the crown",0
"GETT-030","GETT","GETT",NA,"1",1,"MIDN",2007,"20070710",NA,"Parthenocissus quinquefolia",1173,19447,"Quercus velutina","Alive Standing","Vines in the crown",0
"GETT-169","GETT","GETT",NA,"1",3,"MIDN",2009,"20090804",NA,"Parthenocissus quinquefolia",6581,24770,"Prunus avium","Alive Standing","Vines in the crown",1
"BOWA-006","BOWA","BOWA",NA,"2",1,"MIDN",2011,"20110809",NA,"Parthenocissus quinquefolia",214,183394,"Pinus virginiana","Alive Standing","Vines in the crown",0
"VAFO-041","VAFO","VAFO",NA,"1",1,"MIDN",2007,"20070724",NA,"Parthenocissus quinquefolia",1406,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"VAFO-156","VAFO","VAFO",NA,"1",3,"MIDN",2009,"20090728",NA,"Parthenocissus quinquefolia",13460,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"GEWA-320","GEWA","GEWA",NA,"3",1,"MIDN",2019,"20190829",NA,"Parthenocissus quinquefolia",11652,18048,"Juniperus virginiana","Alive Leaning","Vines in the crown",0
"PETE-022","PETE","PETE_EAST","EAST","3",1,"MIDN",2015,"20150901",NA,"Parthenocissus quinquefolia",842,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"VAFO-039","VAFO","VAFO",NA,"2",1,"MIDN",2011,"20110726",NA,"Parthenocissus quinquefolia",1351,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"APCO-266","APCO","APCO",NA,"3",4,"MIDN",2018,"20180808",NA,"Parthenocissus quinquefolia",9215,24764,"Prunus serotina","Alive Standing","Vines in the crown",0
"FRSP-149","FRSP","FRSP_CHWILD","CHWILD","2",2,"MIDN",2012,"20120830",NA,"Parthenocissus quinquefolia",5261,19290,"Quercus alba","Alive Standing","Vines in the crown",0
"THST-325","THST","THST",NA,"3",1,"MIDN",2019,"20190904",NA,"Parthenocissus quinquefolia",14409,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"RICH-309","RICH","RICH",NA,"2",4,"MIDN",2014,"20140911",NA,"Parthenocissus quinquefolia",11819,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"APCO-184","APCO","APCO",NA,"2",3,"MIDN",2013,"20130805",NA,"Parthenocissus quinquefolia",6392,183394,"Pinus virginiana","Alive Standing","Vines in the crown",0
"FRSP-149","FRSP","FRSP_CHWILD","CHWILD","1",2,"MIDN",2008,"20080916",NA,"Parthenocissus quinquefolia",5261,19290,"Quercus alba","Alive Standing","Vines in the crown",0
"GEWA-321","GEWA","GEWA",NA,"2",1,"MIDN",2015,"20150819",NA,"Parthenocissus quinquefolia",11691,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"GEWA-321","GEWA","GEWA",NA,"2",1,"MIDN",2015,"20150819",NA,"Parthenocissus quinquefolia",11693,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"VAFO-079","VAFO","VAFO",NA,"2",2,"MIDN",2012,"20120730",NA,"Parthenocissus quinquefolia",4928,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"GEWA-320","GEWA","GEWA",NA,"1",1,"MIDN",2011,"20110919",NA,"Parthenocissus quinquefolia",11661,18048,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"FRSP-113","FRSP","FRSP_FRED","FRED","3",2,"MIDN",2016,"20160830",NA,"Parthenocissus quinquefolia",4179,18048,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"GEWA-320","GEWA","GEWA",NA,"2",1,"MIDN",2015,"20150819",NA,"Parthenocissus quinquefolia",11664,18048,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"APCO-265","APCO","APCO",NA,"3",4,"MIDN",2018,"20180807",NA,"Parthenocissus quinquefolia",9692,183394,"Pinus virginiana","Alive Standing","Vines in the crown",0
"VAFO-079","VAFO","VAFO",NA,"3",2,"MIDN",2016,"20160728",NA,"Parthenocissus quinquefolia",4926,19049,"Ulmus americana","Alive Standing","Vines in the crown",0
"GETT-173","GETT","GETT",NA,"1",3,"MIDN",2009,"20090804",NA,"Parthenocissus quinquefolia",6600,25782,"Cercis canadensis","Alive Leaning","Vines in the crown",0
"FRSP-118","FRSP","FRSP_SPOT","SPOT","2",2,"MIDN",2012,"20120828",NA,"Parthenocissus quinquefolia",4356,18048,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"FRSP-282","FRSP","FRSP_CHWILD","CHWILD","1",4,"MIDN",2010,"20100826",NA,"Parthenocissus quinquefolia",8276,28728,"Acer rubrum","Alive Standing","Vines in the crown",0
"GETT-029","GETT","GETT",NA,NA,1,"MIDN",2019,"20190724",NA,"Parthenocissus quinquefolia",1095,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"PETE-141","PETE","PETE_EAST","EAST","1",2,"MIDN",2008,"20080911",NA,"Parthenocissus quinquefolia",5188,19020,"Platanus occidentalis","Alive Standing","Vines in the crown",0
"APCO-012","APCO","APCO",NA,NA,1,"MIDN",2019,"20190729",NA,"Parthenocissus quinquefolia",519,27821,"Nyssa sylvatica","Alive Standing","Vines in the crown",0
"FRSP-276","FRSP","FRSP_FRED","FRED","3",4,"MIDN",2018,"20180911",NA,"Parthenocissus quinquefolia",9441,18048,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"PETE-138","PETE","PETE_EAST","EAST","2",2,"MIDN",2012,"20120910",NA,"Parthenocissus quinquefolia",5053,18048,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"GEWA-295","GEWA","GEWA",NA,"3",4,"MIDN",2018,"20180910",NA,"Parthenocissus quinquefolia",10304,19254,"Juglans nigra","Alive Standing","Vines in the crown",0
"PETE-022","PETE","PETE_EAST","EAST",NA,1,"MIDN",2019,"20190812",NA,"Parthenocissus quinquefolia",842,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"GETT-252","GETT","GETT",NA,"1",4,"MIDN",2010,"20100809",NA,"Parthenocissus quinquefolia",7876,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"PETE-141","PETE","PETE_EAST","EAST","1",2,"MIDN",2008,"20080911",NA,"Parthenocissus quinquefolia",5192,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"THST-130","THST","THST",NA,"1",2,"MIDN",2008,"20080910",NA,"Parthenocissus quinquefolia",3924,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"GETT-030","GETT","GETT",NA,"3",1,"MIDN",2015,"20150728",NA,"Parthenocissus quinquefolia",1173,19447,"Quercus velutina","Alive Standing","Vines in the crown",0
"FRSP-118","FRSP","FRSP_SPOT","SPOT","3",2,"MIDN",2016,"20160823",NA,"Parthenocissus quinquefolia",4356,18048,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"VAFO-039","VAFO","VAFO",NA,"2",1,"MIDN",2011,"20110726",NA,"Parthenocissus quinquefolia",1353,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"GETT-087","GETT","GETT",NA,"2",2,"MIDN",2012,"20120806",NA,"Parthenocissus quinquefolia",13009,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"PETE-138","PETE","PETE_EAST","EAST","3",2,"MIDN",2016,"20160912",NA,"Parthenocissus quinquefolia",5052,18048,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"VAFO-036","VAFO","VAFO",NA,"3",1,"MIDN",2015,"20150722",NA,"Parthenocissus quinquefolia",17007,18086,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"FRSP-199","FRSP","FRSP_FRED","FRED","2",3,"MIDN",2013,"20130819",NA,"Parthenocissus quinquefolia",15201,27982,"Ilex opaca","Recruit Standing","Vines in the crown",0
"VAFO-156","VAFO","VAFO",NA,"2",3,"MIDN",2013,"20130725",NA,"Parthenocissus quinquefolia",6115,32931,"Fraxinus americana","Alive Standing","Vines in the crown",0
"PETE-022","PETE","PETE_EAST","EAST","2",1,"MIDN",2011,"20110817",NA,"Parthenocissus quinquefolia",842,19027,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"GETT-256","GETT","GETT",NA,"3",4,"MIDN",2018,"20180731",NA,"Parthenocissus quinquefolia",9019,19049,"Ulmus americana","Alive Standing","Vines in the crown",0
