"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","Tag","TSN","TaxonCode","Latin_Name","StemsLive","StemsDead","SumLiveBasalArea_cm2","SumDeadBasalArea_cm2","Equiv_Live_DBH_cm","Equiv_Dead_DBH_cm","Status","Habit","Browsed","Browsable"
"COLO-374","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,14636,18037,NA,"Pinus taeda",1,0,10.7521,NA,3.7,NA,"Alive Standing","Tree",NA,NA
"COLO-364","COLO","COLO_JAMES","Jamestown","1",3,"MIDN","2013",20130813,15427,18037,NA,"Pinus taeda",1,0,41.8539,NA,7.3,NA,"Alive Standing","Tree",NA,NA
"COLO-355","COLO","COLO_JAMES","Jamestown","1",2,"MIDN","2012",20120822,12894,18037,NA,"Pinus taeda",1,0,14.522,NA,4.3,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","1",1,"MIDN","2011",20110913,12172,18037,NA,"Pinus taeda",1,0,0.7854,NA,1,NA,"Alive Standing","Tree",NA,NA
"APCO-007","APCO","APCO",NA,"1",1,"MIDN","2007",20070523,280,18037,NA,"Pinus taeda",1,0,70.8822,NA,9.5,NA,"Alive Standing","Tree",NA,NA
"PETE-172","PETE","PETE_FIVE","FIVE","1",3,"MIDN","2009",20090813,4699,18037,NA,"Pinus taeda",1,0,59.4468,NA,8.7,NA,"Alive Standing","Tree",NA,NA
"PETE-172","PETE","PETE_FIVE","FIVE","1",3,"MIDN","2009",20090813,7480,18037,NA,"Pinus taeda",1,0,10.7521,NA,3.7,NA,"Alive Standing","Tree",NA,NA
"RICH-306","RICH","RICH",NA,"2",4,"MIDN","2014",20140827,14267,18037,NA,"Pinus taeda",1,0,43.0084,NA,7.4,NA,"Alive Missed","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","3",1,"MIDN","2019",20190808,17043,18037,NA,"Pinus taeda",1,0,3.4636,NA,2.1,NA,"Alive Missed","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","2",1,"MIDN","2015",20150811,12131,18037,NA,"Pinus taeda",1,0,2.2698,NA,1.7,NA,"Alive Standing","Tree",NA,NA
"COLO-364","COLO","COLO_JAMES","Jamestown","1",3,"MIDN","2013",20130813,15434,18037,NA,"Pinus taeda",1,0,18.8574,NA,4.9,NA,"Alive Standing","Tree",NA,NA
"COLO-364","COLO","COLO_JAMES","Jamestown","1",3,"MIDN","2013",20130813,15431,18037,NA,"Pinus taeda",1,0,45.3646,NA,7.6,NA,"Alive Standing","Tree",NA,NA
"ASIS-387","ASIS","ASIS",NA,NA,1,"MIDN","2019",20190911,17213,18037,NA,"Pinus taeda",1,0,7.0686,NA,3,NA,"Alive Standing","Tree",NA,NA
"PETE-172","PETE","PETE_FIVE","FIVE","1",3,"MIDN","2009",20090813,7477,18037,NA,"Pinus taeda",1,0,32.1699,NA,6.4,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","1",1,"MIDN","2011",20110913,12170,18037,NA,"Pinus taeda",1,0,5.7256,NA,2.7,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","3",1,"MIDN","2019",20190808,12113,18037,NA,"Pinus taeda",1,0,10.1788,NA,3.6,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","2",1,"MIDN","2015",20150811,12170,18037,NA,"Pinus taeda",1,0,11.3411,NA,3.8,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","2",1,"MIDN","2015",20150811,13173,18037,NA,"Pinus taeda",1,0,2.5447,NA,1.8,NA,"Alive Standing","Tree",NA,NA
"PETE-025","PETE","PETE_EAST","EAST","1",1,"MIDN","2007",20070619,983,18037,NA,"Pinus taeda",1,0,27.3397,NA,5.9,NA,"Alive Standing","Tree",NA,NA
"ASIS-387","ASIS","ASIS",NA,NA,1,"MIDN","2019",20190911,17217,18037,NA,"Pinus taeda",1,0,44.1786,NA,7.5,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,14646,18037,NA,"Pinus taeda",1,0,28.2743,NA,6,NA,"Alive Standing","Tree",NA,NA
"PETE-172","PETE","PETE_FIVE","FIVE","1",3,"MIDN","2009",20090813,7476,18037,NA,"Pinus taeda",1,0,9.6211,NA,3.5,NA,"Alive Standing","Tree",NA,NA
"PETE-025","PETE","PETE_EAST","EAST",NA,1,"MIDN","2019",20190813,978,18037,NA,"Pinus taeda",1,0,67.9291,NA,9.3,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","3",1,"MIDN","2019",20190808,12134,18037,NA,"Pinus taeda",1,0,55.4177,NA,8.4,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,17134,18037,NA,"Pinus taeda",1,0,4.9087,NA,2.5,NA,"Alive Missed","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,17185,18037,NA,"Pinus taeda",1,0,4.1548,NA,2.3,NA,"Alive Missed","Tree",NA,NA
"COLO-355","COLO","COLO_JAMES","Jamestown","1",2,"MIDN","2012",20120822,12895,18037,NA,"Pinus taeda",1,0,46.5663,NA,7.7,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","1",4,"MIDN","2014",20140812,14645,18037,NA,"Pinus taeda",1,0,30.1907,NA,6.2,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","2",1,"MIDN","2015",20150811,12113,18037,NA,"Pinus taeda",1,0,8.0425,NA,3.2,NA,"Alive Standing","Tree",NA,NA
"PETE-172","PETE","PETE_FIVE","FIVE","1",3,"MIDN","2009",20090813,7478,18037,NA,"Pinus taeda",1,0,39.5919,NA,7.1,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","1",1,"MIDN","2011",20110913,13173,18037,NA,"Pinus taeda",1,0,1.3273,NA,1.3,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","1",4,"MIDN","2014",20140812,14638,18037,NA,"Pinus taeda",1,0,60.8212,NA,8.8,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","3",1,"MIDN","2019",20190808,13184,18037,NA,"Pinus taeda",1,0,7.0686,NA,3,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","2",1,"MIDN","2015",20150811,14024,18037,NA,"Pinus taeda",1,0,3.1416,NA,2,NA,"Recruit Standing","Tree",NA,NA
"COLO-375","COLO","COLO_JAMES","Jamestown","1",4,"MIDN","2014",20140812,14751,18037,NA,"Pinus taeda",1,0,5.3093,NA,2.6,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,14643,18037,NA,"Pinus taeda",1,0,32.1699,NA,6.4,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","2",1,"MIDN","2015",20150811,12172,18037,NA,"Pinus taeda",1,0,2.2698,NA,1.7,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,14645,18037,NA,"Pinus taeda",1,0,76.9769,NA,9.9,NA,"Alive Standing","Tree",NA,NA
"COLO-354","COLO","COLO_JAMES","Jamestown","2",2,"MIDN","2016",20160816,12551,18037,NA,"Pinus taeda",1,0,20.4282,NA,5.1,NA,"Alive Standing","Tree",NA,NA
"PETE-139","PETE","PETE_EAST","EAST","1",2,"MIDN","2008",20080909,5151,18037,NA,"Pinus taeda",1,0,76.9769,NA,9.9,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","2",1,"MIDN","2015",20150811,13169,18037,NA,"Pinus taeda",1,0,10.1788,NA,3.6,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,14642,18037,NA,"Pinus taeda",1,0,14.522,NA,4.3,NA,"Alive Standing","Tree",NA,NA
"COLO-354","COLO","COLO_JAMES","Jamestown","1",2,"MIDN","2012",20120822,12551,18037,NA,"Pinus taeda",1,0,7.5477,NA,3.1,NA,"Alive Standing","Tree",NA,NA
"COLO-355","COLO","COLO_JAMES","Jamestown","2",2,"MIDN","2016",20160816,12890,18037,NA,"Pinus taeda",1,0,34.2119,NA,6.6,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","1",1,"MIDN","2011",20110913,12134,18037,NA,"Pinus taeda",1,0,14.522,NA,4.3,NA,"Alive Standing","Tree",NA,NA
"COLO-354","COLO","COLO_JAMES","Jamestown","2",2,"MIDN","2016",20160816,15834,18037,NA,"Pinus taeda",1,0,2.2698,NA,1.7,NA,"Recruit Standing","Tree",NA,NA
"COLO-375","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,14751,18037,NA,"Pinus taeda",1,0,34.2119,NA,6.6,NA,"Alive Standing","Tree",NA,NA
"COLO-375","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,14748,18037,NA,"Pinus taeda",1,0,18.0956,NA,4.8,NA,"Alive Standing","Tree",NA,NA
"COLO-355","COLO","COLO_JAMES","Jamestown","1",2,"MIDN","2012",20120822,12888,18037,NA,"Pinus taeda",1,0,15.9043,NA,4.5,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","1",1,"MIDN","2011",20110913,13171,18037,NA,"Pinus taeda",1,0,67.9291,NA,9.3,NA,"Alive Standing","Tree",NA,NA
"COLO-375","COLO","COLO_JAMES","Jamestown","1",4,"MIDN","2014",20140812,14749,18037,NA,"Pinus taeda",1,0,1.7671,NA,1.5,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","1",1,"MIDN","2011",20110913,12112,18037,NA,"Pinus taeda",1,0,3.1416,NA,2,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","2",1,"MIDN","2015",20150811,14021,18037,NA,"Pinus taeda",1,0,0.9503,NA,1.1,NA,"Recruit Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","1",1,"MIDN","2011",20110913,13172,18037,NA,"Pinus taeda",1,0,1.3273,NA,1.3,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","1",4,"MIDN","2014",20140812,14636,18037,NA,"Pinus taeda",1,0,8.0425,NA,3.2,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","1",1,"MIDN","2011",20110913,12123,18037,NA,"Pinus taeda",1,0,76.9769,NA,9.9,NA,"Alive Standing","Tree",NA,NA
"PETE-104","PETE","PETE_FIVE","FIVE","1",2,"MIDN","2008",20080821,3493,18037,NA,"Pinus taeda",1,0,65.0388,NA,9.1,NA,"Alive Standing","Tree",NA,NA
"COLO-375","COLO","COLO_JAMES","Jamestown","1",4,"MIDN","2014",20140812,14752,18037,NA,"Pinus taeda",1,0,1.3273,NA,1.3,NA,"Alive Standing","Tree",NA,NA
"COLO-375","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,14749,18037,NA,"Pinus taeda",1,0,10.7521,NA,3.7,NA,"Alive Standing","Tree",NA,NA
"COLO-364","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,15426,18037,NA,"Pinus taeda",1,0,4.5239,NA,2.4,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,17133,18037,NA,"Pinus taeda",1,0,1.5394,NA,1.4,NA,"Recruit Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","3",1,"MIDN","2019",20190808,17044,18037,NA,"Pinus taeda",1,0,2.2698,NA,1.7,NA,"Recruit Standing","Tree",NA,NA
"ASIS-387","ASIS","ASIS",NA,NA,1,"MIDN","2019",20190911,17216,18037,NA,"Pinus taeda",1,0,29.2247,NA,6.1,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","2",1,"MIDN","2015",20150811,12112,18037,NA,"Pinus taeda",1,0,8.0425,NA,3.2,NA,"Alive Standing","Tree",NA,NA
"COLO-354","COLO","COLO_JAMES","Jamestown","1",2,"MIDN","2012",20120822,12557,18037,NA,"Pinus taeda",1,0,1.131,NA,1.2,NA,"Alive Standing","Tree",NA,NA
"COLO-364","COLO","COLO_JAMES","Jamestown","1",3,"MIDN","2013",20130813,15435,18037,NA,"Pinus taeda",1,0,1.131,NA,1.2,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","2",1,"MIDN","2015",20150811,13184,18037,NA,"Pinus taeda",1,0,5.7256,NA,2.7,NA,"Alive Standing","Tree",NA,NA
"PETE-025","PETE","PETE_EAST","EAST","1",1,"MIDN","2007",20070619,978,18037,NA,"Pinus taeda",1,0,44.1786,NA,7.5,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","2",1,"MIDN","2015",20150811,13172,18037,NA,"Pinus taeda",1,0,2.5447,NA,1.8,NA,"Alive Standing","Tree",NA,NA
"COLO-364","COLO","COLO_JAMES","Jamestown","1",3,"MIDN","2013",20130813,15430,18037,NA,"Pinus taeda",1,0,18.0956,NA,4.8,NA,"Alive Standing","Tree",NA,NA
"COLO-375","COLO","COLO_JAMES","Jamestown","1",4,"MIDN","2014",20140812,14754,18037,NA,"Pinus taeda",1,0,6.1575,NA,2.8,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,14635,18037,NA,"Pinus taeda",1,0,9.0792,NA,3.4,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","1",4,"MIDN","2014",20140812,14637,18037,NA,"Pinus taeda",1,0,49.0167,NA,7.9,NA,"Alive Standing","Tree",NA,NA
"COLO-364","COLO","COLO_JAMES","Jamestown","1",3,"MIDN","2013",20130813,15433,18037,NA,"Pinus taeda",1,0,50.2655,NA,8,NA,"Alive Standing","Tree",NA,NA
"COLO-364","COLO","COLO_JAMES","Jamestown","2",3,"MIDN","2017",20170809,15433,18037,NA,"Pinus taeda",1,0,59.4468,NA,8.7,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","1",1,"MIDN","2011",20110913,12113,18037,NA,"Pinus taeda",1,0,4.9087,NA,2.5,NA,"Alive Standing","Tree",NA,NA
"COLO-355","COLO","COLO_JAMES","Jamestown","1",2,"MIDN","2012",20120822,12889,18037,NA,"Pinus taeda",1,0,27.3397,NA,5.9,NA,"Alive Standing","Tree",NA,NA
"COLO-355","COLO","COLO_JAMES","Jamestown","1",2,"MIDN","2012",20120822,12890,18037,NA,"Pinus taeda",1,0,28.2743,NA,6,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","2",1,"MIDN","2015",20150811,12130,18037,NA,"Pinus taeda",1,0,50.2655,NA,8,NA,"Alive Standing","Tree",NA,NA
"COLO-355","COLO","COLO_JAMES","Jamestown","1",2,"MIDN","2012",20120822,12896,18037,NA,"Pinus taeda",1,0,66.4761,NA,9.2,NA,"Alive Standing","Tree",NA,NA
"COLO-354","COLO","COLO_JAMES","Jamestown","1",2,"MIDN","2012",20120822,12552,18037,NA,"Pinus taeda",1,0,6.6052,NA,2.9,NA,"Alive Standing","Tree",NA,NA
"COLO-375","COLO","COLO_JAMES","Jamestown","1",4,"MIDN","2014",20140812,14756,18037,NA,"Pinus taeda",1,0,4.5239,NA,2.4,NA,"Alive Standing","Tree",NA,NA
"PETE-025","PETE","PETE_EAST","EAST","3",1,"MIDN","2015",20150902,983,18037,NA,"Pinus taeda",1,0,38.4845,NA,7,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","3",1,"MIDN","2019",20190808,13169,18037,NA,"Pinus taeda",1,0,10.1788,NA,3.6,NA,"Alive Standing","Tree",NA,NA
"COLO-355","COLO","COLO_JAMES","Jamestown","1",2,"MIDN","2012",20120822,12891,18037,NA,"Pinus taeda",1,0,9.0792,NA,3.4,NA,"Alive Standing","Tree",NA,NA
"COLO-375","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,14754,18037,NA,"Pinus taeda",1,0,8.553,NA,3.3,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","2",1,"MIDN","2015",20150811,12134,18037,NA,"Pinus taeda",1,0,31.1725,NA,6.3,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","1",4,"MIDN","2014",20140812,14635,18037,NA,"Pinus taeda",1,0,7.5477,NA,3.1,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","1",4,"MIDN","2014",20140812,14639,18037,NA,"Pinus taeda",1,0,21.2372,NA,5.2,NA,"Alive Standing","Tree",NA,NA
"COLO-354","COLO","COLO_JAMES","Jamestown","2",2,"MIDN","2016",20160816,12552,18037,NA,"Pinus taeda",1,0,12.5664,NA,4,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","3",1,"MIDN","2019",20190808,12112,18037,NA,"Pinus taeda",1,0,10.1788,NA,3.6,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","1",1,"MIDN","2011",20110913,13169,18037,NA,"Pinus taeda",1,0,5.3093,NA,2.6,NA,"Alive Standing","Tree",NA,NA
"PETE-025","PETE","PETE_EAST","EAST","2",1,"MIDN","2011",20110818,978,18037,NA,"Pinus taeda",1,0,49.0167,NA,7.9,NA,"Alive Standing","Tree",NA,NA
"COLO-375","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,14755,18037,NA,"Pinus taeda",1,0,22.0618,NA,5.3,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,17136,18037,NA,"Pinus taeda",1,0,3.1416,NA,2,NA,"Recruit Standing","Tree",NA,NA
"ASIS-387","ASIS","ASIS",NA,NA,1,"MIDN","2019",20190911,17215,18037,NA,"Pinus taeda",1,0,15.9043,NA,4.5,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","3",1,"MIDN","2019",20190808,12130,18037,NA,"Pinus taeda",1,0,52.8102,NA,8.2,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,14639,18037,NA,"Pinus taeda",1,0,22.9022,NA,5.4,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,17184,18037,NA,"Pinus taeda",1,0,3.1416,NA,2,NA,"Recruit Standing","Tree",NA,NA
"COLO-375","COLO","COLO_JAMES","Jamestown","1",4,"MIDN","2014",20140812,14757,18037,NA,"Pinus taeda",1,0,3.8013,NA,2.2,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","1",4,"MIDN","2014",20140812,14644,18037,NA,"Pinus taeda",1,0,54.1061,NA,8.3,NA,"Alive Standing","Tree",NA,NA
"COLO-355","COLO","COLO_JAMES","Jamestown","1",2,"MIDN","2012",20120822,12893,18037,NA,"Pinus taeda",1,0,25.5176,NA,5.7,NA,"Alive Standing","Tree",NA,NA
"COLO-374","COLO","COLO_JAMES","Jamestown","2",4,"MIDN","2018",20180813,14638,18037,NA,"Pinus taeda",1,0,76.9769,NA,9.9,NA,"Alive Standing","Tree",NA,NA
"COLO-375","COLO","COLO_JAMES","Jamestown","1",4,"MIDN","2014",20140812,14748,18037,NA,"Pinus taeda",1,0,3.4636,NA,2.1,NA,"Alive Standing","Tree",NA,NA
"COLO-364","COLO","COLO_JAMES","Jamestown","1",3,"MIDN","2013",20130813,15426,18037,NA,"Pinus taeda",1,0,0.9503,NA,1.1,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","3",1,"MIDN","2019",20190808,13170,18037,NA,"Pinus taeda",1,0,45.3646,NA,7.6,NA,"Alive Standing","Tree",NA,NA
"COLO-336","COLO","COLO_JAMES","Jamestown","2",1,"MIDN","2015",20150811,12142,18037,NA,"Pinus taeda",1,0,2.8353,NA,1.9,NA,"Alive Standing","Tree",NA,NA
