"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Panel","Frame","GRTS_Order","Location_Status","Location_Notes","Event_Count","Event_Earliest","Event_Latest","UTM_ZONE_NAD83_X","UTM_ZONE_NAD83_Y","Latitude","Longitude","UTM_Zone","Aspect"
"ACAD-036","ACAD","Unburned","Schoodic","1","NETN",47,"Active","Large opening in center of plot with large outcrops.
Barely 25% canopy cover.  SERC- Exposed rock in center of plot, some stunted jack pine, large spruce.  Red vs black spruce difficult to identify
terrain position: top of slope because located on small knob- everywhere from center is down hill, topographically= lowerslope. waypointed 2m west of plot center because of large tree (in the way).
Changed orientation to 2 degrees to better reflect azimuths around the plot.",4,20060712,20180702,575868,4910197,44.3410762250055,-68.0482413141792,19,2
"ACAD-037","ACAD","1947","MDI East","1","NETN",55,"Active","Red oak forest with white pine regen and open understory.  Blueberries!.",4,20060712,20180717,557169,4912787,44.3661056823679,-68.2825132559043,19,152
"ACAD-038","ACAD","Unburned","MDI West","1","NETN",58,"Active","Stream running near plot, heard from road. Dense red spruce canopy.. Poor satellite coverage",4,20060713,20180712,549351,4909000,44.3325876397826,-68.3809841078738,19,120
"ACAD-039","ACAD","1947","MDI East","2","NETN",77,"Active",NA,4,20070711,20190708,558460,4914001,44.3769314137306,-68.2661756973516,19,190
"ACAD-040","ACAD","Unburned","MDI East","2","NETN",68,"Active","Cool lichens present: Lobaria pulmonaria, Leptogium cortifolia, Loberia quercizans.",4,20070711,20190627,556568,4911400,44.3536666919954,-68.2902061608681,19,320
"ACAD-041","ACAD","Unburned","MDI West","2","NETN",75,"Active","Lots of spruce regen. With thin canopy sruce.  Moss groundcover",4,20070712,20190620,555073,4898069,44.2337708480962,-68.3103694438741,19,0
"ACAD-042","ACAD","Unburned","MDI West","2","NETN",59,"Active",NA,4,20070712,20190619,548965,4904832,44.2950913733896,-68.3862167142721,19,260
"ACAD-043","ACAD","1947","MDI East","2","NETN",99,"Active","Nice plot- very open, lots of dead paper birch.",4,20070713,20190617,562375,4913482,44.3719330616503,-68.217098985114,19,80
"ACAD-044","ACAD","1947","MDI East","2","NETN",83,"Active","High elevation red oak woodland.  Center left stake moved 0.6m along 20 degree azimuth.",4,20070713,20190625,563570,4913142,44.368768580183,-68.2021429063785,19,240
"ACAD-045","ACAD","1947","MDI East","2","NETN",79,"Active","Beech,birch stand.. BC offset at 6.5 instead of 7.5 because of rock",4,20070716,20190624,563264,4910890,44.348522664324,-68.2062568470368,19,90
"ACAD-046","ACAD","1947","MDI East","2","NETN",100,"Active","Worst mosquitos any of us have ever seen.",4,20070716,20190625,562669,4909493,44.3359983323897,-68.2138894033555,19,0
"ACAD-047","ACAD","1947","MDI East","2","NETN",64,"Active","Bottom left pole offset 1m towards 160 degrees (@ 11.55m 225.6 degrees); spruce and birch, partly open on a rock.

6/22/2015: UR stake was short, moved to correct distance. BR was a full meter short and 3 degrees off, reset. BL offset was moved to 10.9m along the correct line (205 degrees).",4,20070717,20190624,564283,4907791,44.3205356432626,-68.1938554879346,19,160
"ACAD-048","ACAD","Unburned","MDI East","2","NETN",92,"Active"," UR stake offset 0.8m at 332 degrees from true UR.  Jill Weber in field with us today.  Only come to this plot on a dry day in a dry week.  White pine woodland with rocky outcrops..",4,20070717,20190708,558469,4908101,44.3238176127967,-68.2667252891288,19,260
"ACAD-049","ACAD","Unburned","MDI West","2","NETN",78,"Active","Dense stand of young red sruce, near pretty creek.",4,20070718,20190618,551753,4902746,44.2761190781003,-68.3514775501853,19,110
"ACAD-050","ACAD","Unburned","MDI West","2","NETN",94,"Active","Red spruce, red maple forest.",4,20070718,20190619,549353,4904484,44.291932260527,-68.381386248865,19,230
"ACAD-051","ACAD","Unburned","MDI East","2","NETN",80,"Active","Spruce forest on rocky slope with moderate moss cover.  Rocks slippery when wet- not great to do in rain.",4,20070719,20190625,560564,4908643,44.3285251289084,-68.2403906441901,19,150
"ACAD-052","ACAD","Unburned","MDI East","2","NETN",81,"Active","dense spruce/fir with some Ace rub.",4,20070719,20190625,562669,4906037,44.3048868870281,-68.2143047353455,19,0
"ACAD-053","ACAD","Unburned","MDI West","2","NETN",76,"Active","Spruce forest with some regen.  Valley Peak trail runs through plot.",4,20070720,20190620,554176,4906208,44.3071090332264,-68.3207576101943,19,90
"ACAD-054","ACAD","Unburned","MDI West","2","NETN",65,"Active","New GPS location taken 7/7/11",4,20070723,20190620,553765,4907246,44.3164840402227,-68.3258032757717,19,0
"ACAD-055","ACAD","Unburned","MDI West","2","NETN",70,"Active","Spruce-cedar forest. Old trail (now deer trail) running through plot.",4,20070723,20190618,548358,4906911,44.3138482480533,-68.3936324843794,19,200
"ACAD-056","ACAD","Unburned","MDI East","2","NETN",71,"Active","Shooting range at the end of the carriage road we did not take, the one that looks closer on the map. Open understory of spruce/cedar.. 2015- changed orientation to 67 from 70.",4,20070724,20190708,561775,4908275,44.3251103215545,-68.2252469435042,19,250
"ACAD-057","ACAD","Unburned","MDI West","2","NETN",104,"Active","Spruce and cedar, open understory.  Plot tags moved from center to upper right boundary stake. Plot center is on trail and tree tags face away from trail instead of towards center. BC regen stake is buried (an inch sticks up from ground and is near down log on east side of trail), UR regen stake also buried (an inch sticks up from ground)",4,20070724,20190619,550659,4905326,44.2994225340519,-68.3649355221685,19,130
"ACAD-058","ACAD","1947","MDI East","2","NETN",88,"Active","White pine/ red oak forest.",4,20070725,20190627,560870,4917126,44.4048645944796,-68.2355604739006,19,70
"ACAD-059","ACAD","1947","MDI East","2","NETN",107,"Active","Slightly early successional/boggish, with white and red pine.",4,20070725,20190617,560361,4914871,44.3846074682456,-68.2422142495834,19,0
"ACAD-060","ACAD","Unburned","MDI West","2","NETN",95,"Active","Pass through dense spruce on way, plot is dense but more open- no herbs just moss. Okay for a rainy day.",4,20070726,20190709,549961,4906903,44.313667764177,-68.3735341905081,19,0
"ACAD-061","ACAD","Unburned","MDI West","2","NETN",74,"Active","Red spruce, bigtooth aspen.",4,20070726,20190618,550665,4908113,44.3245119768845,-68.3645896480076,19,290
"ACAD-062","ACAD","Unburned","MDI West","2","NETN",109,"Active","Young/small spruce-brich forest. ",4,20070727,20190709,551962,4906895,44.3134553888373,-68.3484458351803,19,310
"ACAD-063","ACAD","Unburned","MDI West","2","NETN",90,"Active","Spruce, cedar, lots of moss.",4,20070727,20190627,549170,4909678,44.3387035852361,-68.3831903027349,19,0
"ACAD-064","ACAD","Unburned","IAH","2","NETN",89,"Active","Spruce woodland, center pole offset 1.5m towards upper center;bottomn left corner offset 1m away from upper left.",4,20070730,20190701,528560,4873997,44.0185692151422,-68.6436642090883,19,240
"ACAD-065","ACAD","Unburned","IAH","2","NETN",63,"Active","Birch - spruce canopy. Older spruce understory.",4,20070731,20190702,530275,4876948,44.0450691113428,-68.6220982525442,19,100
"ACAD-066","ACAD","Unburned","IAH","2","NETN",73,"Active","Dense spruce. 2019 - rather open understory actually.",4,20070731,20190703,530168,4878153,44.055922419226,-68.6233650849732,19,270
"ACAD-067","ACAD","Unburned","IAH","2","NETN",105,"Active","Red pine, red spruce woodland w huckleberry understory.",4,20070801,20190701,529075,4876247,44.0388063838847,-68.6371152397081,19,120
"ACAD-068","ACAD","1947","MDI East","2","NETN",106,"Active","Young birch spruce forest.  Some open areas, but not quite woodland.",4,20070802,20190627,557766,4916949,44.4035254421438,-68.2745587455792,19,280
"ACAD-069","ACAD","Unburned","Schoodic","2","NETN",87,"Active","Spruce, with lots of baby spruce in an open understory.",4,20070803,20190626,574051,4911929,44.3568549345923,-68.0707861248092,19,0
"ACAD-070","ACAD","Unburned","Schoodic","2","NETN",61,"Active","Red spruce forest with huckleberry understory.",4,20070803,20190626,574469,4911235,44.3505649323717,-68.0656409048551,19,270
"ACAD-071","ACAD","Unburned","MDI West","2","NETN",66,"Active"," Poplar-spruce overstory,cedar-spruce understory.",4,20070806,20190618,550928,4904805,44.2947134450415,-68.3616143490273,19,0
"ACAD-072","ACAD","Unburned","MDI West","2","NETN",91,"Active","Spruce, carpet moss.",4,20070806,20190620,553463,4899795,44.2494291077119,-68.330352430667,19,0
"ACAD-073","ACAD","Unburned","MDI West","2","NETN",114,"Active","Red spruce, red maple forest.",4,20070807,20190619,550379,4904119,44.2885759803504,-68.3685618567393,19,160
"ACAD-074","ACAD","1947","MDI East","2","NETN",117,"Active","White pine - spruce, stem exclusion phase.  Changed orientation from 270 to 265 on 6/23/15",4,20070807,20190617,559269,4913298,44.3705372073285,-68.2561016208094,19,90
"ACAD-075","ACAD","1947","MDI East","2","NETN",115,"Active","Dense and sprucy.",4,20070808,20190624,558566,4915207,44.3877794658132,-68.2647093510558,19,100
"ACAD-076","ACAD","Unburned","MDI West","2","NETN",103,"Active","Spruce forest overtaking tall big-toothed aspen.",4,20070808,20190618,549756,4903445,44.2825511745941,-68.3764341192428,19,180
"ACAD-077","ACAD","1947","MDI East","2","NETN",111,"Active","aspen-birch forest, open understory.. 

6/23/2015: Orientation changed from 270 to 255. All stakes were way out of tolerance by roughly +15 degrees.",4,20070809,20190617,561968,4912441,44.3625967759595,-68.2223309899805,19,90
"ACAD-078","ACAD","1947","MDI East","2","NETN",120,"Active","Lots of little gray birch, some maple and aspen - BR stake offset 0.3m towards bottom left corner.",4,20070810,20190624,564066,4909161,44.3328877002253,-68.1964081549273,19,300
"ACAD-079","ACAD","Unburned","MDI East","2","NETN",116,"Active","Spruce, right near top of mountain.",4,20070813,20190708,558066,4909154,44.3333293253073,-68.2716617067375,19,200
"ACAD-080","ACAD","Unburned","MDI West","2","NETN",113,"Active","Fairly open spruce-pine overstrory, huckleberry understory; 
BL stake offset at 9.9 m from plot center along the 298* azimuth from plot center.
Reset UC",4,20070813,20190618,548265,4907767,44.3215605755231,-68.3947193422026,19,350
"ACAD-081","ACAD","1947","MDI East","3","NETN",158,"Active","Dry southern mixedwood slope with dense understory.",3,20080707,20160629,559864,4914357,44.3800215959115,-68.2485123611618,19,170
"ACAD-082","ACAD","1947","MDI East","3","NETN",147,"Active","Northeast facing rocky hardwood slope.  Japanese barberry, exotic honeysuckle, and possibly rosa multiflora present in plot.",3,20080707,20160705,561564,4915563,44.3907357154076,-68.227030884518,19,80
"ACAD-083","ACAD","1947","MDI East","3","NETN",128,"Active","Mixed conifer & hardwood, minimal understory, lots of ants 2012.  Metal fence going through plot.  Ant hill in bottom right corner.  Don't dig for the rebar, detector should find it if the stake has since disappeared. 2016",3,20080708,20160629,558164,4917995,44.4129098186535,-68.2694437533683,19,0
"ACAD-084","ACAD","1947","MDI East","3","NETN",150,"Active","Oaks, maples, pine, spruce on a ridge",3,20080708,20160629,558472,4917127,44.4050711691461,-68.2656732777583,19,280
"ACAD-085","ACAD","1947","MDI East","3","NETN",129,"Active","Open understory, small boulderfield, birch/red maple stand.",3,20080709,20160627,564770,4908980,44.3311958635809,-68.1876011227777,19,90
"ACAD-086","ACAD","1947","MDI East","3","NETN",140,"Active","Thin soil and rock slope. Betula pop & pap.  Vaccinium angustifolium in fruit along the way!! Stand mostly open grown woodland.",3,20080709,20160630,563968,4909329,44.3344086932873,-68.1976166451349,19,180
"ACAD-087","ACAD","1947","MDI East","3","NETN",162,"Active","Trees tagged starting in bottom right.  Big tooth aspen stand.  Many large boulders right outside of plot. Trees tagged starting in bottom right.",3,20080710,20160627,564966,4909678,44.3374617974275,-68.1850559548252,19,0
"ACAD-088","ACAD","Unburned","MDI East","3","NETN",149,"Active","Center in small bowl and clearing.  Down slope= +6. Likely vernal pool in plot center/bottom though dry in 2016.",3,20080710,20160628,556867,4906737,44.3116656653217,-68.2869635397185,19,164
"ACAD-089","ACAD","Unburned","MDI East","3","NETN",159,"Active","Rocky mound on rocky hill - spruce. Missing plot center stake",3,20080710,20160628,556263,4909852,44.3397548836315,-68.2942001424551,19,270
"ACAD-090","ACAD","Unburned","IAH","3","NETN",163,"Active","Leaf loss may be caused by dwarf mistletoe-some brooms present. Steep slope, some rock talus through right side of plot.",3,20080714,20160705,528064,4874864,44.0263942130316,-68.6498066120715,19,30
"ACAD-091","ACAD","Unburned","IAH","4","NETN",194,"Active","Spruce stand on edge of pitch pine woodland.  Aspect data was not collected.  2013: visited after heavy storm, vernal pool surounding plot center. Boots were very useful.",3,20090715,20170627,528073,4875550,44.0325701288401,-68.6496579295733,19,267
"ACAD-092","ACAD","1947","MDI East","3","NETN",148,"Active","East-facing spruce-oak slope",3,20080708,20160711,558970,4916608,44.4003586918249,-68.2594785515273,19,80
"ACAD-093","ACAD","1947","MDI East","3","NETN",171,"Active","Oak red maple forest on rocky slope with Kalmia angustifolia and Vaccinium angustifolium understory. Yellow jacket hive still on plot but now in fallen log near Tree 3.",3,20080709,20160706,557764,4912796,44.3661395544802,-68.2750454331916,19,280
"ACAD-094","ACAD","1947","MDI East","3","NETN",183,"Active","Plot center stake is leaning.  Base of the stake is true plot center.  Upper center is at tip of stake (30cm past where true UC is located at 350 degrees.)  Upper left offset 10.47m, 316.3 degrees from plot center, instead of 10.61 at 315 degrees.  Paint marked an X on the rock where true upper left is.. Red spruce/white pine woodland with large rocky outcrop in plot.  Determined to be >25% cover of tree species. 2016 - no center stake found. Reset center as best we could, bent rebar and short white fiberglass stake at center.",3,20080709,20160706,559061,4912969,44.3675924647196,-68.2587494136247,19,170
"ACAD-095","ACAD","Unburned","MDI West","3","NETN",136,"Active","Stunted black spruce bog- very dense understory (spruce), but few trees over 10cm dbh.",3,20080710,20160718,554171,4898241,44.2353869049808,-68.321645813145,19,0
"ACAD-096","ACAD","Unburned","MDI West","3","NETN",135,"Active","Rocky slope with red spruce and paper birch forest.",3,20080710,20160718,548674,4903967,44.287323719417,-68.3899448524991,19,230
"ACAD-097","ACAD","Unburned","IAH","3","NETN",152,"Active","Perrenial stream located just outside of plot. Dense spruce thicket with sparse understory plants.",3,20080715,20160707,529868,4875552,44.0325172536953,-68.627257245399,19,275
"ACAD-098","ACAD","Unburned","IAH","2","NETN",122,"Active","Missing Physiographic class data, A. Vincello, 5/13/2009.",3,20110628,20190702,529765,4876420,44.0403362716951,-68.6284938019815,19,20
"ACAD-099","ACAD","Unburned","IAH","3","NETN",172,"Active","UL Regen located at 4m and 312 degrees instead of 315 because of a large spruce in way.  Spruce slope with blowdowns.",3,20080716,20160706,530368,4877466,44.0497289429678,-68.6209076802681,19,110
"ACAD-100","ACAD","Unburned","IAH","3","NETN",131,"Active","Half of plot has steep slope, other half is a bench.",3,20080716,20160706,529863,4877980,44.0543773486889,-68.6271825749596,19,270
"ACAD-101","ACAD","Unburned","MDI West","3","NETN",143,"Active","Lots of mosquitos. Heavy spruce understory.",3,20080718,20160714,552467,4901188,44.2620420539455,-68.3426872596103,19,220
"ACAD-102","ACAD","Unburned","MDI West","3","NETN",164,"Active","Very moist organic soil - sphagnum moss covers the plot. Maples and spruces.",3,20080718,20160714,551670,4901880,44.2683288101557,-68.3526031603915,19,180
"ACAD-103","ACAD","Unburned","MDI West","3","NETN",125,"Active","Pole-sized red spruce/balsam fir stand, mossy understory with regenerating fir",3,20080721,20160712,549661,4910891,44.349590110864,-68.376915686649,19,0
"ACAD-104","ACAD","Unburned","MDI West","3","NETN",175,"Active","Cedar/black spruce swamp with sphagnum, fern understory",3,20080721,20160712,548770,4908986,44.3325008639595,-68.3882725601239,19,0
"ACAD-105","ACAD","Unburned","MDI West","3","NETN",166,"Active","Moist moss covered spruce slope.",3,20080722,20160712,549172,4907942,44.3230751727735,-68.3833290014,19,300
"ACAD-106","ACAD","Unburned","MDI West","3","NETN",155,"Active","Exposed slope with southwest aspect. Mixed forest type.",3,20080722,20160718,548767,4904831,44.2950956795541,-68.3886986254619,19,275
"ACAD-107","ACAD","Unburned","MDI West","3","NETN",151,"Active","NW  softwood slope w  spruce and fir regen.",3,20080723,20160712,554067,4907086,44.3150212461931,-68.3220331354776,19,330
"ACAD-108","ACAD","Unburned","MDI West","3","NETN",176,"Active","Spruce (hybrid?) stand with mossy understory",3,20080723,20160713,550873,4903271,44.2809074670336,-68.3624531354195,19,0
"ACAD-109","ACAD","Unburned","MDI East","3","NETN",174,"Active","Spruce stand on ledgey top of Day Mt.",3,20080724,20160711,561263,4906734,44.3112813082785,-68.2318486486786,19,40
"ACAD-110","ACAD","Unburned","MDI East","3","NETN",124,"Active","Mixed hardwood/spruce slope.",3,20080724,20160711,561261,4909153,44.3330577726835,-68.2315895208407,19,300
"ACAD-111","ACAD","1947","MDI East","3","NETN",142,"Active","MR and BR stakes are pretty loose because the soil is very thin.  Sampled witness tree for BR. Pitch pine woodland on rocky slope on northeast face of Dorr mountain",3,20080728,20160630,562466,4912278,44.3610867165719,-68.2161014725061,19,30
"ACAD-112","ACAD","1947","MDI East","3","NETN",157,"Active","Mixed hardwood rocky east facing slope.",3,20080728,20160705,561459,4913660,44.3736136565707,-68.2285740978482,19,100
"ACAD-113","ACAD","Unburned","MDI West","3","NETN",123,"Active","Dense spruce regen on slope interspersed with white cedar.",3,20080721,20160713,549667,4906050,44.3060088006663,-68.3773016673308,19,350
"ACAD-114","ACAD","Unburned","MDI West","3","NETN",144,"Active","Cedar slope with few rocks.",3,20080721,20160713,550668,4906383,44.3089375219894,-68.3647200881956,19,300
"ACAD-115","ACAD","1947","MDI East","3","NETN",138,"Active","Rocky woods mix conifer/hardwood",3,20080722,20160630,556764,4913489,44.3724570595835,-68.2875191165997,19,330
"ACAD-116","ACAD","Unburned","MDI East","3","NETN",132,"Active","Slope down to perrenial stream, mixed hardwood. Changed orientation from 335 to 330. BR stake is painted on a rock and in stream.",3,20080724,20160628,557177,4908643,44.328799714736,-68.2828678711314,19,205
"ACAD-117","ACAD","Unburned","MDI East","3","NETN",167,"Active","Near summit of Cadilac Mt. Rocky top with stunted woodland. Trail runs through bottom of plot.

Plot center approximately 0.5 m from circluar green paint mark on granite, UR Micro indicated by green 'X' mark, MR staked with a very short white stake in trail (but no rebar) approximately 30cm from blue trail blaze. UC, UR, BC, ML, UL, UL micro have  white stakes and rebar, but BR, BL, UR micro, BC micro do not (paint marks or trail blazes instead). BC Micro signified with a white paint mark near cairn. BL is signified with a green paint mark.",3,20080723,20160630,561469,4910883,44.3486139187492,-68.2287766232217,19,125
"ACAD-118","ACAD","Unburned","MDI East","3","NETN",165,"Active","Upslope from small ravine. Large boulder at upper center. Mixed conifer and hardwood.  Trail  runs through east side of plot (right over MR Quad).",3,20080724,20160628,557267,4909164,44.333482809032,-68.2816819033514,19,205
"ACAD-119","ACAD","Unburned","MDI West","3","NETN",179,"Active","Wet bottomland with sphagnum and skunk cabbage - mixed conifer hardwood.  Changed orientation from 360 to 6 degrees. 2016.",3,20080728,20160719,553868,4900496,44.2557100009373,-68.3252078159823,19,0
"ACAD-120","ACAD","Unburned","MDI West","3","NETN",178,"Active","Not far from coast. Mesic area boardered by dry slopes. 2012- Changed orientation from 54 to 67. 2016-- We changed orientation to 56.",3,20080728,20160719,554965,4897899,44.2322485806711,-68.3117395733362,19,235
"ACAD-121","ACAD","1947","MDI East","3","NETN",177,"Active","Dry, open SW slope, mixedwood.",3,20080729,20160629,559267,4911930,44.3582223977534,-68.2562825539396,19,55
"ACAD-122","ACAD","Unburned","MDI West","3","NETN",185,"Active","East facing softwood/maple forest with striped maple in understory.",3,20080729,20160713,550570,4904832,44.2949815023891,-68.3660990127407,19,115
"ACAD-123","ACAD","1947","MDI East","3","NETN",189,"Active","Spruce forest on edge of wet field.",3,20080730,20160629,558670,4912271,44.3613406759722,-68.263735002204,19,0
"ACAD-124","ACAD","Unburned","MDI East","3","NETN",181,"Active","MR in middle of trail, so offset to 6.5 and 248 degrees. - This is the inner middle edge of the quad. BC was previously offset, but offset was in the middle of the trail (???). Now at 338 degrees and 7.5 m at edge of trail. Only rebar at BC. BL is at edge of trail and only about 1cm above ground. UR micro under large Betula papyifera CWD.

Open understory, large old conifers.  Trail and steep slope at bottom of plot.",3,20080729,20160711,558459,4906733,44.3115033138307,-68.2670040279716,19,0
"ACAD-125","ACAD","Unburned","MDI West","3","NETN",186,"Active",NA,3,20080729,20160718,550466,4902581,44.2747240801193,-68.3676200299782,19,0
