"Event_ID","Plot_Name","Event_Date","Event_Date_Txt","Event_Year","Unit_Code","Unit_Group","Subunit_Code","Protocol_Name","Panel","Frame","Cycle","numHerbPlots","numSapPlots","numSeedPlots","excludeEvent","Stand_Structure_ID","Crown_Closure_ID","Deer_Browse_Line_ID","Groundstory_Cover_Class_Low","Groundstory_Cover_Class_Mid","Groundstory_Cover_Class_High","Forest_Floor_Bare_Soil_Cover_Class_ID","Forest_Floor_Rock_Cover_Class_ID","Forest_Floor_Trampled_Cover_Class_ID","Plot_Slope_Degree"
"041FE049-AA49-4262-903E-1E981A5B0C0D","SARA-021",2008-06-02,20080602,"2008","SARA","Field",NA,"2008","3","NETN","1",8,3,3,0,3,5,NA,6,1,3,1,1,1,0
"04487535-9100-4736-A70E-0AD7716AB547","ROVA-001",2007-06-20,20070620,"2007","ROVA",NA,"ELRO/HOFR","2007","2","NETN","1",8,3,3,0,3,5,NA,6,3,5,3,3,3,7
"05209D60-74A2-43A4-8BB5-BAE140CE1466","ROVA-016",2015-06-04,20150604,"2015","ROVA",NA,"ELRO/HOFR","2015","2","NETN","3",8,3,3,0,3,5,2,5,4,4,1,1,1,2
"0552CD46-7941-4190-A0B9-2046A9654712","MIMA-003",2010-06-21,20100621,"2010","MIMA",NA,NA,"2010","1","NETN","2",8,3,3,0,3,5,3,5,3,3,1,3,1,2.95000004768372
"05C336FA-906D-4BE1-9CBB-AAD2F43CA41C","MORR-003",2015-05-26,20150526,"2015","MORR","Mature",NA,"2015","2","NETN","3",8,3,3,0,3,4,5,2,2,2,1,2,1,7.30000019073486
"05F4AB2E-9561-4478-887B-3484D2882F73","SAGA-007",2014-06-12,20140612,"2014","SAGA",NA,NA,"2014","1","NETN","3",8,3,3,0,3,5,4,2,1,3,1,1,1,1.69999992847443
"062AF2D1-4DB0-4D95-901B-6032B7481E90","ACAD-062",2015-06-25,20150625,"2015","ACAD","Unburned","MDI West","2015","2","NETN","3",8,3,3,0,3,4,3,3,3,4,1,1,1,11.9500007629395
"06465B5C-2523-468C-8F3C-1B99359C5A59","ACAD-159",2013-07-11,20130711,"2013","ACAD","Unburned","MDI West","2013","4","NETN","2",8,3,3,0,3,5,2,1,2,4,1,1,1,18
"0683DC5F-A0B4-4E49-8E4A-6410891542E2","MIMA-004",2006-07-18,20060718,"2006","MIMA",NA,NA,"2006","1","NETN","1",8,1,1,0,3,3,NA,7,4,4,1,2,1,1
"06BD06B8-CB34-4FF1-8A50-D85D2FDE3449","ACAD-058",2007-07-25,20070725,"2007","ACAD","1947","MDI East","2007","2","NETN","1",8,3,3,0,3,4,NA,4,4,3,1,5,1,21
"06D8892E-FED2-4225-9F8C-49B909DED899","SARA-032",2008-06-09,20080609,"2008","SARA","Field",NA,"2008","3","NETN","1",8,3,3,0,5,2,NA,7,6,4,2,1,2,14
"0731F7C9-9DA1-46A5-B48E-88AA943B711E","MIMA-019",2016-06-22,20160622,"2016","MIMA",NA,NA,"2016","3","NETN","3",8,3,3,0,3,5,2,5,4,4,2,1,1,2.79999995231628
"07421ED3-8D8F-46E2-A189-005C2D0391C2","SAGA-011",2016-06-13,20160613,"2016","SAGA",NA,NA,"2016","3","NETN","3",8,3,3,0,3,4,2,3,3,3,2,1,1,33.9500007629395
"0780E41E-F993-4A5A-A1EB-E3C74AA4B52D","ACAD-132",2017-06-22,20170622,"2017","ACAD","1947","MDI East","2017","4","NETN","3",8,3,3,0,3,4,3,1,2,1,1,1,1,3.40000009536743
"07DC9B79-AB6A-4F0B-AB83-1CA0ED05732C","SARA-029",2008-06-09,20080609,"2008","SARA","Field",NA,"2008","3","NETN","1",8,3,3,0,5,2,NA,7,3,3,1,1,1,0
"089FBDB6-BBD2-4018-A188-3E3F309A0467","ACAD-161",2017-07-06,20170706,"2017","ACAD","Unburned","Schoodic","2017","4","NETN","3",8,3,3,0,3,3,3,6,6,3,1,1,1,2.09999990463257
"08C3BD8B-0753-4DD4-8345-D2338BC1B943","SAGA-010",2010-06-16,20100616,"2010","SAGA",NA,NA,"2010","1","NETN","2",8,3,3,0,3,5,2,2,3,3,1,1,1,13.5
"08D5A7E9-0B85-4090-8EC8-1F886B3D2660","MORR-012",2007-06-14,20070614,"2007","MORR","Mature",NA,"2007","2","NETN","1",8,3,3,0,3,5,NA,6,6,4,1,1,1,14
"08D65E67-AEEC-4639-A599-878A93DFA1E3","SAGA-019",2008-06-18,20080618,"2008","SAGA",NA,NA,"2008","3","NETN","1",8,3,3,0,3,5,NA,3,2,2,1,1,1,26.5
"090DF84C-22F5-4FE2-B028-DB2F11ABD9F9","MABI-003",2010-06-14,20100614,"2010","MABI","Natural",NA,"2010","1","NETN","2",8,3,3,0,3,5,3,3,4,3,1,1,1,9.89999961853027
"0920929C-4970-4B73-BEE8-A6208F0DEBA3","MORR-008",2011-05-23,20110523,"2011","MORR","Mature",NA,"2011","2","NETN","2",8,3,3,0,3,5,5,6,3,2,2,2,1,6.94999980926514
"0920DCD0-83C6-4B40-821B-C4941CE9D928","ACAD-074",2011-06-20,20110620,"2011","ACAD","1947","MDI East","2011","2","NETN","2",8,3,3,0,3,5,2,1,1,3,1,1,1,6.45000028610229
"092FEEB2-4AEE-4217-80FB-B9DAC5536072","SARA-004",2006-08-09,20060809,"2006","SARA","Field",NA,"2006","1","NETN","1",8,1,1,0,5,1,NA,5,6,3,3,1,2,3
"0974E0F4-0222-415E-B3B0-5749618E82E1","WEFA-006",2017-06-12,20170612,"2017","WEFA",NA,NA,"2017","4","NETN","3",8,3,3,0,3,5,4,4,2,2,1,3,1,10.5500001907349
"09D1714D-BBCA-46E6-AD52-72BEBA0FA70E","SARA-008",2018-05-31,20180531,"2018","SARA","Field",NA,"2018","1","NETN","4",8,3,3,0,3,4,4,6,4,4,1,1,1,0.899999976158142
"0A3D703F-31A8-4246-B88F-49A701D90021","ACAD-019",2010-07-08,20100708,"2010","ACAD","Unburned","MDI West","2010","1","NETN","2",8,3,3,0,3,3,3,4,4,3,1,1,1,1.14999997615814
"0A6206F6-8567-45B3-8999-AB40E53DCAB5","SARA-009",2010-06-08,20100608,"2010","SARA","Field",NA,"2010","1","NETN","2",8,3,3,0,5,1,3,7,5,3,1,1,1,2.04999995231628
"0A72C029-5EC5-415C-8135-A3B6C514AAB1","ACAD-063",2015-07-08,20150708,"2015","ACAD","Unburned","MDI West","2015","2","NETN","3",8,3,3,0,3,5,4,3,3,5,1,1,1,1.10000002384186
"0ADFBC89-98CD-4C3E-A342-C181E053D0C1","MIMA-013",2012-06-21,20120621,"2012","MIMA",NA,NA,"2012","3","NETN","2",8,3,3,0,3,4,3,6,5,4,1,3,1,5.19999980926514
"0AFA2794-3502-4CD0-A96F-DD2C665DD5FA","MORR-006",2019-05-20,20190520,"2019","MORR","Successional",NA,"2019","2","NETN","4",8,3,3,0,3,5,4,6,5,4,1,1,1,11.6499996185303
"0B4A9E50-FD21-4768-98EC-109926B3CA18","MORR-011",2015-05-26,20150526,"2015","MORR","Mature",NA,"2015","2","NETN","3",8,3,3,0,3,5,4,3,2,2,1,1,1,6.90000009536743
"0B7B064E-8636-4BBE-A141-EF71CB3C409E","SARA-029",2012-05-29,20120529,"2012","SARA","Field",NA,"2012","3","NETN","2",8,3,3,0,5,2,4,6,4,3,2,1,2,0.300000011920929
"0B875511-F94C-4487-8F72-8EFF5A05032A","MIMA-005",2014-06-17,20140617,"2014","MIMA",NA,NA,"2014","1","NETN","3",8,3,3,0,3,4,3,6,4,4,1,1,1,4.94999980926514
"0BD3E533-23FB-41D7-9D63-7138795F8E5C","MORR-012",2011-05-25,20110525,"2011","MORR","Mature",NA,"2011","2","NETN","2",8,3,3,0,3,5,5,5,5,3,1,1,1,13.6000003814697
"0BD97205-588D-420E-BCD1-D9F5DC4A76E3","ACAD-009",2010-07-13,20100713,"2010","ACAD","Unburned","MDI East","2010","1","NETN","2",8,3,3,0,3,3,3,3,3,3,1,1,1,3
"0C08F339-EA60-4181-8342-8E6F274E9148","MIMA-002",2014-06-17,20140617,"2014","MIMA",NA,NA,"2014","1","NETN","3",8,3,3,0,3,5,2,6,6,3,1,2,1,0.850000023841858
"0C115810-8598-40BB-A9C4-B38A848BB23F","MORR-007",2019-05-21,20190521,"2019","MORR","Successional",NA,"2019","2","NETN","4",8,3,3,0,3,4,4,6,5,3,1,1,1,7.55000019073486
"0CCA487F-B537-482B-B1E4-6B55FA5A5662","ACAD-128",2009-06-23,20090623,"2009","ACAD","1947","MDI East","2009","4","NETN","1",8,3,3,0,3,3,2,5,3,4,2,1,1,8
"0D279562-B634-418C-B0A1-B31203C37371","ACAD-043",2011-06-21,20110621,"2011","ACAD","1947","MDI East","2011","2","NETN","2",8,3,3,0,3,4,2,3,3,3,2,3,1,24.5499992370605
"0D6F7F5D-A1B5-480B-9E2A-B12E82F4D2E8","ACAD-011",2006-06-15,20060615,"2006","ACAD","1947","MDI East","2006","1","NETN","1",8,1,1,0,3,5,NA,2,3,3,1,2,1,1
"0DD3FF7D-8C7A-4822-B60D-B76EC11E2F62","ACAD-047",2007-07-17,20070717,"2007","ACAD","1947","MDI East","2007","2","NETN","1",8,3,3,0,1,4,NA,5,4,4,1,3,1,0
"0DE3FCA4-A134-4285-B6BF-CF93917AB783","ACAD-091",2013-07-02,20130702,"2013","ACAD","Unburned","IAH","2013","4","NETN","2",8,3,3,0,3,3,3,4,4,3,1,1,1,6.84999990463257
"0E43A15C-8C54-4497-B823-8273CA57B5D5","ACAD-176",2019-06-26,20190626,"2019","ACAD","Unburned","Schoodic","2019","2","NETN","4",8,3,3,0,3,3,3,3,3,3,1,1,1,9.89999961853027
"0ECFBCB1-4565-4A5F-BE24-5940ECE27A94","MABI-003",2018-06-06,20180606,"2018","MABI","Natural",NA,"2018","1","NETN","4",8,3,3,0,3,5,2,2,5,4,1,1,1,10.5
"0F023465-95DD-424E-A74F-BE60FF9F2395","ROVA-040",2009-06-11,20090611,"2009","ROVA",NA,"ELRO/HOFR","2009","4","NETN","1",8,3,3,0,3,5,3,2,2,3,1,2,1,9.5
"0F0E09B9-1796-464C-A193-EF9342733C2B","ACAD-087",2012-07-10,20120710,"2012","ACAD","1947","MDI East","2012","3","NETN","2",8,3,3,0,3,4,3,3,3,2,1,3,1,0.600000023841858
"0F35BAE4-FDD3-4CA4-B473-394D296040A1","ACAD-005",2010-07-01,20100701,"2010","ACAD","1947","MDI East","2010","1","NETN","2",8,3,3,0,3,4,3,5,3,5,3,3,1,9.14999961853027
"0F40CA1B-7656-47D4-A1F5-2A4040C20017","MIMA-009",2014-06-16,20140616,"2014","MIMA",NA,NA,"2014","1","NETN","3",8,3,3,0,3,5,3,4,3,5,1,2,1,0.699999988079071
"0FA69E2C-2481-4DCA-8A43-21E4BCA862D1","ACAD-017",2006-06-21,20060621,"2006","ACAD","Unburned","MDI West","2006","1","NETN","1",8,1,1,0,1,4,NA,5,3,4,1,3,1,8
"0FB139A7-535A-4240-98FC-DC6755DDD347","WEFA-009",2009-06-15,20090615,"2009","WEFA",NA,NA,"2009","4","NETN","1",8,3,3,0,3,4,4,6,2,3,1,2,2,7.5
"0FB41466-FC15-4516-A075-43A1525C9E3D","SAGA-002",2014-06-11,20140611,"2014","SAGA",NA,NA,"2014","1","NETN","3",8,3,3,0,3,5,2,2,4,4,1,1,1,31.9000015258789
"0FC0168A-D2AD-4DBB-B203-BECC32CA4037","SAGA-006",2006-08-03,20060803,"2006","SAGA",NA,NA,"2006","1","NETN","1",8,1,1,0,3,5,NA,3,4,5,2,1,2,22
"10176609-AE38-4AFF-A1E1-996D314E009B","MORR-028",2017-05-22,20170522,"2017","MORR","Mature",NA,"2017","4","NETN","3",8,3,3,0,3,5,5,1,2,3,3,1,3,9.89999961853027
"1023DD8B-C685-458E-BB51-89EB8FC5AD60","SARA-019",2012-05-30,20120530,"2012","SARA","Field",NA,"2012","3","NETN","2",8,3,3,0,3,5,3,5,5,3,1,1,1,10.5
"10449A65-667E-48C3-A7F1-1894F7A9BFBD","ACAD-037",2014-06-25,20140625,"2014","ACAD","1947","MDI East","2014","1","NETN","3",8,3,3,0,3,5,3,4,4,3,1,1,1,8.85000038146973
"10541A5B-40E4-4960-8BA8-9C9030566C6E","ROVA-002",2007-06-21,20070621,"2007","ROVA",NA,"ELRO/HOFR","2007","2","NETN","1",8,3,3,0,1,5,NA,6,2,4,2,1,2,2
"1098FCF7-9613-4FDD-ABB2-2CC2AB853CEB","MORR-015",2007-06-18,20070618,"2007","MORR","Mature","NJ Brigade","2007","2","NETN","1",8,3,3,0,3,5,NA,3,3,5,1,1,1,15
"10C687E8-EED8-4CBA-9E8A-B0FDDF20ED20","ACAD-087",2008-07-10,20080710,"2008","ACAD","1947","MDI East","2008","3","NETN","1",8,3,3,0,3,4,NA,4,3,3,1,3,1,0.5
"11434C8E-0974-4383-B284-5BB758538217","ACAD-015",2010-07-13,20100713,"2010","ACAD","1947","MDI East","2010","1","NETN","2",8,3,3,0,3,4,3,4,3,3,1,2,1,7.09999990463257
"11BBE48C-63FA-4C98-9819-7AEAA77A2AA6","ACAD-030",2006-07-06,20060706,"2006","ACAD","Unburned","MDI East","2006","1","NETN","1",8,1,1,0,3,4,NA,4,4,5,1,3,1,6
"11CE6998-8F19-4366-A020-8B48AAA2F053","ACAD-033",2014-07-08,20140708,"2014","ACAD","Unburned","MDI West","2014","1","NETN","3",8,3,3,0,3,4,2,3,1,3,1,1,1,8.55000019073486
"120E7407-95F6-40F6-8223-2504E062A3B9","SAGA-008",2006-08-04,20060804,"2006","SAGA",NA,NA,"2006","1","NETN","1",8,1,1,0,3,4,NA,3,4,5,1,1,1,11
"12110202-803B-444B-9887-52D4F7ED991A","ACAD-075",2007-08-08,20070808,"2007","ACAD","1947","MDI East","2007","2","NETN","1",8,3,3,0,3,4,NA,6,5,5,1,2,1,19
"12312B7A-8BE0-4595-98DE-C831973E4D0D","ACAD-124",2008-07-29,20080729,"2008","ACAD","Unburned","MDI East","2008","3","NETN","1",8,3,3,0,3,4,NA,2,3,3,1,1,2,1
"127B2259-36AE-416D-813C-0CE9CE25E70D","ACAD-176",2011-07-14,20110714,"2011","ACAD","Unburned","Schoodic","2011","2","NETN","2",8,3,3,0,3,3,3,3,3,2,1,2,1,9.5
"1282A45B-CEBF-4267-A100-2EFD729E27C0","MIMA-005",2018-06-18,20180618,"2018","MIMA",NA,NA,"2018","1","NETN","4",8,3,3,0,3,5,4,6,3,3,1,1,1,4.94999980926514
"129CD5E5-0582-4061-90F0-34299A65A57E","ACAD-150",2009-06-24,20090624,"2009","ACAD","1947","MDI East","2009","4","NETN","1",8,3,3,0,6,4,2,6,5,5,1,3,1,10.6000003814697
"12A46CF4-2EBE-45C1-B8DC-08B5B0E9098C","WEFA-010",2017-06-13,20170613,"2017","WEFA",NA,NA,"2017","4","NETN","3",8,3,3,0,3,5,4,6,4,2,1,2,1,2.34999990463257
"12F300EC-3271-4166-8F41-3B1A7F3159AB","SARA-020",2012-05-31,20120531,"2012","SARA","Forest",NA,"2012","3","NETN","2",8,3,3,0,3,3,3,6,4,4,2,1,2,14.6000003814697
"131D7163-863E-430D-945B-A1BE27065FE3","ACAD-028",2010-07-13,20100713,"2010","ACAD","Unburned","MDI East","2010","1","NETN","2",8,3,3,0,3,5,3,2,2,3,1,3,1,12.75
"135EF13D-AF0F-49AB-955D-15FE73760D83","ROVA-013",2015-06-09,20150609,"2015","ROVA",NA,"VAMA","2015","2","NETN","3",8,3,3,0,3,5,4,6,2,1,1,1,1,3.94999980926514
"14954306-5AA2-47D6-90B5-385CA7190A43","MORR-026",2013-05-30,20130530,"2013","MORR","Mature",NA,"2013","4","NETN","2",8,3,3,0,3,5,3,6,4,4,2,2,1,1.14999997615814
"14BD0CBC-4FC4-4537-AF01-9CA7EE54FA75","SAGA-013",2008-06-18,20080618,"2008","SAGA",NA,NA,"2008","3","NETN","1",8,3,3,0,3,4,NA,3,3,4,1,1,1,9
"14E4F3E4-246F-44C1-8D3E-7F546417D497","ROVA-030",2013-06-04,20130604,"2013","ROVA",NA,"VAMA","2013","4","NETN","2",8,3,3,0,3,5,3,3,3,4,2,1,1,22
"14E57333-6618-4542-8BBC-1DA75CE4D978","ACAD-134",2009-07-01,20090701,"2009","ACAD","1947","MDI East","2009","4","NETN","1",8,3,3,0,3,4,3,5,4,5,1,2,1,6
"15343C90-9F57-44DE-8EEE-0BCF6912326C","MORR-025",2017-05-22,20170522,"2017","MORR","Mature",NA,"2017","4","NETN","3",8,3,3,0,3,5,3,5,4,3,1,1,1,8.55000019073486
"155766B7-D87F-4D13-B674-9A71D277C1D0","MORR-029",2013-05-28,20130528,"2013","MORR","Mature",NA,"2013","4","NETN","2",8,3,3,0,3,5,4,4,4,2,1,3,1,8.75
"15987B15-7BF6-4F86-B5DB-1DCF04210A7A","WEFA-007",2009-06-16,20090616,"2009","WEFA",NA,NA,"2009","4","NETN","1",8,3,3,0,3,5,4,6,5,4,3,2,1,2
"15A73AAB-A065-4664-87C4-382EF0BCAAEE","ACAD-028",2006-07-04,20060704,"2006","ACAD","Unburned","MDI East","2006","1","NETN","1",8,1,1,0,3,5,NA,2,3,5,2,3,1,12
"15C2A04F-85A5-412D-9305-583B0E7B8CD7","MORR-007",2007-06-13,20070613,"2007","MORR","Successional",NA,"2007","2","NETN","1",8,3,3,0,1,5,NA,6,3,4,1,1,1,8
"15F6F4CA-4162-4E8C-95D1-EF75BDE330D6","ACAD-030",2018-06-25,20180625,"2018","ACAD","Unburned","MDI East","2018","1","NETN","4",8,3,3,0,3,5,2,2,3,4,1,2,1,6.40000009536743
"1664236E-4978-422C-8D86-8C52CB130CF9","ACAD-101",2012-07-03,20120703,"2012","ACAD","Unburned","MDI West","2012","3","NETN","2",8,3,3,0,3,5,2,1,1,5,1,1,1,4.69999980926514
"1689DD9E-A17E-4DFE-B41C-75F70767CF4B","MORR-028",2009-05-28,20090528,"2009","MORR","Mature",NA,"2009","4","NETN","1",8,3,3,0,3,5,4,1,2,3,3,1,3,9.5
"16A8889D-397B-4775-8895-F7C3C7B6C08B","ACAD-095",2016-07-18,20160718,"2016","ACAD","Unburned","MDI West","2016","3","NETN","3",8,3,3,0,3,1,3,3,4,6,1,1,1,0.700000047683716
"16C666BD-F883-47CE-9110-A321BF3E4EBB","ACAD-117",2016-06-30,20160630,"2016","ACAD","Unburned","MDI East","2016","3","NETN","3",8,3,3,0,6,1,2,5,4,1,2,4,3,8.44999980926514
"173813B0-0D12-4389-9342-506E6C556F3B","ACAD-094",2008-07-09,20080709,"2008","ACAD","1947","MDI East","2008","3","NETN","1",8,3,3,0,6,2,NA,5,3,3,1,4,1,6
"174A7E21-0DAF-4CD7-9078-4DF920AACF99","MIMA-001",2014-06-16,20140616,"2014","MIMA",NA,NA,"2014","1","NETN","3",8,3,3,0,4,5,4,5,4,2,1,1,1,1.39999997615814
"1764E575-43CF-4977-90FB-7BC42FFAF318","MABI-007",2014-06-04,20140604,"2014","MABI","Natural",NA,"2014","1","NETN","3",8,3,3,0,3,5,2,4,5,2,1,1,1,11.75
"177CA82E-2159-4D5C-86EC-8BD82CA3EB12","ACAD-098",2015-06-29,20150629,"2015","ACAD","Unburned","IAH","2015","2","NETN","3",8,3,3,0,3,4,3,2,2,2,1,1,1,6.30000019073486
"17A8E3CC-927B-4115-A87A-BB679B5A911E","SARA-002",2014-05-29,20140529,"2014","SARA","Field",NA,"2014","1","NETN","3",8,3,3,0,3,4,3,6,6,4,2,1,1,1.39999997615814
"1821E52A-6FC7-49C3-B7BE-6FC8B0B8E665","ACAD-037",2006-07-12,20060712,"2006","ACAD","1947","MDI East","2006","1","NETN","1",8,1,1,0,3,4,NA,3,2,4,1,2,1,8
"184F84A8-B7A3-47B8-966D-4B52A3F25626","MORR-009",2007-06-13,20070613,"2007","MORR","Mature",NA,"2007","2","NETN","1",8,3,3,0,3,5,NA,3,1,2,1,2,1,6
"1898EF8F-D359-41BE-A2E7-CDD6F6859AD6","ACAD-135",2013-07-15,20130715,"2013","ACAD","Unburned","MDI West","2013","4","NETN","2",8,3,3,0,3,4,2,3,4,5,1,1,1,2.65000009536743
"189CB4CC-7292-4BDB-BF97-2CAA5430276A","MORR-017",2009-05-26,20090526,"2009","MORR","Successional",NA,"2009","4","NETN","1",8,3,3,0,3,3,4,4,5,3,1,1,1,5.5
"18EB740D-F368-420F-A3CD-846C8E88BCDB","SARA-018",2008-06-02,20080602,"2008","SARA","Forest",NA,"2008","3","NETN","1",8,3,3,0,3,5,NA,3,5,3,1,1,1,0.5
"197F2573-BD5D-4F82-9449-7C1C1C228E20","ACAD-065",2011-06-28,20110628,"2011","ACAD","Unburned","IAH","2011","2","NETN","2",8,3,3,0,3,4,2,2,3,4,1,1,1,6
"19A82886-9235-4820-811D-334E66B9B118","ROVA-007",2007-06-25,20070625,"2007","ROVA",NA,"VAMA","2007","2","NETN","1",8,3,3,0,3,5,NA,5,3,6,1,1,1,3
"19C9FE5F-E73D-49FC-A022-77422AC9398E","SAGA-018",2008-06-18,20080618,"2008","SAGA",NA,NA,"2008","3","NETN","1",8,3,3,0,3,5,NA,4,2,3,2,1,1,17.5
"1A740B84-C6DE-423E-B532-616E84212D7D","ACAD-074",2019-06-17,20190617,"2019","ACAD","1947","MDI East","2019","2","NETN","4",8,3,3,0,3,5,2,1,1,1,1,1,1,7.75
"1AF0385F-B024-4F01-BB9B-1FC50DBEE860","ACAD-037",2018-07-17,20180717,"2018","ACAD","1947","MDI East","2018","1","NETN","4",8,3,3,0,3,5,3,3,3,3,1,1,1,7.90000009536743
"1B05B6FB-4A8B-4CDE-8785-D740511A48AD","ROVA-017",2007-06-28,20070628,"2007","ROVA",NA,"ELRO/HOFR","2007","2","NETN","1",8,3,3,0,3,5,NA,6,5,4,2,2,2,4
"1B41384E-50FA-4F2D-AD90-81FA4698B3B2","ACAD-085",2016-06-27,20160627,"2016","ACAD","1947","MDI East","2016","3","NETN","3",8,3,3,0,3,4,2,2,3,4,1,6,1,9.85000038146973
"1B85F687-0EBD-40D6-A432-2BD9E705458E","SARA-013",2018-05-29,20180529,"2018","SARA","Field",NA,"2018","1","NETN","4",8,3,3,0,3,5,4,7,2,2,2,1,1,14.8000001907349
"1B8AD095-6B67-416D-A88D-A9A04ED7B43E","ACAD-149",2009-06-24,20090624,"2009","ACAD","1947","MDI East","2009","4","NETN","1",8,3,3,0,3,5,2,1,2,4,1,1,1,3
"1BEAAC06-A82D-4ABE-8A6F-4FC5E1BCB0D9","ACAD-033",2006-07-10,20060710,"2006","ACAD","Unburned","MDI West","2006","1","NETN","1",8,1,1,0,3,4,NA,4,2,4,1,2,1,10
"1BEBE900-3DF2-453F-B5FA-FDE36F3D78C2","ACAD-097",2008-07-15,20080715,"2008","ACAD","Unburned","IAH","2008","3","NETN","1",8,3,3,0,3,5,NA,1,2,3,1,1,1,1.5
"1BED5F74-6B96-40B1-A6F1-EC6C25B27F95","SARA-001",2014-05-27,20140527,"2014","SARA","Field",NA,"2014","1","NETN","3",8,3,3,0,3,3,2,6,4,5,2,1,1,1
"1BEECD28-6B2B-48C2-8E8F-BD40DF664688","SAGA-021",2012-06-13,20120613,"2012","SAGA",NA,NA,"2012","3","NETN","2",8,3,3,0,3,5,3,2,3,4,2,1,2,16.75
"1C401980-E0BE-4072-8E02-D80BBDF2E51F","ACAD-033",2010-07-07,20100707,"2010","ACAD","Unburned","MDI West","2010","1","NETN","2",8,3,3,0,3,4,2,3,1,2,1,1,1,8.05000019073486
"1C6CAC9B-BD83-4268-BCA4-BA85661B88AA","ACAD-040",2011-07-05,20110705,"2011","ACAD","Unburned","MDI East","2011","2","NETN","2",8,3,3,0,3,5,3,3,4,3,1,1,1,3.34999990463257
"1CF60CA9-124C-4916-AB64-84C323D1A9BE","ACAD-004",2014-06-26,20140626,"2014","ACAD","1947","MDI East","2014","1","NETN","3",8,3,3,0,3,4,2,1,1,3,1,1,1,3.70000004768372
