"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","Quadrat_Number","Latin_Name","TaxonCode","Height","Browsable","Browsed"
"ANTI-0092","ANTI","ANTI","na",2.00,2,"Region",2011,20110707,"300","Viburnum prunifolium",130836,22.00,"unk","unk"
"ANTI-0092","ANTI","ANTI","na",1.00,2,"Region",2007,20070706,"360-13m","Lindera benzoin",88913,16.00,"unk","unk"
"ANTI-0092","ANTI","ANTI","na",1.00,2,"Region",2007,20070706,"360-13m","Euonymus atropurpureus",131380,25.00,"unk","unk"
"ANTI-0092","ANTI","ANTI","na",2.00,2,"Region",2011,20110707,"360-13m","Euonymus atropurpureus",131380,24.00,"unk","unk"
"ANTI-0190","ANTI","ANTI","na",1.00,2,"Region",2007,20070716,"120-13m","Lindera benzoin",88913,19.00,"unk","unk"
"ANTI-0194","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"120-13m","Lindera benzoin",88913,22.00,"Yes","No"
"ANTI-0194","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"360-8m","Lindera benzoin",88913,42.00,"Yes","Yes"
"ANTI-0194","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"360-8m","Lindera benzoin",88913,104.00,"Yes","Yes"
"ANTI-0194","ANTI","ANTI","na",3.00,3,"Park",2016,20160712,"360-8m","Lindera benzoin",88913,32.00,"Yes","Yes"
"ANTI-0194","ANTI","ANTI","na",3.00,3,"Park",2016,20160712,"360-8m","Lindera benzoin",88913,66.00,"Yes","Yes"
"ANTI-0194","ANTI","ANTI","na",3.00,3,"Park",2016,20160712,"360-8m","Lindera benzoin",88913,20.00,"Yes","Yes"
"ANTI-0200","ANTI","ANTI","na",2.00,4,"Park",2013,20130730,"120-13m","Lindera benzoin",88913,37.00,"Yes","No"
"ANTI-0200","ANTI","ANTI","na",2.00,4,"Park",2013,20130730,"120-13m","Lindera benzoin",88913,34.00,"Yes","Yes"
"ANTI-0200","ANTI","ANTI","na",2.00,4,"Park",2013,20130730,"120-13m","Lindera benzoin",88913,57.00,"Yes","Yes"
"ANTI-0200","ANTI","ANTI","na",3.00,4,"Park",2017,20170616,"120-8m","Lindera benzoin",88913,22.00,"Yes","No"
"ANTI-0200","ANTI","ANTI","na",2.00,4,"Park",2013,20130730,"120-8m","Lindera benzoin",88913,30.00,"Yes","Yes"
"ANTI-0200","ANTI","ANTI","na",3.00,4,"Park",2017,20170616,"240-3m","Lindera benzoin",88913,19.00,"Yes","No"
"ANTI-0200","ANTI","ANTI","na",2.00,4,"Park",2013,20130730,"360-13m","Lindera benzoin",88913,19.00,"Yes","Yes"
"ANTI-0200","ANTI","ANTI","na",3.00,4,"Park",2017,20170616,"360-13m","Lindera benzoin",88913,57.00,"Yes","No"
"ANTI-0200","ANTI","ANTI","na",3.00,4,"Park",2017,20170616,"360-13m","Lindera benzoin",88913,33.50,"Yes","Yes"
"ANTI-0200","ANTI","ANTI","na",2.00,4,"Park",2013,20130730,"360-3m","Lindera benzoin",88913,39.00,"Yes","Yes"
"ANTI-0200","ANTI","ANTI","na",2.00,4,"Park",2013,20130730,"360-3m","Lindera benzoin",88913,32.00,"Yes","No"
"ANTI-0200","ANTI","ANTI","na",2.00,4,"Park",2013,20130730,"360-3m","Lindera benzoin",88913,21.50,"Yes","No"
"ANTI-0200","ANTI","ANTI","na",3.00,4,"Park",2017,20170616,"360-3m","Lindera benzoin",88913,17.00,"Yes","No"
"ANTI-0201","ANTI","ANTI","na",2.00,1,"Park",2010,20100719,"240-13m","Lindera benzoin",88913,25.00,"unk","unk"
"ANTI-0201","ANTI","ANTI","na",2.00,1,"Park",2010,20100719,"240-3m","Lindera benzoin",88913,17.00,"unk","unk"
"ANTI-0201","ANTI","ANTI","na",2.00,1,"Park",2010,20100719,"240-8m","Lindera benzoin",88913,17.00,"unk","unk"
"ANTI-0201","ANTI","ANTI","na",2.00,1,"Park",2010,20100719,"240-8m","Lindera benzoin",88913,20.00,"unk","unk"
"ANTI-0201","ANTI","ANTI","na",2.00,1,"Park",2010,20100719,"360-3m","Lindera benzoin",88913,26.00,"unk","unk"
"ANTI-0201","ANTI","ANTI","na",3.00,1,"Park",2014,20140716,"360-8m","Euonymus americanus",131379,16.00,"Yes","Yes"
"ANTI-0201","ANTI","ANTI","na",2.00,1,"Park",2010,20100719,"360-8m","Lindera benzoin",88913,46.00,"unk","unk"
"ANTI-0201","ANTI","ANTI","na",2.00,1,"Park",2010,20100719,"60","Lindera benzoin",88913,23.00,"unk","unk"
"ANTI-0206","ANTI","ANTI","na",2.00,4,"Park",2013,20130815,"120-8m","Lindera benzoin",88913,15.00,"Yes","No"
"ANTI-0206","ANTI","ANTI","na",2.00,4,"Park",2013,20130815,"300","Lindera benzoin",88913,22.00,"Yes","No"
"ANTI-0206","ANTI","ANTI","na",2.00,4,"Park",2013,20130815,"300","Lindera benzoin",88913,31.00,"Yes","Yes"
"ANTI-0206","ANTI","ANTI","na",3.00,4,"Park",2017,20170705,"360-13m","Lindera benzoin",88913,17.00,"Yes","No"
"ANTI-0206","ANTI","ANTI","na",2.00,4,"Park",2013,20130815,"360-13m","Lindera benzoin",88913,46.00,"Yes","Yes"
"ANTI-0206","ANTI","ANTI","na",2.00,4,"Park",2013,20130815,"360-8m","Lindera benzoin",88913,29.00,"Yes","Yes"
"ANTI-0206","ANTI","ANTI","na",3.00,4,"Park",2017,20170705,"360-8m","Lindera benzoin",88913,20.00,"Yes","Yes"
"ANTI-0206","ANTI","ANTI","na",2.00,4,"Park",2013,20130815,"360-8m","Lindera benzoin",88913,30.00,"Yes","Yes"
"ANTI-0207","ANTI","ANTI","na",1.00,2,"Region",2007,20070731,"180","Lindera benzoin",88913,69.00,"unk","unk"
"ANTI-0207","ANTI","ANTI","na",2.00,2,"Region",2011,20110912,"240-13m","Lindera benzoin",88913,19.50,"unk","unk"
"ANTI-0207","ANTI","ANTI","na",2.00,2,"Region",2011,20110912,"240-3m","Lindera benzoin",88913,24.00,"unk","unk"
"ANTI-0207","ANTI","ANTI","na",4.00,2,"Region",2019,20190529,"360-13m","Lindera benzoin",88913,15.00,"Yes","No"
"ANTI-0207","ANTI","ANTI","na",1.00,2,"Region",2007,20070731,"360-13m","Lindera benzoin",88913,24.00,"unk","unk"
"ANTI-0207","ANTI","ANTI","na",1.00,2,"Region",2007,20070731,"360-13m","Lindera benzoin",88913,22.00,"unk","unk"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-13m","Lindera benzoin",88913,15.00,"unk","unk"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-13m","Lindera benzoin",88913,16.00,"unk","unk"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-13m","Lindera benzoin",88913,16.00,"unk","unk"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-13m","Lindera benzoin",88913,25.00,"unk","unk"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-13m","Lindera benzoin",88913,17.00,"unk","unk"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-13m","Lindera benzoin",88913,22.00,"unk","unk"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"120-13m","Lindera benzoin",88913,49.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"120-13m","Lindera benzoin",88913,32.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"120-13m","Lindera benzoin",88913,43.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"120-13m","Lindera benzoin",88913,17.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"120-13m","Lindera benzoin",88913,16.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"120-3m","Lindera benzoin",88913,73.00,"Yes","No"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-3m","Lindera benzoin",88913,32.00,"unk","unk"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-3m","Lindera benzoin",88913,24.00,"unk","unk"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-3m","Lindera benzoin",88913,33.00,"unk","unk"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-3m","Lindera benzoin",88913,17.00,"unk","unk"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"120-3m","Lindera benzoin",88913,31.00,"Yes","No"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-3m","Lindera benzoin",88913,22.00,"unk","unk"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-3m","Lindera benzoin",88913,25.00,"unk","unk"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-3m","Lindera benzoin",88913,24.00,"unk","unk"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"120-3m","Lindera benzoin",88913,36.00,"Yes","No"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-3m","Lindera benzoin",88913,37.00,"unk","unk"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"120-3m","Lindera benzoin",88913,33.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"120-8m","Lindera benzoin",88913,60.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"120-8m","Lindera benzoin",88913,48.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"120-8m","Lindera benzoin",88913,47.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"120-8m","Lindera benzoin",88913,21.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"120-8m","Lindera benzoin",88913,30.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"120-8m","Hamamelis virginiana",102052,20.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"120-8m","Lindera benzoin",88913,47.00,"Yes","No"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-8m","Lindera benzoin",88913,29.00,"unk","unk"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-8m","Lindera benzoin",88913,15.00,"unk","unk"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-8m","Lindera benzoin",88913,16.00,"unk","unk"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-8m","Lindera benzoin",88913,18.00,"unk","unk"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-8m","Lindera benzoin",88913,16.00,"unk","unk"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-8m","Lindera benzoin",88913,22.00,"unk","unk"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"120-8m","Lindera benzoin",88913,80.00,"Yes","No"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"180","Lindera benzoin",88913,18.00,"unk","unk"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"180","Lindera benzoin",88913,18.50,"unk","unk"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"180","Lindera benzoin",88913,18.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"180","Lindera benzoin",88913,18.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"180","Lindera benzoin",88913,22.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"180","Lindera benzoin",88913,32.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"180","Lindera benzoin",88913,20.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"180","Lindera benzoin",88913,18.00,"Yes","No"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"180","Lindera benzoin",88913,17.50,"unk","unk"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"180","Lindera benzoin",88913,57.00,"Yes","Yes"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"180","Lindera benzoin",88913,19.00,"unk","unk"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"180","Lindera benzoin",88913,33.00,"unk","unk"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"180","Lindera benzoin",88913,42.00,"unk","unk"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"180","Lindera benzoin",88913,22.00,"unk","unk"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"180","Lindera benzoin",88913,22.00,"unk","unk"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"180","Lindera benzoin",88913,60.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"180","Lindera benzoin",88913,24.00,"Yes","No"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"180","Lindera benzoin",88913,24.00,"unk","unk"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"240-13m","Lindera benzoin",88913,50.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"240-13m","Lindera benzoin",88913,24.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"240-13m","Lindera benzoin",88913,55.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"240-13m","Lindera benzoin",88913,42.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"240-13m","Lindera benzoin",88913,29.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"240-13m","Lindera benzoin",88913,24.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"240-13m","Lindera benzoin",88913,35.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"240-13m","Lindera benzoin",88913,20.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"240-13m","Lindera benzoin",88913,65.00,"Yes","No"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"240-13m","Lindera benzoin",88913,15.00,"unk","unk"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"240-13m","Rhodotypos scandens",120356,24.00,"Yes","No"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"240-13m","Lindera benzoin",88913,22.00,"unk","unk"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"240-13m","Lindera benzoin",88913,34.00,"unk","unk"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"240-13m","Lindera benzoin",88913,68.00,"Yes","No"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"240-13m","Lindera benzoin",88913,33.00,"unk","unk"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"240-13m","Lindera benzoin",88913,19.50,"unk","unk"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"240-13m","Lindera benzoin",88913,15.00,"unk","unk"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"240-13m","Lindera benzoin",88913,22.00,"unk","unk"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"240-3m","Lindera benzoin",88913,16.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"240-3m","Lindera benzoin",88913,19.00,"Yes","No"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"240-3m","Lindera benzoin",88913,17.00,"unk","unk"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"240-3m","Lindera benzoin",88913,28.00,"unk","unk"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"240-3m","Lindera benzoin",88913,36.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"240-3m","Lindera benzoin",88913,25.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"240-8m","Lindera benzoin",88913,21.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"240-8m","Lindera benzoin",88913,41.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"240-8m","Lindera benzoin",88913,37.00,"Yes","No"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"240-8m","Lindera benzoin",88913,19.00,"unk","unk"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"240-8m","Lindera benzoin",88913,26.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"240-8m","Lindera benzoin",88913,77.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"240-8m","Lindera benzoin",88913,106.00,"Yes","No"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"240-8m","Lindera benzoin",88913,22.00,"unk","unk"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"240-8m","Lindera benzoin",88913,52.00,"Yes","Yes"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"240-8m","Lindera benzoin",88913,16.00,"unk","unk"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"300","Lindera benzoin",88913,15.00,"unk","unk"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"300","Lindera benzoin",88913,19.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"300","Lindera benzoin",88913,20.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"360-13m","Lindera benzoin",88913,21.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"360-13m","Lindera benzoin",88913,24.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"360-13m","Lindera benzoin",88913,33.00,"Yes","Yes"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"360-3m","Lindera benzoin",88913,22.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"360-3m","Lindera benzoin",88913,16.00,"Yes","No"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"360-3m","Lindera benzoin",88913,18.00,"unk","unk"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"360-3m","Lindera benzoin",88913,24.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"360-3m","Lindera benzoin",88913,20.00,"Yes","No"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"60","Lindera benzoin",88913,17.00,"unk","unk"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"60","Lindera benzoin",88913,28.00,"unk","unk"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"60","Lindera benzoin",88913,15.00,"unk","unk"
"CATO-0003","CATO","CATO","na",2.00,2,"Region",2011,20110815,"60","Lindera benzoin",88913,16.00,"unk","unk"
"CATO-0003","CATO","CATO","na",1.00,2,"Region",2007,20070904,"60","Lindera benzoin",88913,31.00,"unk","unk"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"60","Lindera benzoin",88913,69.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"60","Lindera benzoin",88913,16.00,"Yes","No"
"CATO-0003","CATO","CATO","na",3.00,2,"Region",2015,20150804,"60","Lindera benzoin",88913,26.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"60","Lindera benzoin",88913,58.00,"Yes","No"
"CATO-0003","CATO","CATO","na",4.00,2,"Region",2019,20190905,"60","Lindera benzoin",88913,56.00,"Yes","No"
"CATO-0004","CATO","CATO","na",3.00,2,"Region",2015,20150803,"120-13m","Lindera benzoin",88913,45.00,"Yes","Yes"
"CATO-0004","CATO","CATO","na",3.00,2,"Region",2015,20150803,"120-13m","Lindera benzoin",88913,51.00,"Yes","Yes"
"CATO-0004","CATO","CATO","na",3.00,2,"Region",2015,20150803,"120-13m","Lindera benzoin",88913,16.00,"Yes","No"
"CATO-0004","CATO","CATO","na",3.00,2,"Region",2015,20150803,"120-13m","Lindera benzoin",88913,49.00,"Yes","Yes"
"CATO-0004","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-13m","Lindera benzoin",88913,15.00,"unk","unk"
"CATO-0004","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-13m","Lindera benzoin",88913,41.00,"unk","unk"
"CATO-0004","CATO","CATO","na",3.00,2,"Region",2015,20150803,"120-13m","Lindera benzoin",88913,86.00,"Yes","Yes"
"CATO-0004","CATO","CATO","na",3.00,2,"Region",2015,20150803,"120-13m","Lindera benzoin",88913,45.00,"Yes","Yes"
"CATO-0004","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-13m","Lindera benzoin",88913,29.00,"unk","unk"
"CATO-0004","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-13m","Lindera benzoin",88913,22.00,"unk","unk"
"CATO-0004","CATO","CATO","na",4.00,2,"Region",2019,20190808,"120-13m","Lindera benzoin",88913,40.00,"Yes","No"
"CATO-0004","CATO","CATO","na",4.00,2,"Region",2019,20190808,"120-13m","Lindera benzoin",88913,29.00,"Yes","Yes"
"CATO-0004","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-3m","Lindera benzoin",88913,20.00,"unk","unk"
"CATO-0004","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-3m","Lindera benzoin",88913,31.00,"unk","unk"
"CATO-0004","CATO","CATO","na",4.00,2,"Region",2019,20190808,"120-3m","Lindera benzoin",88913,24.00,"Yes","No"
"CATO-0004","CATO","CATO","na",4.00,2,"Region",2019,20190808,"120-3m","Lindera benzoin",88913,44.00,"Yes","Yes"
"CATO-0004","CATO","CATO","na",4.00,2,"Region",2019,20190808,"120-3m","Lindera benzoin",88913,26.00,"Yes","Yes"
"CATO-0004","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-3m","Lindera benzoin",88913,36.00,"unk","unk"
"CATO-0004","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-3m","Lindera benzoin",88913,30.00,"unk","unk"
"CATO-0004","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-3m","Lindera benzoin",88913,15.00,"unk","unk"
"CATO-0004","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-3m","Lindera benzoin",88913,16.00,"unk","unk"
"CATO-0004","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-3m","Lindera benzoin",88913,45.00,"unk","unk"
"CATO-0004","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-3m","Lindera benzoin",88913,33.00,"unk","unk"
"CATO-0004","CATO","CATO","na",2.00,2,"Region",2011,20110815,"120-3m","Lindera benzoin",88913,39.00,"unk","unk"
"CATO-0004","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-3m","Lindera benzoin",88913,61.00,"unk","unk"
"CATO-0004","CATO","CATO","na",3.00,2,"Region",2015,20150803,"120-3m","Lindera benzoin",88913,77.00,"Yes","Yes"
"CATO-0004","CATO","CATO","na",3.00,2,"Region",2015,20150803,"120-3m","Lindera benzoin",88913,24.00,"Yes","No"
"CATO-0004","CATO","CATO","na",3.00,2,"Region",2015,20150803,"120-3m","Lindera benzoin",88913,66.00,"Yes","Yes"
"CATO-0004","CATO","CATO","na",3.00,2,"Region",2015,20150803,"120-3m","Lindera benzoin",88913,27.00,"Yes","No"
"CATO-0004","CATO","CATO","na",3.00,2,"Region",2015,20150803,"120-3m","Lindera benzoin",88913,22.00,"Yes","No"
"CATO-0004","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-3m","Lindera benzoin",88913,20.00,"unk","unk"
"CATO-0004","CATO","CATO","na",3.00,2,"Region",2015,20150803,"120-3m","Lindera benzoin",88913,58.00,"Yes","No"
"CATO-0004","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-3m","Lindera benzoin",88913,21.00,"unk","unk"
"CATO-0004","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-3m","Lindera benzoin",88913,15.00,"unk","unk"
"CATO-0004","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-3m","Lindera benzoin",88913,23.00,"unk","unk"
"CATO-0004","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-3m","Lindera benzoin",88913,50.00,"unk","unk"
"CATO-0004","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-3m","Lindera benzoin",88913,18.00,"unk","unk"
"CATO-0004","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-3m","Lindera benzoin",88913,45.00,"unk","unk"
"CATO-0004","CATO","CATO","na",3.00,2,"Region",2015,20150803,"120-3m","Lindera benzoin",88913,28.00,"Yes","No"
"CATO-0004","CATO","CATO","na",3.00,2,"Region",2015,20150803,"120-3m","Lindera benzoin",88913,20.00,"Yes","No"
"CATO-0004","CATO","CATO","na",1.00,2,"Region",2007,20070904,"120-3m","Lindera benzoin",88913,44.00,"unk","unk"
