"X","Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","Tag","TSN","TaxonCode","Latin_Name","StemsLive","SumLiveBasalArea_cm2","Equiv_Live_DBH_cm","DBH_Check","Status","Browsable","Browsed","SaplingVigor","VigorClass","SumDeadBasalArea_cm2","Equiv_Dead_DBH_cm"
69,"ANTI-0052","ANTI","ANTI","na",4,1,"Park",2018,20180619,25654,18117,86731,"Asimina triloba",1,1.3,1.3,0,"Alive Leaning","Yes","No",1,"Healthy",0,0
70,"ANTI-0052","ANTI","ANTI","na",4,1,"Park",2018,20180619,25656,18117,86731,"Asimina triloba",1,1,1.1,0,"Alive Standing","Yes","No",1,"Healthy",0,0
71,"ANTI-0052","ANTI","ANTI","na",4,1,"Park",2018,20180619,25659,18117,86731,"Asimina triloba",1,5.3,2.6,0,"Alive Standing","Yes","No",1,"Healthy",0,0
72,"ANTI-0052","ANTI","ANTI","na",4,1,"Park",2018,20180619,19328,28749,126739,"Acer negundo",1,37.4,6.9,0,"Alive Standing","Yes","No",1,"Healthy",0,0
73,"ANTI-0052","ANTI","ANTI","na",2,1,"Park",2010,20100819,19324,28749,126739,"Acer negundo",1,5.3,2.6,0,"Alive Standing","Yes","Yes",NA,"",0,0
74,"ANTI-0052","ANTI","ANTI","na",2,1,"Park",2010,20100819,19324,28749,126739,"Acer negundo",1,16.6,4.6,0,"Alive Standing","Yes","Yes",NA,"",0,0
75,"ANTI-0052","ANTI","ANTI","na",2,1,"Park",2010,20100819,19325,28749,126739,"Acer negundo",1,38.5,7,0,"Alive Leaning","Yes","Yes",NA,"",0,0
76,"ANTI-0052","ANTI","ANTI","na",3,1,"Park",2014,20140708,21451,18117,86731,"Asimina triloba",1,4.9,2.5,0,"Alive Standing","Yes","No",NA,"",0,0
77,"ANTI-0052","ANTI","ANTI","na",4,1,"Park",2018,20180619,25683,18117,86731,"Asimina triloba",1,1.5,1.4,0,"Alive Standing","Yes","No",1,"Healthy",0,0
78,"ANTI-0052","ANTI","ANTI","na",2,1,"Park",2010,20100819,19327,18117,86731,"Asimina triloba",1,1.8,1.5,0,"Alive Leaning","Yes","No",NA,"",0,0
79,"ANTI-0052","ANTI","ANTI","na",3,1,"Park",2014,20140708,21447,18117,86731,"Asimina triloba",1,2.8,1.9,0,"Alive Standing","No","No",NA,"",0,0
80,"ANTI-0052","ANTI","ANTI","na",4,1,"Park",2018,20180619,21443,18117,86731,"Asimina triloba",1,11.3,3.8,0,"Alive Leaning","No","No",1,"Healthy",0,0
81,"ANTI-0052","ANTI","ANTI","na",3,1,"Park",2014,20140708,19324,28749,126739,"Acer negundo",1,18.1,4.8,0,"Alive Standing","Yes","Yes",NA,"",0,0
82,"ANTI-0052","ANTI","ANTI","na",3,1,"Park",2014,20140708,19324,28749,126739,"Acer negundo",1,8.6,3.3,0,"Alive Standing","Yes","Yes",NA,"",0,0
83,"ANTI-0052","ANTI","ANTI","na",4,1,"Park",2018,20180619,25655,18117,86731,"Asimina triloba",1,12.6,4,0,"Alive Standing","Yes","No",1,"Healthy",0,0
84,"ANTI-0052","ANTI","ANTI","na",4,1,"Park",2018,20180619,25653,18117,86731,"Asimina triloba",1,1,1.1,0,"Alive Standing","Yes","No",1,"Healthy",0,0
85,"ANTI-0052","ANTI","ANTI","na",3,1,"Park",2014,20140708,19328,28749,126739,"Acer negundo",1,28.3,6,0,"Alive Standing","No","No",NA,"",0,0
86,"ANTI-0052","ANTI","ANTI","na",3,1,"Park",2014,20140708,21452,18117,86731,"Asimina triloba",1,2.5,1.8,0,"Alive Standing","Yes","No",NA,"",0,0
87,"ANTI-0052","ANTI","ANTI","na",4,1,"Park",2018,20180619,19324,28749,126739,"Acer negundo",1,25.5,5.7,0,"Alive Standing","Yes","No",1,"Healthy",0,0
88,"ANTI-0052","ANTI","ANTI","na",4,1,"Park",2018,20180619,19324,28749,126739,"Acer negundo",1,30.2,6.2,0,"Alive Standing","Yes","No",1,"Healthy",0,0
89,"ANTI-0052","ANTI","ANTI","na",4,1,"Park",2018,20180619,25651,18117,86731,"Asimina triloba",1,1.3,1.3,0,"Alive Standing","Yes","No",1,"Healthy",0,0
90,"ANTI-0052","ANTI","ANTI","na",4,1,"Park",2018,20180619,25657,18117,86731,"Asimina triloba",1,2,1.6,0,"Alive Standing","Yes","No",1,"Healthy",0,0
91,"ANTI-0052","ANTI","ANTI","na",4,1,"Park",2018,20180619,25663,18117,86731,"Asimina triloba",1,3.1,2,0,"Alive Standing","No","No",1,"Healthy",0,0
92,"ANTI-0052","ANTI","ANTI","na",3,1,"Park",2014,20140708,21444,18117,86731,"Asimina triloba",1,3.1,2,0,"Alive Standing","Yes","No",NA,"",0,0
93,"ANTI-0052","ANTI","ANTI","na",3,1,"Park",2014,20140708,21444,18117,86731,"Asimina triloba",1,0.8,1,0,"Alive Standing","Yes","No",NA,"",0,0
94,"ANTI-0072","ANTI","ANTI","na",3,1,"Region",2014,20140716,12737,18048,92550,"Juniperus virginiana",1,1.1,1.2,0,"Alive Standing","Yes","No",NA,"",0,0
95,"ANTI-0072","ANTI","ANTI","na",2,1,"Region",2010,20100722,12737,18048,92550,"Juniperus virginiana",1,0.8,1,0,"Alive Standing","Yes","No",NA,"",0,0
96,"ANTI-0072","ANTI","ANTI","na",2,1,"Region",2010,20100722,12736,18048,92550,"Juniperus virginiana",1,14.5,4.3,0,"Alive Standing","Yes","No",NA,"",0,0
97,"ANTI-0072","ANTI","ANTI","na",2,1,"Region",2010,20100722,1866,19254,96095,"Juglans nigra",1,8.6,3.3,0,"Alive Standing","No","No",NA,"",0,0
98,"ANTI-0072","ANTI","ANTI","na",2,1,"Region",2010,20100722,1866,19254,96095,"Juglans nigra",1,28.3,6,0,"Alive Standing","No","No",NA,"",0,0
99,"ANTI-0072","ANTI","ANTI","na",1,1,"Region",2006,20060731,1869,24764,127067,"Prunus serotina",1,12.6,4,0,"Alive Standing","unk","No",NA,"",0,0
100,"ANTI-0072","ANTI","ANTI","na",1,1,"Region",2006,20060731,1869,24764,127067,"Prunus serotina",1,41.9,7.3,0,"Alive Standing","unk","No",NA,"",0,0
101,"ANTI-0072","ANTI","ANTI","na",1,1,"Region",2006,20060731,1868,24764,127067,"Prunus serotina",1,8,3.2,0,"Alive Standing","unk","No",NA,"",0,0
102,"ANTI-0072","ANTI","ANTI","na",1,1,"Region",2006,20060731,1866,19254,96095,"Juglans nigra",1,8.6,3.3,0,"Alive Standing","unk","No",NA,"",0,0
103,"ANTI-0072","ANTI","ANTI","na",1,1,"Region",2006,20060731,1866,19254,96095,"Juglans nigra",1,4.9,2.5,0,"Alive Standing","unk","No",NA,"",0,0
104,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15936,28827,126826,"Ailanthus altissima",1,3.8,2.2,0,"Alive Standing","No","No",NA,"",0,0
105,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15952,28827,126826,"Ailanthus altissima",1,7.5,3.1,0,"Alive Leaning","No","No",NA,"",0,0
106,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15940,28827,126826,"Ailanthus altissima",1,11.9,3.9,0,"Alive Standing","No","No",NA,"",0,0
107,"ANTI-0082","ANTI","ANTI","na",3,3,"Park",2016,20160712,15959,28827,126826,"Ailanthus altissima",1,9.1,3.4,0,"Alive Standing","Yes","No",NA,"",0,0
108,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15961,28827,126826,"Ailanthus altissima",1,14.5,4.3,0,"Alive Standing","No","No",NA,"",0,0
109,"ANTI-0082","ANTI","ANTI","na",3,3,"Park",2016,20160712,15956,28827,126826,"Ailanthus altissima",1,13.2,4.1,0,"Alive Standing","No","No",NA,"",0,0
110,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15946,28827,126826,"Ailanthus altissima",1,8.6,3.3,0,"Alive Leaning","No","No",NA,"",0,0
111,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15942,28827,126826,"Ailanthus altissima",1,3.5,2.1,0,"Alive Standing","No","No",NA,"",0,0
112,"ANTI-0082","ANTI","ANTI","na",3,3,"Park",2016,20160712,15940,28827,126826,"Ailanthus altissima",1,30.2,6.2,0,"Alive Standing","No","No",NA,"",0,0
113,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15935,19040,102130,"Celtis occidentalis",1,1.8,1.5,0,"Alive Standing","Yes","No",NA,"",0,0
114,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15935,19040,102130,"Celtis occidentalis",1,2.3,1.7,0,"Alive Standing","Yes","No",NA,"",0,0
115,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15935,19040,102130,"Celtis occidentalis",1,31.2,6.3,0,"Alive Standing","Yes","No",NA,"",0,0
116,"ANTI-0082","ANTI","ANTI","na",3,3,"Park",2016,20160712,15946,28827,126826,"Ailanthus altissima",1,20.4,5.1,0,"Alive Standing","No","No",NA,"",0,0
117,"ANTI-0082","ANTI","ANTI","na",3,3,"Park",2016,20160712,15952,28827,126826,"Ailanthus altissima",1,9.1,3.4,0,"Alive Leaning","No","No",NA,"",0,0
118,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15943,28827,126826,"Ailanthus altissima",1,1.8,1.5,0,"Alive Standing","No","No",NA,"",0,0
119,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15948,28827,126826,"Ailanthus altissima",1,3.8,2.2,0,"Alive Broken","No","No",NA,"",0,0
120,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15958,28827,126826,"Ailanthus altissima",1,2.8,1.9,0,"Alive Standing","No","No",NA,"",0,0
121,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15949,28827,126826,"Ailanthus altissima",1,8.6,3.3,0,"Alive Standing","No","No",NA,"",0,0
122,"ANTI-0082","ANTI","ANTI","na",3,3,"Park",2016,20160712,15949,28827,126826,"Ailanthus altissima",1,11.9,3.9,0,"Alive Standing","No","No",NA,"",0,0
123,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15950,28827,126826,"Ailanthus altissima",1,2.8,1.9,0,"Alive Standing","No","No",NA,"",0,0
124,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15956,28827,126826,"Ailanthus altissima",1,8.6,3.3,0,"Alive Standing","No","No",NA,"",0,0
125,"ANTI-0082","ANTI","ANTI","na",3,3,"Park",2016,20160712,15935,19040,102130,"Celtis occidentalis",1,38.5,7,0,"Alive Standing","Yes","Yes",NA,"",0,0
126,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15944,28827,126826,"Ailanthus altissima",1,3.1,2,0,"Alive Standing","No","No",NA,"",0,0
127,"ANTI-0082","ANTI","ANTI","na",3,3,"Park",2016,20160712,15955,28827,126826,"Ailanthus altissima",1,7.5,3.1,0,"Alive Standing","No","No",NA,"",0,0
128,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15945,28827,126826,"Ailanthus altissima",1,13.2,4.1,0,"Alive Standing","No","No",NA,"",0,0
129,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15945,28827,126826,"Ailanthus altissima",1,13.2,4.1,0,"Alive Standing","No","No",NA,"",0,0
130,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15951,28827,126826,"Ailanthus altissima",1,2.8,1.9,0,"Alive Standing","No","No",NA,"",0,0
131,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15957,28827,126826,"Ailanthus altissima",1,5.3,2.6,0,"Alive Standing","No","No",NA,"",0,0
132,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15941,28827,126826,"Ailanthus altissima",1,13.9,4.2,0,"Alive Standing","No","No",NA,"",0,0
133,"ANTI-0082","ANTI","ANTI","na",3,3,"Park",2016,20160712,15941,28827,126826,"Ailanthus altissima",1,26.4,5.8,0,"Alive Standing","No","No",NA,"",0,0
134,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15947,28827,126826,"Ailanthus altissima",1,1.8,1.5,0,"Alive Leaning","No","No",NA,"",0,0
135,"ANTI-0082","ANTI","ANTI","na",3,3,"Park",2016,20160712,15961,28827,126826,"Ailanthus altissima",1,22.9,5.4,0,"Alive Standing","No","No",NA,"",0,0
136,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15954,28827,126826,"Ailanthus altissima",1,6.2,2.8,0,"Alive Standing","No","No",NA,"",0,0
137,"ANTI-0082","ANTI","ANTI","na",3,3,"Park",2016,20160712,15939,28827,126826,"Ailanthus altissima",1,33.2,6.5,0,"Alive Standing","No","No",NA,"",0,0
138,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15962,28827,126826,"Ailanthus altissima",1,10.2,3.6,0,"Alive Standing","No","No",NA,"",0,0
139,"ANTI-0082","ANTI","ANTI","na",3,3,"Park",2016,20160712,15962,28827,126826,"Ailanthus altissima",1,13.9,4.2,0,"Alive Leaning","No","No",NA,"",0,0
140,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15963,28827,126826,"Ailanthus altissima",1,1.3,1.3,0,"Alive Standing","No","No",NA,"",0,0
141,"ANTI-0082","ANTI","ANTI","na",3,3,"Park",2016,20160712,15945,28827,126826,"Ailanthus altissima",1,23.8,5.5,0,"Alive Standing","No","No",NA,"",0,0
142,"ANTI-0082","ANTI","ANTI","na",3,3,"Park",2016,20160712,15945,28827,126826,"Ailanthus altissima",1,24.6,5.6,0,"Alive Standing","No","No",NA,"",0,0
143,"ANTI-0082","ANTI","ANTI","na",3,3,"Park",2016,20160712,15947,28827,126826,"Ailanthus altissima",1,2.5,1.8,0,"Alive Leaning","Yes","No",NA,"",0,0
144,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15937,28827,126826,"Ailanthus altissima",1,2.3,1.7,0,"Alive Standing","Yes","No",NA,"",0,0
145,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15938,28827,126826,"Ailanthus altissima",1,2.5,1.8,0,"Alive Standing","No","No",NA,"",0,0
146,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15955,28827,126826,"Ailanthus altissima",1,6.2,2.8,0,"Alive Standing","No","No",NA,"",0,0
147,"ANTI-0082","ANTI","ANTI","na",2,3,"Park",2012,20120925,15939,28827,126826,"Ailanthus altissima",1,16.6,4.6,0,"Alive Standing","No","No",NA,"",0,0
