"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","Quadrat_Number","Latin_Name","TaxonCode","Height","Browsable","Browsed"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"120-8m","Celtis occidentalis",102130,21.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"120-8m","Celtis occidentalis",102130,25.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"120-8m","Celtis occidentalis",102130,19.50,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"120-8m","Celtis occidentalis",102130,38.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"120-8m","Acer negundo",126739,25.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"120-8m","Celtis occidentalis",102130,28.00,"Yes","Yes"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"120-8m","Celtis occidentalis",102130,21.00,"Yes","Yes"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"120-8m","Celtis occidentalis",102130,27.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"120-8m","Celtis occidentalis",102130,19.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"180","Celtis occidentalis",102130,29.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"180","Celtis occidentalis",102130,18.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"180","Celtis occidentalis",102130,15.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"180","Celtis occidentalis",102130,20.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"180","Celtis occidentalis",102130,23.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"180","Celtis occidentalis",102130,17.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"180","Celtis occidentalis",102130,21.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"180","Celtis occidentalis",102130,28.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"180","Juglans nigra",96095,45.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"240-13m","Fraxinus americana",129682,27.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"240-3m","Celtis occidentalis",102130,21.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"240-3m","Juglans nigra",96095,87.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"240-3m","Juglans nigra",96095,24.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"240-3m","Celtis occidentalis",102130,34.00,"Yes","Yes"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"240-3m","Celtis occidentalis",102130,26.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"240-3m","Acer negundo",126739,20.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"240-3m","Celtis occidentalis",102130,20.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"240-3m","Celtis occidentalis",102130,22.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"300","Juniperus virginiana",92550,93.00,"Yes","Yes"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"300","Juglans nigra",96095,58.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"300","Juglans nigra",96095,58.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"300","Juglans nigra",96095,42.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"300","Celtis occidentalis",102130,26.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"360-13m","Celtis occidentalis",102130,36.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"360-13m","Juglans nigra",96095,104.00,"Yes","Yes"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"360-13m","Fraxinus americana",129682,65.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"360-3m","Celtis occidentalis",102130,17.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"360-3m","Fraxinus americana",129682,30.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",2.00,3,"Park",2012,20120911,"360-3m","Celtis occidentalis",102130,44.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"360-8m","Celtis occidentalis",102130,26.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"360-8m","Celtis occidentalis",102130,26.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"60","Ulmus americana",103023,15.00,"Yes","No"
"ANTI-0036","ANTI","ANTI","na",3.00,3,"Park",2016,20160620,"60","Ulmus americana",103023,39.00,"Yes","No"
"ANTI-0045","ANTI","ANTI","na",3.00,4,"Park",2017,20170725,"120-3m","Acer negundo",126739,157.00,"Yes","Yes"
"ANTI-0045","ANTI","ANTI","na",3.00,4,"Park",2017,20170725,"240-8m","Acer negundo",126739,23.00,"Yes","No"
"ANTI-0045","ANTI","ANTI","na",3.00,4,"Park",2017,20170725,"360-3m","Celtis occidentalis",102130,49.00,"Yes","No"
"ANTI-0045","ANTI","ANTI","na",3.00,4,"Park",2017,20170725,"360-8m","Gleditsia triacanthos",121871,17.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"120-13m","Celtis occidentalis",102130,18.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"120-13m","Asimina triloba",86731,102.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"120-13m","Asimina triloba",86731,99.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"120-13m","Asimina triloba",86731,22.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"120-13m","Celtis occidentalis",102130,23.00,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"120-13m","Asimina triloba",86731,39.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"120-3m","Asimina triloba",86731,75.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"120-3m","Asimina triloba",86731,71.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"120-3m","Asimina triloba",86731,56.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"120-3m","Celtis occidentalis",102130,21.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"120-3m","Asimina triloba",86731,57.00,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"120-3m","Celtis occidentalis",102130,19.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"120-3m","Asimina triloba",86731,16.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"120-3m","Celtis occidentalis",102130,18.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"120-3m","Asimina triloba",86731,23.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"120-3m","Celtis occidentalis",102130,15.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"120-8m","Asimina triloba",86731,150.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"120-8m","Asimina triloba",86731,112.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"120-8m","Asimina triloba",86731,45.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"120-8m","Celtis occidentalis",102130,82.00,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"180","Celtis occidentalis",102130,16.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"180","Celtis occidentalis",102130,18.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"180","Celtis occidentalis",102130,16.00,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"180","Celtis occidentalis",102130,15.50,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"180","Celtis occidentalis",102130,21.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"180","Celtis occidentalis",102130,40.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"180","Celtis occidentalis",102130,20.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"180","Asimina triloba",86731,54.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"240-13m","Asimina triloba",86731,21.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"240-13m","Celtis occidentalis",102130,22.00,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"240-13m","Celtis occidentalis",102130,28.00,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"240-13m","Celtis occidentalis",102130,25.00,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"240-13m","Asimina triloba",86731,67.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"240-13m","Asimina triloba",86731,49.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"240-13m","Celtis occidentalis",102130,33.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"240-13m","Celtis occidentalis",102130,24.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"240-13m","Celtis occidentalis",102130,27.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"240-13m","Asimina triloba",86731,63.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"240-13m","Asimina triloba",86731,104.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"240-13m","Asimina triloba",86731,52.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"240-13m","Asimina triloba",86731,39.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"240-13m","Juglans nigra",96095,42.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"240-3m","Celtis occidentalis",102130,20.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"240-3m","Fraxinus americana",129682,16.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"240-3m","Fraxinus americana",129682,23.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"240-3m","Celtis occidentalis",102130,18.00,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"240-3m","Asimina triloba",86731,162.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"240-3m","Fraxinus americana",129682,21.00,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"240-3m","Carya cordiformis",106132,16.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"240-3m","Asimina triloba",86731,37.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"240-8m","Celtis occidentalis",102130,22.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"240-8m","Celtis occidentalis",102130,36.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"240-8m","Asimina triloba",86731,71.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"240-8m","Celtis occidentalis",102130,15.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"240-8m","Asimina triloba",86731,28.00,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"240-8m","Celtis occidentalis",102130,16.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"240-8m","Asimina triloba",86731,157.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"300","Celtis occidentalis",102130,26.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"300","Asimina triloba",86731,46.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"300","Asimina triloba",86731,41.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"300","Celtis occidentalis",102130,16.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"300","Celtis occidentalis",102130,27.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"300","Celtis occidentalis",102130,36.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"300","Asimina triloba",86731,153.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"300","Asimina triloba",86731,137.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"300","Asimina triloba",86731,78.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"300","Asimina triloba",86731,190.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"360-13m","Celtis occidentalis",102130,17.00,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"360-13m","Celtis occidentalis",102130,17.00,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-13m","Fraxinus americana",129682,15.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-13m","Celtis occidentalis",102130,24.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-13m","Fraxinus americana",129682,18.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-13m","Celtis occidentalis",102130,16.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-13m","Quercus muehlenbergii",160850,16.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-13m","Acer negundo",126739,19.00,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-13m","Celtis occidentalis",102130,23.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-13m","Asimina triloba",86731,31.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"360-13m","Celtis occidentalis",102130,17.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"360-13m","Celtis occidentalis",102130,18.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"360-3m","Asimina triloba",86731,81.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"360-3m","Asimina triloba",86731,211.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"360-3m","Celtis occidentalis",102130,22.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-3m","Asimina triloba",86731,142.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-3m","Asimina triloba",86731,29.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-3m","Asimina triloba",86731,15.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"360-3m","Asimina triloba",86731,102.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"360-3m","Asimina triloba",86731,128.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-8m","Celtis occidentalis",102130,17.00,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-8m","Asimina triloba",86731,105.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-8m","Celtis occidentalis",102130,19.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-8m","Asimina triloba",86731,16.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-8m","Fraxinus americana",129682,17.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",3.00,1,"Park",2014,20140708,"360-8m","Acer negundo",126739,18.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"360-8m","Celtis occidentalis",102130,29.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"360-8m","Celtis occidentalis",102130,45.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"360-8m","Fraxinus americana",129682,19.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"360-8m","Fraxinus americana",129682,17.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"360-8m","Asimina triloba",86731,238.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"360-8m","Asimina triloba",86731,59.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"360-8m","Asimina triloba",86731,132.00,"Yes","No"
"ANTI-0052","ANTI","ANTI","na",2.00,1,"Park",2010,20100819,"60","Celtis occidentalis",102130,29.00,"unk","unk"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"60","Celtis occidentalis",102130,25.00,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"60","Celtis occidentalis",102130,15.00,"Yes","Yes"
"ANTI-0052","ANTI","ANTI","na",4.00,1,"Park",2018,20180619,"60","Fraxinus americana",129682,17.00,"Yes","No"
"ANTI-0072","ANTI","ANTI","na",4.00,1,"Region",2018,20180627,"120-13m","Acer negundo",126739,17.00,"Yes","No"
"ANTI-0072","ANTI","ANTI","na",4.00,1,"Region",2018,20180627,"120-13m","Acer negundo",126739,18.00,"Yes","No"
"ANTI-0072","ANTI","ANTI","na",4.00,1,"Region",2018,20180627,"120-13m","Acer negundo",126739,16.00,"Yes","No"
"ANTI-0072","ANTI","ANTI","na",4.00,1,"Region",2018,20180627,"120-13m","Acer negundo",126739,19.00,"Yes","No"
"ANTI-0072","ANTI","ANTI","na",4.00,1,"Region",2018,20180627,"120-13m","Acer negundo",126739,19.00,"Yes","No"
"ANTI-0072","ANTI","ANTI","na",4.00,1,"Region",2018,20180627,"120-3m","Acer negundo",126739,15.00,"Yes","No"
"ANTI-0072","ANTI","ANTI","na",3.00,1,"Region",2014,20140716,"120-3m","Juniperus virginiana",92550,75.00,"Yes","No"
"ANTI-0072","ANTI","ANTI","na",3.00,1,"Region",2014,20140716,"120-3m","Acer negundo",126739,24.00,"Yes","Yes"
"ANTI-0072","ANTI","ANTI","na",3.00,1,"Region",2014,20140716,"120-3m","Acer negundo",126739,16.00,"Yes","No"
"ANTI-0072","ANTI","ANTI","na",3.00,1,"Region",2014,20140716,"120-8m","Quercus alba",98896,34.00,"Yes","Yes"
"ANTI-0072","ANTI","ANTI","na",3.00,1,"Region",2014,20140716,"120-8m","Acer negundo",126739,18.00,"Yes","Yes"
"ANTI-0072","ANTI","ANTI","na",3.00,1,"Region",2014,20140716,"120-8m","Celtis occidentalis",102130,21.00,"Yes","No"
"ANTI-0072","ANTI","ANTI","na",3.00,1,"Region",2014,20140716,"120-8m","Acer negundo",126739,21.00,"Yes","Yes"
"ANTI-0072","ANTI","ANTI","na",3.00,1,"Region",2014,20140716,"120-8m","Acer negundo",126739,21.00,"Yes","Yes"
"ANTI-0072","ANTI","ANTI","na",3.00,1,"Region",2014,20140716,"120-8m","Acer negundo",126739,23.00,"Yes","Yes"
"ANTI-0072","ANTI","ANTI","na",4.00,1,"Region",2018,20180627,"120-8m","Acer negundo",126739,16.00,"Yes","No"
"ANTI-0072","ANTI","ANTI","na",4.00,1,"Region",2018,20180627,"120-8m","Acer negundo",126739,15.00,"Yes","No"
"ANTI-0072","ANTI","ANTI","na",1.00,1,"Region",2006,20060731,"120-8m","Quercus alba",98896,98.00,"unk","unk"
"ANTI-0072","ANTI","ANTI","na",4.00,1,"Region",2018,20180627,"120-8m","Acer negundo",126739,21.00,"Yes","No"
"ANTI-0072","ANTI","ANTI","na",4.00,1,"Region",2018,20180627,"120-8m","Acer negundo",126739,17.00,"Yes","Yes"
