Plot_Name,Unit_Code,Unit_Group,Subunit_Code,Cycle,Panel,Frame,Sample_Year,Date,Microplot_ID,TSN,TaxonCode,Latin_Name,Cover
ALPO-012,ALPO,ALPO,na,1,4,ERMN,2010,20100706,30,19033,2406,Hamamelis virginiana,3.5
ALPO-012,ALPO,ALPO,na,2,8,ERMN,2014,20140708,30,19033,2406,Hamamelis virginiana,17.5
ALPO-012,ALPO,ALPO,na,1,4,ERMN,2010,20100706,330,19033,2406,Hamamelis virginiana,0.5
ALPO-012,ALPO,ALPO,na,2,8,ERMN,2014,20140708,330,19033,2406,Hamamelis virginiana,0.5
ALPO-012,ALPO,ALPO,na,1,4,ERMN,2010,20100706,330,24866,4487,Rubus allegheniensis,3.5
ALPO-012,ALPO,ALPO,na,2,8,ERMN,2014,20140708,330,24848,4484,Rubus sp.,0.5
ALPO-015,ALPO,ALPO,na,1,3,ERMN,2009,20090720,150,28002,2665,Ilex montana,0.5
ALPO-015,ALPO,ALPO,na,3,11,ERMN,2017,20170725,150,27985,2668,Ilex verticillata,1.5
ALPO-015,ALPO,ALPO,na,2,7,ERMN,2013,20130722,150,565397,3806,Photinia melanocarpa,0.5
ALPO-015,ALPO,ALPO,na,1,3,ERMN,2009,20090720,150,565397,3806,Photinia melanocarpa,17.5
ALPO-015,ALPO,ALPO,na,2,7,ERMN,2013,20130722,150,24943,4514,Rubus hispidus,1.5
ALPO-015,ALPO,ALPO,na,3,11,ERMN,2017,20170725,150,24943,4514,Rubus hispidus,1.5
ALPO-015,ALPO,ALPO,na,1,3,ERMN,2009,20090720,150,24943,4514,Rubus hispidus,7.5
ALPO-015,ALPO,ALPO,na,1,3,ERMN,2009,20090720,150,23579,5517,Vaccinium angustifolium,7.5
ALPO-015,ALPO,ALPO,na,3,11,ERMN,2017,20170725,150,23579,5517,Vaccinium angustifolium,0.5
ALPO-015,ALPO,ALPO,na,2,7,ERMN,2013,20130722,150,23579,5517,Vaccinium angustifolium,0.5
ALPO-015,ALPO,ALPO,na,1,3,ERMN,2009,20090720,150,35251,5601,Viburnum dentatum,0.5
ALPO-015,ALPO,ALPO,na,3,11,ERMN,2017,20170725,210,19033,2406,Hamamelis virginiana,0.5
ALPO-015,ALPO,ALPO,na,3,11,ERMN,2017,20170725,210,27985,2668,Ilex verticillata,0.5
ALPO-015,ALPO,ALPO,na,1,3,ERMN,2009,20090720,210,565397,3806,Photinia melanocarpa,0.5
ALPO-015,ALPO,ALPO,na,1,3,ERMN,2009,20090720,210,24866,4487,Rubus allegheniensis,17.5
ALPO-015,ALPO,ALPO,na,3,11,ERMN,2017,20170725,210,24943,4514,Rubus hispidus,7.5
ALPO-015,ALPO,ALPO,na,2,7,ERMN,2013,20130722,210,24943,4514,Rubus hispidus,7.5
ALPO-015,ALPO,ALPO,na,1,3,ERMN,2009,20090720,210,24943,4514,Rubus hispidus,85
ALPO-015,ALPO,ALPO,na,3,11,ERMN,2017,20170725,210,24848,4484,Rubus sp.,3.5
ALPO-015,ALPO,ALPO,na,2,7,ERMN,2013,20130722,210,24848,4484,Rubus sp.,0.5
ALPO-015,ALPO,ALPO,na,1,3,ERMN,2009,20090720,210,24848,4484,Rubus sp.,1.5
ALPO-015,ALPO,ALPO,na,3,11,ERMN,2017,20170725,210,23579,5517,Vaccinium angustifolium,1.5
ALPO-015,ALPO,ALPO,na,1,3,ERMN,2009,20090720,210,23579,5517,Vaccinium angustifolium,1.5
ALPO-015,ALPO,ALPO,na,2,7,ERMN,2013,20130722,210,23579,5517,Vaccinium angustifolium,0.5
ALPO-015,ALPO,ALPO,na,1,3,ERMN,2009,20090720,210,35251,5601,Viburnum dentatum,0.5
ALPO-015,ALPO,ALPO,na,1,3,ERMN,2009,20090720,30,24943,4514,Rubus hispidus,37.5
ALPO-015,ALPO,ALPO,na,3,11,ERMN,2017,20170725,30,24943,4514,Rubus hispidus,3.5
ALPO-015,ALPO,ALPO,na,2,7,ERMN,2013,20130722,30,24943,4514,Rubus hispidus,1.5
ALPO-015,ALPO,ALPO,na,2,7,ERMN,2013,20130722,30,23579,5517,Vaccinium angustifolium,0.5
ALPO-015,ALPO,ALPO,na,1,3,ERMN,2009,20090720,30,23579,5517,Vaccinium angustifolium,3.5
ALPO-015,ALPO,ALPO,na,3,11,ERMN,2017,20170725,30,23579,5517,Vaccinium angustifolium,1.5
ALPO-015,ALPO,ALPO,na,3,11,ERMN,2017,20170725,330,24943,4514,Rubus hispidus,1.5
ALPO-015,ALPO,ALPO,na,1,3,ERMN,2009,20090720,330,24943,4514,Rubus hispidus,3.5
ALPO-015,ALPO,ALPO,na,2,7,ERMN,2013,20130722,330,24943,4514,Rubus hispidus,0.5
ALPO-020,ALPO,ALPO,na,4,13,ERMN,2019,20190715,150,19033,2406,Hamamelis virginiana,1.5
ALPO-020,ALPO,ALPO,na,3,9,ERMN,2015,20150707,150,19033,2406,Hamamelis virginiana,1.5
ALPO-020,ALPO,ALPO,na,2,5,ERMN,2011,20110705,150,19033,2406,Hamamelis virginiana,3.5
ALPO-020,ALPO,ALPO,na,1,1,ERMN,2007,20070911,150,19033,2406,Hamamelis virginiana,1.5
ALPO-020,ALPO,ALPO,na,4,13,ERMN,2019,20190715,150,24866,4487,Rubus allegheniensis,7.5
ALPO-020,ALPO,ALPO,na,1,1,ERMN,2007,20070911,150,24866,4487,Rubus allegheniensis,0.5
ALPO-020,ALPO,ALPO,na,2,5,ERMN,2011,20110705,150,24848,4484,Rubus sp.,1.5
ALPO-020,ALPO,ALPO,na,3,9,ERMN,2015,20150707,150,24848,4484,Rubus sp.,3.5
ALPO-020,ALPO,ALPO,na,2,5,ERMN,2011,20110705,210,19033,2406,Hamamelis virginiana,0.5
ALPO-020,ALPO,ALPO,na,4,13,ERMN,2019,20190715,210,19033,2406,Hamamelis virginiana,3.5
ALPO-020,ALPO,ALPO,na,3,9,ERMN,2015,20150707,210,19033,2406,Hamamelis virginiana,0.5
ALPO-020,ALPO,ALPO,na,4,13,ERMN,2019,20190715,210,24866,4487,Rubus allegheniensis,1.5
ALPO-020,ALPO,ALPO,na,4,13,ERMN,2019,20190715,30,19033,2406,Hamamelis virginiana,3.5
ALPO-020,ALPO,ALPO,na,3,9,ERMN,2015,20150707,30,19033,2406,Hamamelis virginiana,1.5
ALPO-020,ALPO,ALPO,na,2,5,ERMN,2011,20110705,30,19033,2406,Hamamelis virginiana,0.5
ALPO-020,ALPO,ALPO,na,4,13,ERMN,2019,20190715,30,24866,4487,Rubus allegheniensis,1.5
ALPO-020,ALPO,ALPO,na,2,5,ERMN,2011,20110705,330,19033,2406,Hamamelis virginiana,1.5
ALPO-020,ALPO,ALPO,na,1,1,ERMN,2007,20070911,330,19033,2406,Hamamelis virginiana,0.5
ALPO-020,ALPO,ALPO,na,3,9,ERMN,2015,20150707,330,19033,2406,Hamamelis virginiana,1.5
ALPO-020,ALPO,ALPO,na,4,13,ERMN,2019,20190715,330,19033,2406,Hamamelis virginiana,1.5
ALPO-020,ALPO,ALPO,na,4,13,ERMN,2019,20190715,330,24866,4487,Rubus allegheniensis,0.5
ALPO-021,ALPO,ALPO,na,3,12,ERMN,2018,20180709,150,24866,4487,Rubus allegheniensis,1.5
ALPO-021,ALPO,ALPO,na,1,4,ERMN,2010,20100706,150,24866,4487,Rubus allegheniensis,7.5
ALPO-021,ALPO,ALPO,na,3,12,ERMN,2018,20180709,150,24921,4508,Rubus flagellaris,0.5
ALPO-021,ALPO,ALPO,na,3,12,ERMN,2018,20180709,150,24848,4484,Rubus sp.,0.5
ALPO-021,ALPO,ALPO,na,2,8,ERMN,2014,20140708,150,24848,4484,Rubus sp.,1.5
ALPO-021,ALPO,ALPO,na,1,4,ERMN,2010,20100706,210,24866,4487,Rubus allegheniensis,17.5
ALPO-021,ALPO,ALPO,na,3,12,ERMN,2018,20180709,210,24866,4487,Rubus allegheniensis,1.5
ALPO-021,ALPO,ALPO,na,2,8,ERMN,2014,20140708,210,24848,4484,Rubus sp.,3.5
ALPO-021,ALPO,ALPO,na,3,12,ERMN,2018,20180709,210,24848,4484,Rubus sp.,1.5
ALPO-021,ALPO,ALPO,na,3,12,ERMN,2018,20180709,30,19033,2406,Hamamelis virginiana,0.5
ALPO-021,ALPO,ALPO,na,1,4,ERMN,2010,20100706,30,19033,2406,Hamamelis virginiana,0.5
ALPO-021,ALPO,ALPO,na,2,8,ERMN,2014,20140708,30,19033,2406,Hamamelis virginiana,0.5
ALPO-021,ALPO,ALPO,na,1,4,ERMN,2010,20100706,30,24866,4487,Rubus allegheniensis,17.5
ALPO-021,ALPO,ALPO,na,2,8,ERMN,2014,20140708,30,24848,4484,Rubus sp.,0.5
ALPO-021,ALPO,ALPO,na,1,4,ERMN,2010,20100706,30,35315,4696,Sambucus sp.,0.5
ALPO-021,ALPO,ALPO,na,2,8,ERMN,2014,20140708,30,35315,4696,Sambucus sp.,0.5
ALPO-021,ALPO,ALPO,na,3,12,ERMN,2018,20180709,30,35315,4696,Sambucus sp.,0.5
ALPO-021,ALPO,ALPO,na,1,4,ERMN,2010,20100706,330,19033,2406,Hamamelis virginiana,0.5
ALPO-021,ALPO,ALPO,na,1,4,ERMN,2010,20100706,330,24866,4487,Rubus allegheniensis,3.5
ALPO-021,ALPO,ALPO,na,2,8,ERMN,2014,20140708,330,24848,4484,Rubus sp.,0.5
ALPO-025,ALPO,ALPO,na,3,11,ERMN,2017,20170725,150,28002,2665,Ilex montana,0.5
ALPO-025,ALPO,ALPO,na,3,11,ERMN,2017,20170725,150,24848,4484,Rubus sp.,0.5
ALPO-025,ALPO,ALPO,na,1,3,ERMN,2009,20090721,210,18835,574,Berberis thunbergii,0.5
ALPO-025,ALPO,ALPO,na,3,11,ERMN,2017,20170725,210,18835,574,Berberis thunbergii,0.5
ALPO-025,ALPO,ALPO,na,2,7,ERMN,2013,20130724,330,18835,574,Berberis thunbergii,17.5
ALPO-025,ALPO,ALPO,na,1,3,ERMN,2009,20090721,330,18835,574,Berberis thunbergii,7.5
ALPO-025,ALPO,ALPO,na,3,11,ERMN,2017,20170725,330,18835,574,Berberis thunbergii,17.5
ALPO-027,ALPO,ALPO,na,1,2,ERMN,2008,20080721,150,24848,4484,Rubus sp.,3.5
ALPO-027,ALPO,ALPO,na,1,2,ERMN,2008,20080721,210,24866,4487,Rubus allegheniensis,0.5
ALPO-027,ALPO,ALPO,na,1,2,ERMN,2008,20080721,30,18835,574,Berberis thunbergii,0.5
ALPO-027,ALPO,ALPO,na,2,6,ERMN,2012,20120716,30,18835,574,Berberis thunbergii,1.5
ALPO-027,ALPO,ALPO,na,1,2,ERMN,2008,20080721,30,24866,4487,Rubus allegheniensis,0.5
ALPO-027,ALPO,ALPO,na,2,6,ERMN,2012,20120716,30,24848,4484,Rubus sp.,0.5
ALPO-027,ALPO,ALPO,na,1,2,ERMN,2008,20080721,330,24866,4487,Rubus allegheniensis,1.5
ALPO-027,ALPO,ALPO,na,2,6,ERMN,2012,20120716,330,24854,4535,Rubus occidentalis,0.5
ALPO-027,ALPO,ALPO,na,1,2,ERMN,2008,20080721,330,24854,4535,Rubus occidentalis,3.5
ALPO-027,ALPO,ALPO,na,2,6,ERMN,2012,20120716,330,24848,4484,Rubus sp.,3.5
ALPO-030,ALPO,ALPO,na,4,13,ERMN,2019,20190717,210,19033,2406,Hamamelis virginiana,0.5
ALPO-031,ALPO,ALPO,na,1,4,ERMN,2010,20100708,150,18835,574,Berberis thunbergii,17.5
ALPO-031,ALPO,ALPO,na,2,8,ERMN,2014,20140711,150,18835,574,Berberis thunbergii,37.5
ALPO-031,ALPO,ALPO,na,3,12,ERMN,2018,20180709,150,18835,574,Berberis thunbergii,62.5
ALPO-031,ALPO,ALPO,na,1,4,ERMN,2010,20100708,210,18835,574,Berberis thunbergii,0.5
ALPO-031,ALPO,ALPO,na,2,8,ERMN,2014,20140711,210,18835,574,Berberis thunbergii,7.5
ALPO-031,ALPO,ALPO,na,3,12,ERMN,2018,20180709,210,18835,574,Berberis thunbergii,17.5
ALPO-031,ALPO,ALPO,na,1,4,ERMN,2010,20100708,30,24866,4487,Rubus allegheniensis,0.5
ALPO-031,ALPO,ALPO,na,3,12,ERMN,2018,20180709,330,18835,574,Berberis thunbergii,1.5
ALPO-031,ALPO,ALPO,na,2,8,ERMN,2014,20140711,330,18835,574,Berberis thunbergii,0.5
ALPO-036,ALPO,ALPO,na,2,5,ERMN,2011,20110708,210,35315,4696,Sambucus sp.,0.5
ALPO-036,ALPO,ALPO,na,3,9,ERMN,2015,20150710,210,35315,4696,Sambucus sp.,0.5
ALPO-041,ALPO,ALPO,na,1,2,ERMN,2008,20080721,150,19033,2406,Hamamelis virginiana,3.5
ALPO-041,ALPO,ALPO,na,2,6,ERMN,2012,20120716,150,19033,2406,Hamamelis virginiana,37.5
ALPO-041,ALPO,ALPO,na,1,2,ERMN,2008,20080721,150,18147,3018,Lindera benzoin,0.5
ALPO-041,ALPO,ALPO,na,1,2,ERMN,2008,20080721,150,24848,4484,Rubus sp.,0.5
ALPO-041,ALPO,ALPO,na,1,2,ERMN,2008,20080721,30,19033,2406,Hamamelis virginiana,0.5
ALPO-041,ALPO,ALPO,na,1,2,ERMN,2008,20080721,330,19033,2406,Hamamelis virginiana,0.5
ALPO-053,ALPO,ALPO,na,3,12,ERMN,2018,20180711,30,19033,2406,Hamamelis virginiana,0.5
ALPO-053,ALPO,ALPO,na,1,4,ERMN,2010,20100708,30,19033,2406,Hamamelis virginiana,0.5
ALPO-053,ALPO,ALPO,na,2,8,ERMN,2014,20140711,30,19033,2406,Hamamelis virginiana,0.5
ALPO-053,ALPO,ALPO,na,2,8,ERMN,2014,20140711,330,19033,2406,Hamamelis virginiana,0.5
ALPO-053,ALPO,ALPO,na,1,4,ERMN,2010,20100708,330,19033,2406,Hamamelis virginiana,0.5
ALPO-053,ALPO,ALPO,na,3,12,ERMN,2018,20180711,330,19033,2406,Hamamelis virginiana,0.5
ALPO-059,ALPO,ALPO,na,1,4,ERMN,2010,20100708,150,18147,3018,Lindera benzoin,37.5
ALPO-059,ALPO,ALPO,na,3,12,ERMN,2018,20180711,150,18147,3018,Lindera benzoin,0.5
ALPO-059,ALPO,ALPO,na,2,8,ERMN,2014,20140709,150,18147,3018,Lindera benzoin,17.5
ALPO-059,ALPO,ALPO,na,1,4,ERMN,2010,20100708,150,24833,4467,Rosa multiflora,0.5
ALPO-059,ALPO,ALPO,na,3,12,ERMN,2018,20180711,150,24833,4467,Rosa multiflora,0.5
ALPO-059,ALPO,ALPO,na,2,8,ERMN,2014,20140709,150,24833,4467,Rosa multiflora,0.5
ALPO-059,ALPO,ALPO,na,2,8,ERMN,2014,20140709,210,18147,3018,Lindera benzoin,17.5
ALPO-059,ALPO,ALPO,na,1,4,ERMN,2010,20100708,210,18147,3018,Lindera benzoin,37.5
ALPO-059,ALPO,ALPO,na,3,12,ERMN,2018,20180711,210,18147,3018,Lindera benzoin,7.5
ALPO-059,ALPO,ALPO,na,3,12,ERMN,2018,20180711,30,18835,574,Berberis thunbergii,3.5
ALPO-059,ALPO,ALPO,na,2,8,ERMN,2014,20140709,30,18835,574,Berberis thunbergii,0.5
ALPO-059,ALPO,ALPO,na,1,4,ERMN,2010,20100708,30,18835,574,Berberis thunbergii,0.5
ALPO-059,ALPO,ALPO,na,1,4,ERMN,2010,20100708,30,18147,3018,Lindera benzoin,17.5
ALPO-059,ALPO,ALPO,na,3,12,ERMN,2018,20180711,30,18147,3018,Lindera benzoin,17.5
ALPO-059,ALPO,ALPO,na,2,8,ERMN,2014,20140709,30,18147,3018,Lindera benzoin,17.5
ALPO-059,ALPO,ALPO,na,2,8,ERMN,2014,20140709,330,18147,3018,Lindera benzoin,17.5
ALPO-059,ALPO,ALPO,na,1,4,ERMN,2010,20100708,330,18147,3018,Lindera benzoin,7.5
ALPO-059,ALPO,ALPO,na,3,12,ERMN,2018,20180711,330,18147,3018,Lindera benzoin,3.5
ALPO-059,ALPO,ALPO,na,1,4,ERMN,2010,20100708,330,24833,4467,Rosa multiflora,0.5
ALPO-059,ALPO,ALPO,na,3,12,ERMN,2018,20180711,330,24833,4467,Rosa multiflora,0.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,150,501635,1429,Cornus racemosa,37.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,150,27798,1421,Cornus sp.,3.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,150,27798,1421,Cornus sp.,7.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,150,32973,2988,Ligustrum sp.,0.5
ALPO-061,ALPO,ALPO,na,3,12,ERMN,2018,20180711,150,32973,2988,Ligustrum sp.,7.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,150,32973,2988,Ligustrum sp.,3.5
ALPO-061,ALPO,ALPO,na,3,12,ERMN,2018,20180711,150,18147,3018,Lindera benzoin,1.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,150,18147,3018,Lindera benzoin,1.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,150,18147,3018,Lindera benzoin,3.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,150,35298,3099,Lonicera maackii,1.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,150,35298,3099,Lonicera maackii,0.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,150,35299,3100,Lonicera morrowii,3.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,150,35299,3100,Lonicera morrowii,3.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,150,24833,4467,Rosa multiflora,0.5
ALPO-061,ALPO,ALPO,na,3,12,ERMN,2018,20180711,150,24833,4467,Rosa multiflora,1.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,150,24833,4467,Rosa multiflora,0.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,150,24866,4487,Rubus allegheniensis,0.5
ALPO-061,ALPO,ALPO,na,3,12,ERMN,2018,20180711,150,24848,4484,Rubus sp.,0.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,210,27798,1421,Cornus sp.,0.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,210,27798,1421,Cornus sp.,7.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,210,18147,3018,Lindera benzoin,3.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,210,18147,3018,Lindera benzoin,1.5
ALPO-061,ALPO,ALPO,na,3,12,ERMN,2018,20180711,210,24854,4535,Rubus occidentalis,3.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,210,24854,4535,Rubus occidentalis,7.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,210,24854,4535,Rubus occidentalis,17.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,210,24848,4484,Rubus sp.,0.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,30,27799,1424,Cornus amomum,0.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,30,32973,2988,Ligustrum sp.,3.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,30,32973,2988,Ligustrum sp.,7.5
ALPO-061,ALPO,ALPO,na,3,12,ERMN,2018,20180711,30,32973,2988,Ligustrum sp.,3.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,30,18147,3018,Lindera benzoin,3.5
ALPO-061,ALPO,ALPO,na,3,12,ERMN,2018,20180711,30,18147,3018,Lindera benzoin,0.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,30,18147,3018,Lindera benzoin,3.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,30,35298,3099,Lonicera maackii,1.5
ALPO-061,ALPO,ALPO,na,3,12,ERMN,2018,20180711,30,35298,3099,Lonicera maackii,7.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,30,35298,3099,Lonicera maackii,1.5
ALPO-061,ALPO,ALPO,na,3,12,ERMN,2018,20180711,30,35299,3100,Lonicera morrowii,17.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,30,35299,3100,Lonicera morrowii,62.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,30,35299,3100,Lonicera morrowii,37.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,30,24833,4467,Rosa multiflora,1.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,30,24833,4467,Rosa multiflora,1.5
ALPO-061,ALPO,ALPO,na,3,12,ERMN,2018,20180711,30,24833,4467,Rosa multiflora,3.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,30,24866,4487,Rubus allegheniensis,0.5
ALPO-061,ALPO,ALPO,na,3,12,ERMN,2018,20180711,30,24866,4487,Rubus allegheniensis,0.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,30,24854,4535,Rubus occidentalis,0.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,30,24848,4484,Rubus sp.,0.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,30,24848,4484,Rubus sp.,0.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,30,,5996,Viburnum recognitum,3.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,330,27798,1421,Cornus sp.,1.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,330,32973,2988,Ligustrum sp.,17.5
ALPO-061,ALPO,ALPO,na,3,12,ERMN,2018,20180711,330,32973,2988,Ligustrum sp.,7.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,330,32973,2988,Ligustrum sp.,7.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,330,18147,3018,Lindera benzoin,17.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,330,18147,3018,Lindera benzoin,1.5
ALPO-061,ALPO,ALPO,na,3,12,ERMN,2018,20180711,330,35298,3099,Lonicera maackii,1.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,330,35298,3099,Lonicera maackii,0.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,330,35298,3099,Lonicera maackii,1.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,330,35299,3100,Lonicera morrowii,7.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,330,35299,3100,Lonicera morrowii,1.5
ALPO-061,ALPO,ALPO,na,3,12,ERMN,2018,20180711,330,35299,3100,Lonicera morrowii,3.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,330,24448,4421,Ribes sp.,3.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,330,24833,4467,Rosa multiflora,0.5
ALPO-061,ALPO,ALPO,na,3,12,ERMN,2018,20180711,330,24854,4535,Rubus occidentalis,1.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,330,24854,4535,Rubus occidentalis,7.5
ALPO-061,ALPO,ALPO,na,2,8,ERMN,2014,20140709,330,24854,4535,Rubus occidentalis,17.5
ALPO-061,ALPO,ALPO,na,1,4,ERMN,2010,20100709,330,,5996,Viburnum recognitum,1.5
ALPO-062,ALPO,ALPO,na,2,6,ERMN,2012,20120719,150,24848,4484,Rubus sp.,0.5
ALPO-062,ALPO,ALPO,na,3,10,ERMN,2016,20160719,150,24848,4484,Rubus sp.,0.5
ALPO-062,ALPO,ALPO,na,1,2,ERMN,2008,20080721,150,24848,4484,Rubus sp.,1.5
ALPO-062,ALPO,ALPO,na,3,10,ERMN,2016,20160719,150,23615,5527,Vaccinium stamineum,1.5
ALPO-062,ALPO,ALPO,na,2,6,ERMN,2012,20120719,150,23615,5527,Vaccinium stamineum,1.5
ALPO-062,ALPO,ALPO,na,1,2,ERMN,2008,20080721,150,23615,5527,Vaccinium stamineum,1.5
ALPO-062,ALPO,ALPO,na,1,2,ERMN,2008,20080721,210,18147,3018,Lindera benzoin,0.5
ALPO-062,ALPO,ALPO,na,3,10,ERMN,2016,20160719,210,18147,3018,Lindera benzoin,0.5
ALPO-062,ALPO,ALPO,na,2,6,ERMN,2012,20120719,210,18147,3018,Lindera benzoin,0.5
ALPO-062,ALPO,ALPO,na,2,6,ERMN,2012,20120719,210,23579,5517,Vaccinium angustifolium,0.5
ALPO-062,ALPO,ALPO,na,3,10,ERMN,2016,20160719,210,23579,5517,Vaccinium angustifolium,1.5
ALPO-062,ALPO,ALPO,na,1,2,ERMN,2008,20080721,210,23579,5517,Vaccinium angustifolium,1.5
