Event_ID,Plot_Name,Event_Date,Event_Date_Txt,Event_Year,Unit_Code,Unit_Group,Subunit_Group,Protocol_Name,Panel,Frame,Cycle,excludeEvent,numHerbPlots,numSapPlots,numSeedPlots,Stand_Structure_ID,Crown_Closure_ID,Deer_Browse_Line_ID,Groundstory_Cover_Class_Low,Groundstory_Cover_Class_Mid,Groundstory_Cover_Class_High,Forest_Floor_Bare_Soil_Cover_Class_ID,Forest_Floor_Rock_Cover_Class_ID,Forest_Floor_Trampled_Cover_Class_ID,Plot_Slope_Percent
{D1ED0C43-C977-453F-8506-1BCC2FEDEDF5},ALPO-030,7/6/2011,20110706,2011,ALPO,ALPO,NA,5,1,ERMN,2,0,12,4,4,3,5,4,6,1,3,1,6,0,0
{7834CA87-2D70-4973-B5E5-B98658A02975},ALPO-030,7/10/2015,20150710,2015,ALPO,ALPO,NA,7,1,ERMN,3,0,12,4,4,3,5,4,6,3,4,0,6,0,0
{A8FF06EB-9C41-42F6-A40B-3EAACB42AD58},ALPO-030,7/17/2019,20190717,2019,ALPO,ALPO,NA,10,1,ERMN,4,0,12,4,4,3,5,4,6,3,4,0,6,0,0
{1AEB406F-5512-4D17-AE35-462BC8D2EE0B},ALPO-031,7/8/2010,20100708,2010,ALPO,ALPO,NA,4,4,ERMN,1,0,12,4,4,5,1,2,9,8,4,0,0,0,12
{F7609D83-A771-4D62-922F-6AF25C0BFAC0},ALPO-031,7/11/2014,20140711,2014,ALPO,ALPO,NA,6,4,ERMN,2,0,12,4,4,5,2,3,9,8,3,0,0,0,12
{F50A375E-3E68-47D8-AF9C-06EEFA81B017},ALPO-031,7/9/2018,20180709,2018,ALPO,ALPO,NA,9,4,ERMN,3,0,12,4,4,5,1,4,9,8,2,0,0,1,12
{2AF74F6C-4071-4238-8672-763027C06775},ALPO-036,5/17/2007,20070517,2007,ALPO,ALPO,NA,1,1,ERMN,1,0,12,4,4,3,4,90,6,5,8,2,3,0,-25
{1375AA77-0380-4BFC-B742-6C6F544B8BD3},ALPO-036,7/8/2011,20110708,2011,ALPO,ALPO,NA,5,1,ERMN,2,0,12,4,4,3,4,4,6,6,7,3,3,1,-25
{5DE11A3A-7F77-46FA-812E-F8CB41EA202E},ALPO-036,7/10/2015,20150710,2015,ALPO,ALPO,NA,7,1,ERMN,3,0,12,4,4,3,5,4,8,5,6,1,1,0,-25
{FCF65D3F-D9E9-4C07-ABDC-9E49BA072D2D},ALPO-036,7/17/2019,20190717,2019,ALPO,ALPO,NA,10,1,ERMN,4,0,12,4,4,3,5,4,7,3,5,2,2,2,-25
{EB21B074-22E2-4878-98BA-CFF4B5AD67BA},ALPO-040,7/21/2009,20090721,2009,ALPO,ALPO,NA,3,3,ERMN,1,0,12,4,4,3,4,3,7,5,6,1,4,0,36
{A261C6FA-4D9D-4BE3-8D42-B703321C7106},ALPO-040,7/25/2013,20130725,2013,ALPO,ALPO,NA,6,3,ERMN,2,0,12,4,4,3,5,3,6,5,6,2,3,0,36
{EB204ED2-8642-46B5-AB0D-B4E6AC060138},ALPO-040,7/27/2017,20170727,2017,ALPO,ALPO,NA,8,3,ERMN,3,0,12,4,4,3,5,3,7,1,6,0,0,0,36
{64568EFA-E732-4F9C-B3E9-EC0F45AFABD8},ALPO-041,7/21/2008,20080721,2008,ALPO,ALPO,NA,2,2,ERMN,1,0,12,4,4,3,5,91,6,5,6,1,4,0,12
{175567A0-E6AF-4A46-A409-2C8A09C84C89},ALPO-041,7/16/2012,20120716,2012,ALPO,ALPO,NA,5,2,ERMN,2,0,12,4,4,3,5,3,6,6,8,1,4,0,12
{873C6142-28B7-49BF-8E3D-1ACD602BF176},ALPO-041,7/19/2016,20160719,2016,ALPO,ALPO,NA,7,2,ERMN,3,0,12,4,4,3,5,4,5,6,7,0,1,0,12
{5F86625C-3F3D-4180-BC39-06DF2AEEC2E5},ALPO-047,7/21/2009,20090721,2009,ALPO,ALPO,NA,3,3,ERMN,1,0,12,4,4,3,5,2,8,3,1,0,9,0,31
{86984DEF-C5F5-437B-AF32-8305462FB5C5},ALPO-047,7/25/2013,20130725,2013,ALPO,ALPO,NA,6,3,ERMN,2,0,12,4,4,3,5,3,8,5,3,1,7,0,31
{B1DE562E-FFE5-4BBF-AA3B-9DE4217F851F},ALPO-047,7/27/2017,20170727,2017,ALPO,ALPO,NA,8,3,ERMN,3,0,12,4,4,3,5,3,8,1,2,0,8,0,31
{17D29F98-869F-4327-B62F-513902234C03},ALPO-052,7/23/2008,20080723,2008,ALPO,ALPO,NA,2,2,ERMN,1,0,12,4,4,3,5,90,4,3,5,1,1,0,20
{B01E2569-9BF9-4686-BE19-14931C87AC13},ALPO-052,7/19/2012,20120719,2012,ALPO,ALPO,NA,5,2,ERMN,2,0,12,4,4,3,5,3,4,4,6,1,2,0,20
{6EDBCF7E-6263-46E6-A8D9-3D6DA2998301},ALPO-052,7/19/2016,20160719,2016,ALPO,ALPO,NA,7,2,ERMN,3,0,12,4,4,3,5,3,5,5,6,0,1,0,20
{B5D1A3B7-8BF3-4A2F-AAC2-9963ECE2554B},ALPO-053,7/8/2010,20100708,2010,ALPO,ALPO,NA,4,4,ERMN,1,0,12,4,4,3,5,2,5,3,3,1,1,0,22
{7D30BD64-4FE2-4838-9DEF-ABF9641681A5},ALPO-053,7/11/2014,20140711,2014,ALPO,ALPO,NA,6,4,ERMN,2,0,12,4,4,3,5,3,4,4,6,1,1,0,22
{786125C5-34EA-425F-9FEE-52F3F558235D},ALPO-053,7/11/2018,20180711,2018,ALPO,ALPO,NA,9,4,ERMN,3,0,12,4,4,3,5,4,3,2,4,1,0,0,22
{97C12B98-9289-46FC-A4D7-D70E9B77F73F},ALPO-059,7/8/2010,20100708,2010,ALPO,ALPO,NA,4,4,ERMN,1,0,12,4,4,3,4,3,7,6,6,5,4,0,9
{0B907C43-863E-4D70-BCD5-A59D730CA9CA},ALPO-059,7/9/2014,20140709,2014,ALPO,ALPO,NA,6,4,ERMN,2,0,12,4,4,3,5,3,8,6,6,3,3,0,9
{F3A636D7-C2E6-471B-8EB5-4EB15681DA7E},ALPO-059,7/11/2018,20180711,2018,ALPO,ALPO,NA,9,4,ERMN,3,0,12,4,4,4,4,3,7,6,5,3,3,0,9
{C4CA6324-E84B-4D6D-A756-860C946D5302},ALPO-061,7/9/2010,20100709,2010,ALPO,ALPO,NA,4,4,ERMN,1,0,12,4,4,3,4,2,9,7,6,4,1,0,1
{4CBDBC4A-047D-4E9D-9C80-FC79F0B96AD0},ALPO-061,7/9/2014,20140709,2014,ALPO,ALPO,NA,6,4,ERMN,2,0,12,4,4,3,4,3,8,7,6,0,1,0,1
{9E791BCE-EC7E-45DA-BE3D-81481638D79E},ALPO-061,7/11/2018,20180711,2018,ALPO,ALPO,NA,9,4,ERMN,3,0,12,4,4,3,3,3,9,7,6,0,0,1,1
{9C6E0187-433E-4F40-B250-AAAD6C56AA17},ALPO-062,7/21/2008,20080721,2008,ALPO,ALPO,NA,2,2,ERMN,1,0,12,4,4,3,4,90,6,4,5,0,1,0,20
{648F8D94-1D5B-4513-8C7A-D7FE21C346A7},ALPO-062,7/19/2012,20120719,2012,ALPO,ALPO,NA,5,2,ERMN,2,0,12,4,4,3,5,3,7,4,5,1,1,0,20
{AB7A3133-1061-48BE-8727-1CBAE2248163},ALPO-062,7/19/2016,20160719,2016,ALPO,ALPO,NA,7,2,ERMN,3,0,12,4,4,3,5,3,6,5,6,1,0,0,20
{E4640642-E909-49B0-98B2-08383F18325B},ALPO-065,7/23/2009,20090723,2009,ALPO,ALPO,NA,3,3,ERMN,1,0,12,4,4,5,4,3,8,6,6,4,1,0,15
{451771F4-9175-404E-83C7-68E3AA75BE6F},ALPO-065,7/24/2013,20130724,2013,ALPO,ALPO,NA,6,3,ERMN,2,0,12,4,4,5,4,4,9,6,5,3,1,0,15
{4F3AEA63-0570-4335-96D9-25434CEB7A35},ALPO-065,7/27/2017,20170727,2017,ALPO,ALPO,NA,8,3,ERMN,3,0,12,4,4,5,4,3,9,8,6,1,0,0,15
{46C87507-D5E3-41D7-897D-84159271DDC0},ALPO-069,7/23/2008,20080723,2008,ALPO,ALPO,NA,2,2,ERMN,1,0,12,4,4,3,4,90,6,8,6,0,2,0,30
{640C9D4F-6E70-4BEC-9E6D-AB70BA901B48},ALPO-069,7/18/2012,20120718,2012,ALPO,ALPO,NA,5,2,ERMN,2,0,12,4,4,3,5,3,5,6,8,1,1,0,30
{AC6B0562-BDB6-4241-94D6-5625CDE1BF35},ALPO-069,7/21/2016,20160721,2016,ALPO,ALPO,NA,7,2,ERMN,3,0,12,4,4,3,4,2,5,6,7,1,1,0,30
{65823421-C554-4EBD-A13F-5976827A91AA},ALPO-072,7/23/2008,20080723,2008,ALPO,ALPO,NA,2,2,ERMN,1,0,12,4,4,3,5,90,6,5,7,2,3,0,18
{2F6BBA45-E078-4A2C-882B-98354ABBBDE2},ALPO-072,7/18/2012,20120718,2012,ALPO,ALPO,NA,5,2,ERMN,2,0,12,4,4,3,5,4,5,5,8,2,3,0,18
{AD5B59A9-FE84-4F5B-B9B8-748893382356},ALPO-072,7/21/2016,20160721,2016,ALPO,ALPO,NA,7,2,ERMN,3,0,12,4,4,3,5,3,6,5,7,1,0,0,18
{78B10EC7-9C2C-48AD-AC3D-DE21FE2FA611},ALPO-077,7/6/2011,20110706,2011,ALPO,ALPO,NA,5,1,ERMN,2,0,12,4,4,3,5,3,7,6,4,3,6,0,71
{8D88E513-42C2-4C92-BA7D-39F94BE30870},ALPO-077,7/8/2015,20150708,2015,ALPO,ALPO,NA,7,1,ERMN,3,0,12,4,4,3,5,3,8,7,6,2,2,0,71
{66B967F6-B018-4BEF-B6CA-7055D172DE41},ALPO-077,7/18/2019,20190718,2019,ALPO,ALPO,NA,10,1,ERMN,4,0,12,4,4,3,5,2,7,7,3,2,6,2,71
{2541F658-B24D-4BF3-8692-B829D44D0E64},BLUE-001,8/19/2007,20070819,2007,BLUE,BLUE,NA,1,1,ERMN,1,0,12,4,4,3,5,90,8,4,4,2,5,0,32
{8F7569E5-C7DA-4DF6-BDE5-861E46E2613F},BLUE-001,8/11/2011,20110811,2011,BLUE,BLUE,NA,5,1,ERMN,2,0,12,4,4,3,5,3,7,6,7,2,4,0,32
{03C1FB0D-DE0C-46C2-A7E4-95F23E715337},BLUE-001,8/11/2015,20150811,2015,BLUE,BLUE,NA,7,1,ERMN,3,0,12,4,4,3,5,3,8,6,7,1,1,0,32
{05734DF1-153E-4A7C-9385-1C549691D375},BLUE-001,8/6/2019,20190806,2019,BLUE,BLUE,NA,10,1,ERMN,4,0,12,4,4,3,5,3,8,7,5,2,4,0,32
{783BB48A-3D2C-49B6-AC0E-7614357FBC01},BLUE-003,8/4/2008,20080804,2008,BLUE,BLUE,NA,2,2,ERMN,1,0,12,4,4,3,5,90,6,5,5,5,6,0,58
{62CF7154-8CE9-4B57-AA71-04FAEE1CA8E2},BLUE-003,8/9/2012,20120809,2012,BLUE,BLUE,NA,5,2,ERMN,2,0,12,4,4,3,5,4,5,4,6,5,4,0,58
{F0970112-E658-4D63-A269-D35BB9A2A3D0},BLUE-003,8/1/2016,20160801,2016,BLUE,BLUE,NA,7,2,ERMN,3,0,12,4,4,3,5,3,6,5,6,2,5,0,58
{248150A0-80E2-4C57-AD63-F3A97F8A592E},BLUE-004,8/14/2007,20070814,2007,BLUE,BLUE,NA,1,1,ERMN,1,0,12,4,4,3,5,90,8,7,8,0,1,0,10
{2BD3D537-E711-4E41-B3C4-86589A96835A},BLUE-004,7/20/2011,20110720,2011,BLUE,BLUE,NA,5,1,ERMN,2,0,12,4,4,3,5,3,8,7,6,2,1,0,10
{9A1B7686-E53E-4D30-B7C3-1A5F0428BFAD},BLUE-004,7/20/2015,20150720,2015,BLUE,BLUE,NA,7,1,ERMN,3,0,12,4,4,3,5,3,8,7,6,1,0,0,10
{C63376EA-0A92-4682-8F30-03E6255A5934},BLUE-004,8/7/2019,20190807,2019,BLUE,BLUE,NA,10,1,ERMN,4,0,12,4,4,3,4,3,8,7,6,5,0,0,10
{F60B9973-BADB-4AF8-BC89-D5AB93E77AB3},BLUE-011,8/16/2010,20100816,2010,BLUE,BLUE,NA,4,4,ERMN,1,0,12,4,4,3,5,2,6,6,6,1,1,0,44
{8E59909A-CCBC-40CB-9C1E-8B10ED257711},BLUE-011,8/6/2014,20140806,2014,BLUE,BLUE,NA,6,4,ERMN,2,0,12,4,4,3,5,3,7,7,6,4,3,0,44
{1AEE6B6F-B517-4214-A115-0BD09E2FF377},BLUE-011,7/25/2018,20180725,2018,BLUE,BLUE,NA,9,4,ERMN,3,0,12,4,4,3,5,3,7,6,5,1,0,0,44
{DCFF5CE1-C0BE-4D46-825E-FC2506895849},BLUE-013,8/15/2007,20070815,2007,BLUE,BLUE,NA,1,1,ERMN,1,0,12,4,4,3,5,90,6,2,7,4,5,0,29
{93A75824-0FCC-4EDC-A6C9-50941B852AD2},BLUE-013,7/21/2011,20110721,2011,BLUE,BLUE,NA,5,1,ERMN,2,0,12,4,4,3,5,3,6,5,7,4,4,0,29
{0BAA7767-0A13-4A1C-A5F1-27A991A8C0C0},BLUE-013,7/22/2015,20150722,2015,BLUE,BLUE,NA,7,1,ERMN,3,0,12,4,4,3,5,3,7,5,6,5,4,0,29
{0591AEC0-3E69-4422-BA98-5B84E50E22E3},BLUE-013,8/6/2019,20190806,2019,BLUE,BLUE,NA,10,1,ERMN,4,0,12,4,4,3,4,3,6,5,7,5,4,0,29
{A6E8C5F2-BF1A-437A-B40D-FCECF1324FD0},BLUE-016,8/15/2007,20070815,2007,BLUE,BLUE,NA,1,1,ERMN,1,0,12,4,4,3,5,90,8,5,7,3,1,0,25
{82A77300-6C35-44DC-9196-55784F70B0E3},BLUE-016,7/21/2011,20110721,2011,BLUE,BLUE,NA,5,1,ERMN,2,0,12,4,4,3,5,3,7,6,6,1,1,0,25
{9BB68954-ED22-435F-9F6C-28EE9AD05AE9},BLUE-016,7/22/2015,20150722,2015,BLUE,BLUE,NA,7,1,ERMN,3,0,12,4,4,3,5,3,8,4,6,1,1,0,25
{A4C35DAC-12BD-4E1F-AAA7-D5545F2B1057},BLUE-016,8/15/2019,20190815,2019,BLUE,BLUE,NA,10,1,ERMN,4,0,12,4,4,3,5,3,8,8,6,1,0,0,25
{A441F90C-A481-4876-9FE3-DAFF05727335},BLUE-019,8/14/2007,20070814,2007,BLUE,BLUE,NA,1,1,ERMN,1,0,12,4,4,3,5,90,7,5,4,0,4,0,32
{D6600AF1-48A9-4F96-9A5B-6DA37A800CC3},BLUE-019,7/20/2011,20110720,2011,BLUE,BLUE,NA,5,1,ERMN,2,0,12,4,4,3,5,2,7,6,6,2,4,0,32
{5BED0107-DE2C-4232-998C-3261849EF407},BLUE-019,7/20/2015,20150720,2015,BLUE,BLUE,NA,7,1,ERMN,3,0,12,4,4,3,5,3,8,5,6,1,2,0,32
{F6126B73-A801-477D-B077-E9CEFA77A5DB},BLUE-019,8/7/2019,20190807,2019,BLUE,BLUE,NA,10,1,ERMN,4,0,12,4,4,3,4,3,8,8,5,2,3,0,32
{C61D3405-633C-4415-9306-06EFFD814E18},BLUE-027,7/28/2009,20090728,2009,BLUE,BLUE,NA,3,3,ERMN,1,0,12,4,4,3,4,2,8,8,7,4,0,0,1
{3FBA21D2-6FF3-4446-9FAC-71A1D7CE246D},BLUE-027,8/8/2013,20130808,2013,BLUE,BLUE,NA,6,3,ERMN,2,0,12,4,4,3,5,3,8,7,6,4,0,0,1
{5D57AAF9-7339-4839-B976-D6BE07C94034},BLUE-027,8/3/2017,20170803,2017,BLUE,BLUE,NA,8,3,ERMN,3,0,12,4,4,3,5,3,8,5,5,1,0,0,1
{44B721BF-ED69-4DDF-B7B4-CB7508BCA9EA},BLUE-030,8/6/2008,20080806,2008,BLUE,BLUE,NA,2,2,ERMN,1,0,12,4,4,3,5,90,6,4,5,2,3,0,50
{6961FC78-A249-4E4F-BCE7-A2C1856711F1},BLUE-030,8/2/2012,20120802,2012,BLUE,BLUE,NA,5,2,ERMN,2,0,12,4,4,3,5,4,5,5,6,4,2,0,50
{7CF0013E-24FA-4003-BC3F-3C1DE665F7D8},BLUE-030,8/2/2016,20160802,2016,BLUE,BLUE,NA,7,2,ERMN,3,0,12,4,4,3,5,3,6,5,6,2,1,0,50
{4173713D-C444-4F0E-A2E3-63F83C58B4BE},BLUE-034,7/28/2009,20090728,2009,BLUE,BLUE,NA,3,3,ERMN,1,0,12,4,4,3,5,2,5,5,7,1,1,0,14
{88231EA4-1471-445A-92B0-16DBD13D08A6},BLUE-034,8/14/2013,20130814,2013,BLUE,BLUE,NA,6,3,ERMN,2,0,12,4,4,3,5,3,5,6,7,1,0,0,14
{14BF7B39-E419-4032-9BBC-EBBDB3328F19},BLUE-034,8/1/2017,20170801,2017,BLUE,BLUE,NA,8,3,ERMN,3,0,12,4,4,3,5,2,5,5,6,0,0,0,14
{1B05B70C-5534-411D-80E4-A7E5A24AD3FA},BLUE-038,7/21/2010,20100721,2010,BLUE,BLUE,NA,4,4,ERMN,1,0,12,4,4,3,4,2,9,8,5,7,1,0,9
{46E80E2C-29DC-4B53-8850-CA1C66D7E376},BLUE-038,7/25/2014,20140725,2014,BLUE,BLUE,NA,6,4,ERMN,2,0,12,4,4,3,4,2,9,9,6,7,0,0,9
{1B6D271E-09BB-4326-83A5-5DA4FC066514},BLUE-038,7/25/2018,20180725,2018,BLUE,BLUE,NA,9,4,ERMN,3,0,12,4,4,3,4,2,9,9,5,1,0,2,9
{F98995F9-7030-42C5-9E1B-29603E0251A7},BLUE-040,8/17/2009,20090817,2009,BLUE,BLUE,NA,3,3,ERMN,1,0,12,4,4,3,4,2,8,7,6,1,0,0,6
{A6498562-74B9-45E7-AA1D-750BA40CF712},BLUE-040,8/14/2013,20130814,2013,BLUE,BLUE,NA,6,3,ERMN,2,0,12,4,4,3,5,3,8,6,6,2,1,0,6
{421AC3E0-F802-4774-ADB9-3C5A6038731E},BLUE-040,8/22/2017,20170822,2017,BLUE,BLUE,NA,8,3,ERMN,3,0,12,4,4,3,5,3,8,6,5,2,0,0,6
{E9C62DCB-BDBD-4FB4-A1C5-8F4343CE2C20},BLUE-041,7/22/2010,20100722,2010,BLUE,BLUE,NA,4,4,ERMN,1,0,12,4,4,3,5,2,6,5,7,1,4,0,16
{454688A8-3709-47BB-A3B1-83704FAD3E1D},BLUE-041,7/23/2014,20140723,2014,BLUE,BLUE,NA,6,4,ERMN,2,0,12,4,4,3,4,2,8,4,5,4,3,0,16
{F71008FF-072C-4219-89F6-E964B9AF5BDF},BLUE-041,7/23/2018,20180723,2018,BLUE,BLUE,NA,9,4,ERMN,3,0,12,4,4,3,3,3,8,7,6,1,1,0,16
{7301C21F-B86D-4BF0-93DB-2A5E1DF73E49},BLUE-043,8/17/2007,20070817,2007,BLUE,BLUE,NA,1,1,ERMN,1,0,12,4,4,3,5,90,6,4,4,1,0,0,28
{19B51BA4-F000-4D85-9303-C7A773A90CB8},BLUE-043,8/11/2011,20110811,2011,BLUE,BLUE,NA,5,1,ERMN,2,0,12,4,4,3,5,3,6,5,6,1,1,0,28
{09F2E1EA-0DAA-401A-8E4E-7473B5251920},BLUE-043,8/11/2015,20150811,2015,BLUE,BLUE,NA,7,1,ERMN,3,0,12,4,4,3,5,3,6,5,7,1,1,0,28
{A8577C10-80DC-46E6-B482-65D6FAB1E789},BLUE-043,8/15/2019,20190815,2019,BLUE,BLUE,NA,10,1,ERMN,4,0,12,4,4,3,5,3,6,5,6,1,1,0,28
{BC811F35-E9E7-44A5-A629-573E8E1B924B},BLUE-044,8/17/2009,20090817,2009,BLUE,BLUE,NA,3,3,ERMN,1,0,12,4,4,1,4,2,9,9,5,0,0,0,0
{48B1A538-7783-475E-BF3D-8193A014F00C},BLUE-044,8/1/2013,20130801,2013,BLUE,BLUE,NA,6,3,ERMN,2,0,12,4,4,3,5,3,9,8,5,5,0,0,0
{D419D662-D31D-4BFE-9AEB-50B1D051D9D2},BLUE-044,8/1/2017,20170801,2017,BLUE,BLUE,NA,8,3,ERMN,3,0,12,4,4,3,5,3,9,8,6,0,0,1,0
{7C99E490-3E04-4E66-A83E-2391961C1776},BLUE-047,8/8/2008,20080808,2008,BLUE,BLUE,NA,2,2,ERMN,1,0,12,4,4,3,5,90,7,8,5,5,1,0,25
{7C9174AE-8DE2-4ED8-99C3-62892BD53117},BLUE-047,7/31/2012,20120731,2012,BLUE,BLUE,NA,5,2,ERMN,2,0,12,4,4,3,5,2,8,7,6,4,2,0,25
{D418EB9A-D0AE-4C2E-9A7B-3334A4604F26},BLUE-047,8/10/2016,20160810,2016,BLUE,BLUE,NA,7,2,ERMN,3,0,12,4,4,3,5,3,8,7,6,6,0,0,25
{E6B1C53F-58C8-44CB-B8A2-58EDB204B2B8},BLUE-049,8/8/2008,20080808,2008,BLUE,BLUE,NA,2,2,ERMN,1,0,12,4,4,3,4,90,7,7,6,1,5,0,19
{A96B3743-F6C1-42C8-86C2-054CC4E68B1B},BLUE-049,7/31/2012,20120731,2012,BLUE,BLUE,NA,5,2,ERMN,2,0,12,4,4,3,4,3,8,7,6,2,4,0,19
{9BC3CE19-9179-4630-9890-00538D86586F},BLUE-049,8/10/2016,20160810,2016,BLUE,BLUE,NA,7,2,ERMN,3,0,12,4,4,3,4,3,7,7,7,4,5,0,19
{1B834DA0-A775-4F07-AE43-4B434C7F25CA},BLUE-061,8/17/2007,20070817,2007,BLUE,BLUE,NA,1,1,ERMN,1,0,12,4,4,3,4,90,8,6,5,0,4,0,22
